svctm,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
287,66.67,166.67,58.82,0.0,90.91,100.0,66.67,333.33,62.5,83.33,500.0,76.92,250.0,500.0,500.0,35.71,166.67,708.0,605.0,59.06,200.0,58.82,71.43,500.0,125.0,52.63,219.64,47.62,100.0,0.0,71.43,50.0,83.33,333.33,1000.0,0.0,83.33,55.56,52.63,142.86,111.11,200.0,58.82,66.67,142.86,0.0,333.33,333.33,200.0,142.86,360.0,166.67,52.63,500.0,90.91,250.0,47.62,125.0,0.0,250.0,111.11,166.67,333.33,1000.0,142.86,43.48,333.33,166.67,333.33,47.81,41.67,142.86,250.0,76.92,333.33,142.86,41.67,52.63,66.67,58.82,55.56,0.0,55.56,55.56,66.67,111.11,90.91,40.0,45.45,200.0,200.0,125.0,71.43,100.0,58.82,0.0,90.91,66.67,47.62,125.0,251.0,1000.0,50.0,166.67,333.33,500.0,0.0,0.0,90.91,76.92,111.11,76.92,500.0,50.0,111.11,0.0,0.0,62.5,333.33,125.0,62.5,100.0,76.92,1000.0,333.33,1000.0,62.5,250.0,50.0,200.0,38.46,333.33,500.0,62.5,100.0,38.46,250.0,142.86,500.0,333.33
288,66.67,58.82,40.0,71.43,35.71,71.43,50.0,58.82,333.33,200.0,0.0,34.48,55.56,41.67,766.0,250.0,71.43,43.48,111.56,142.86,111.11,66.67,110.8,500.0,742.67,26.32,250.0,0.0,250.0,50.0,34.48,250.0,66.67,333.33,142.86,0.0,0.0,166.67,1000.0,166.67,500.0,462.4,33.33,125.0,111.11,150.0,90.91,200.0,100.0,285.6,57.5,76.92,249.0,58.82,125.0,71.43,50.0,0.0,0.0,38.46,90.91,1000.0,52.63,66.93,0.0,125.0,76.92,90.91,40.0,142.86,0.0,62.5,66.67,52.63,34.48,32.26,40.0,125.0,500.0,43.48,62.5,52.63,0.0,500.0,1000.0,71.43,200.0,1000.0,0.0,111.11,0.0,90.91,200.0,0.0,0.0,0.0,100.0,200.0,1000.0,200.8,200.0,0.0,66.67,0.0,1000.0,200.0,500.0,166.67,0.0,500.0,0.0,90.91,100.0,166.67,250.0,29.41,0.0,1000.0,83.33,0.0,66.67,83.33,200.0,0.0,76.92,37.04,1000.0,83.33,43.48,142.86,1000.0,35.71,0.0,333.33,167.33,0.0,200.0,50.0,0.0,43.48
289,55.56,111.11,333.33,100.0,500.0,71.43,336.0,500.0,66.93,125.0,52.63,142.86,90.91,71.43,200.0,256.67,250.0,47.62,125.0,26.32,71.43,500.0,431.0,62.5,166.67,216.0,1000.0,76.92,0.0,76.92,142.86,125.0,83.33,58.82,1072.0,250.0,111.11,1000.0,166.67,333.33,0.0,90.91,333.33,142.86,88.33,500.0,333.33,66.67,66.67,190.67,34.48,31.25,0.0,142.86,76.92,142.86,0.0,76.92,0.0,200.0,40.0,29.41,200.0,100.0,55.56,58.82,250.0,166.67,167.33,0.0,66.67,166.67,38.46,111.11,0.0,200.0,62.5,90.91,500.0,0.0,200.0,0.0,55.56,125.0,62.5,1000.0,62.5,83.33,55.56,333.33,1000.0,0.0,100.0,0.0,76.92,125.0,0.0,166.67,250.0,71.43,0.0,142.86,1000.0,1000.0,142.86,166.67,166.67,100.0,90.91,125.0,250.0,500.0,166.67,500.0,125.0,250.0,333.33,111.11,0.0,200.0,0.0,200.0,66.67,500.0,250.0,250.0,100.0,1000.0,166.67,0.0,1976.0,250.0,1000.0,0.0,249.0,1000.0,111.11,55.56,1000.0,142.86
290,111.11,83.33,125.0,500.0,142.86,111.11,0.0,333.33,100.0,0.0,45.45,90.91,125.0,250.0,125.0,111.11,200.0,142.86,62.5,200.0,250.0,41.67,142.86,100.0,200.0,1100.0,0.0,200.0,125.0,500.0,34.48,125.0,66.67,125.0,103.11,250.0,178.0,43.48,111.11,40.0,292.8,200.0,333.33,71.43,111.11,23.26,28.57,71.43,500.0,50.0,125.0,1000.0,83.33,83.33,111.11,500.0,0.0,500.0,0.0,500.0,41.67,47.62,111.11,0.0,0.0,100.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,500.0,1000.0,0.0,100.0,333.33,333.33,76.92,166.67,0.0,71.43,111.11,111.11,0.0,66.67,166.67,66.67,200.0,200.0,166.67,58.82,333.33,250.0,50.0,83.33,100.0,41.67,52.63,58.82,47.62,40.0,0.0,166.67,90.91,37.04,25.64,38.46,71.43,55.56,500.0,100.0,1000.0,71.43,0.0,62.5,52.63,250.0,0.0,333.33,166.67,250.0,83.33,0.0,58.82,0.0,71.43,45.45,0.0,167.33,250.0,33.33,100.0,251.0,0.0,111.11,0.0,50.0,0.0
291,66.67,500.0,0.0,166.67,166.67,37.04,125.0,0.0,0.0,200.0,100.0,47.81,508.0,52.63,45.45,52.63,45.57,90.91,33.33,2056.0,0.0,142.86,34.48,333.33,333.33,52.63,90.91,62.5,76.92,125.0,1000.0,0.0,100.0,71.43,52.63,500.0,76.92,250.0,1000.0,125.5,0.0,1000.0,250.0,0.0,76.92,0.0,47.62,100.0,45.45,55.56,50.0,100.0,200.0,76.92,0.0,52.63,250.0,0.0,333.33,47.62,500.0,1000.0,71.43,1000.0,0.0,0.0,45.45,100.0,200.0,76.92,200.0,333.33,142.86,0.0,52.63,90.91,62.5,62.5,200.0,500.0,40.0,52.63,333.33,0.0,200.0,66.67,100.0,333.33,166.67,1000.0,1000.0,500.0,166.67,1000.0,100.0,1000.0,200.0,250.0,166.67,1000.0,0.0,43.48,0.0,62.5,500.0,0.0,83.33,333.33,166.67,200.0,76.92,111.11,166.67,142.86,0.0,33.33,0.0,500.0,66.67,111.11,334.67,166.67,111.11,66.67,111.11,142.86,250.0,0.0,0.0,125.0,50.0,1000.0,71.43,200.0,0.0,166.67,0.0,1000.0,166.67,0.0
292,166.67,66.67,200.0,0.0,333.33,111.11,58.82,66.67,38.46,125.0,111.11,99.6,35.43,333.33,55.56,250.0,55.78,41.67,34.48,83.33,142.86,464.0,142.86,0.0,1000.0,111.11,143.43,52.63,38.46,35.71,0.0,29.41,142.86,31.25,500.0,62.5,83.33,0.0,62.5,90.91,62.5,166.67,52.63,0.0,47.62,100.0,111.11,28.57,166.67,62.5,76.92,250.0,41.67,50.0,200.0,100.0,250.0,0.0,333.33,125.0,200.0,62.5,43.48,90.91,250.0,333.33,142.86,66.67,142.86,111.11,100.0,142.86,0.0,333.33,250.0,71.43,250.0,0.0,76.92,0.0,1000.0,0.0,45.45,100.0,100.0,250.0,32.26,76.92,66.67,47.62,125.0,30.3,35.71,47.62,111.11,71.43,35.71,38.46,125.0,142.86,83.33,142.86,41.67,90.91,50.0,166.67,76.92,125.0,500.0,125.5,71.43,0.0,111.11,58.82,250.0,90.91,43.48,200.0,0.0,500.0,76.92,166.67,45.45,500.0,62.5,0.0,125.0,166.67,584.0,83.33,1000.0,1000.0,250.0,27.03,333.33,40.0,111.11,500.0,166.67,100.0
293,83.33,166.67,500.0,200.0,125.0,200.0,500.0,125.0,76.92,83.33,111.11,846.0,0.0,1704.0,62.5,41.67,142.29,500.0,111.11,38.46,111.11,0.0,90.91,100.0,100.0,200.0,500.0,333.33,125.0,58.82,430.67,111.11,266.0,111.11,45.45,52.63,1000.0,0.0,250.0,0.0,31.25,38.46,250.0,312.0,166.67,71.43,502.0,111.11,0.0,66.67,500.0,250.0,125.0,166.67,100.0,142.86,142.86,55.56,76.92,125.0,500.0,58.82,500.0,142.86,1000.0,142.86,83.33,71.43,76.92,52.63,1000.0,90.91,111.11,166.67,200.0,100.0,71.43,50.0,250.0,167.33,62.5,33.33,125.0,142.86,52.63,90.91,66.67,125.0,142.86,100.0,55.56,125.0,200.0,167.33,166.67,55.56,111.11,71.43,500.0,62.5,200.0,111.11,83.33,83.33,83.33,166.67,71.43,83.33,71.71,45.45,55.56,333.33,0.0,37.19,500.0,1000.0,334.67,1000.0,250.0,0.0,71.43,0.0,1000.0,45.45,142.86,30.3,200.0,250.0,62.5,125.0,29.41,142.86,66.67,111.11,200.0,0.0,125.0,41.67,32.26,83.33
294,166.67,58.82,125.0,111.11,333.33,66.67,83.33,250.0,125.0,76.92,251.0,56.0,0.0,0.0,142.86,37.04,1000.0,500.0,0.0,333.33,90.91,76.92,100.0,100.0,250.0,83.33,0.0,47.62,37.04,40.0,500.0,500.0,71.43,0.0,71.43,166.67,90.91,103.11,333.33,637.33,142.86,35.71,100.0,0.0,66.67,100.0,62.5,333.33,0.0,250.0,0.0,0.0,52.63,125.0,50.0,100.0,83.33,125.0,200.0,200.0,500.0,142.86,100.0,83.33,71.43,111.11,200.0,76.92,83.33,90.91,111.11,250.0,1000.0,71.43,500.0,142.86,334.67,111.11,83.33,66.67,111.11,111.11,90.91,500.0,250.0,1000.0,52.63,500.0,200.0,142.86,250.0,66.67,52.63,500.0,55.78,142.86,500.0,55.56,76.92,100.0,250.0,83.33,62.5,55.56,0.0,76.92,0.0,45.45,250.0,200.0,500.0,500.0,76.92,83.33,111.11,0.0,500.0,62.5,125.0,76.92,0.0,0.0,142.86,111.11,333.33,71.43,71.43,125.0,45.45,166.67,1000.0,43.48,500.0,50.0,125.0,142.86,0.0,35.71,142.86,0.0
295,45.45,125.0,41.67,125.0,1000.0,58.82,71.43,142.86,166.67,500.0,0.0,39.68,71.43,142.86,142.86,0.0,58.82,142.86,125.0,111.11,142.86,50.0,500.0,38.46,0.0,29.41,143.43,111.11,333.33,0.0,29.41,333.33,1000.0,134.5,0.0,111.11,66.67,55.56,526.0,37.04,32.26,1000.0,100.0,45.64,125.0,0.0,58.82,118.67,333.33,77.23,200.0,166.67,90.91,0.0,34.48,250.0,45.45,100.0,333.33,142.86,35.71,83.33,142.86,333.33,52.63,100.0,200.0,125.0,66.67,43.48,66.67,66.67,142.86,166.67,333.33,200.0,500.0,142.86,83.33,0.0,35.71,142.86,58.82,40.0,50.0,83.33,66.67,66.67,45.45,50.0,62.5,111.11,58.82,55.56,125.0,111.11,37.04,71.43,76.92,55.56,41.67,62.5,29.41,52.63,27.03,71.43,40.0,26.32,166.67,37.04,52.63,50.0,250.0,1000.0,166.67,200.8,0.0,23.81,1000.0,52.63,45.45,22.73,0.0,76.92,142.86,45.45,0.0,142.86,83.33,125.0,90.91,0.0,158.86,52.63,45.45,111.11,0.0,111.11,0.0,166.67
296,250.0,166.67,166.67,47.62,47.62,100.0,166.67,500.0,66.67,62.5,55.56,111.11,40.0,66.67,0.0,250.0,71.43,502.0,50.0,52.63,0.0,142.86,0.0,100.0,333.33,58.82,200.0,43.48,111.11,0.0,142.86,1000.0,1000.0,50.0,100.4,166.67,250.0,500.0,72.92,55.56,100.0,100.0,100.0,62.5,200.0,333.33,90.91,83.33,100.0,0.0,34.48,45.45,111.11,1000.0,34.48,500.0,333.33,1004.0,83.33,1000.0,142.86,142.86,111.11,83.33,166.67,83.33,90.91,166.67,111.11,47.62,52.63,125.0,58.82,142.86,66.67,166.67,76.92,47.62,333.33,31.25,55.56,125.0,200.0,0.0,0.0,25.64,250.0,0.0,142.86,0.0,0.0,1000.0,200.0,0.0,0.0,333.33,55.56,0.0,0.0,0.0,111.11,125.5,500.0,100.0,83.33,142.86,250.0,0.0,50.0,111.11,71.43,333.33,0.0,111.11,250.0,47.62,125.0,250.0,0.0,200.0,333.33,500.0,90.91,0.0,100.0,500.0,500.0,1000.0,32.26,250.0,0.0,47.62,0.0,83.33,83.33,0.0,111.11,166.67,548.0,500.0
297,100.0,45.45,200.0,58.82,62.5,166.67,111.11,45.45,111.11,55.56,26.32,83.33,0.0,66.67,125.0,0.0,1000.0,62.5,83.33,250.0,76.92,50.0,111.11,100.0,66.67,0.0,62.5,0.0,0.0,58.82,250.0,142.86,200.0,125.0,142.86,58.82,0.0,111.11,52.63,125.0,250.0,52.63,20.41,0.0,50.0,55.56,0.0,27.03,250.0,38.46,43.48,71.43,0.0,37.04,200.0,90.91,62.5,333.33,37.04,52.63,1000.0,35.71,50.0,83.33,83.33,83.33,100.0,125.0,27.78,62.5,200.0,333.33,43.48,111.11,76.92,27.78,200.0,500.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,250.0,1000.0,500.0,333.33,1000.0,125.0,0.0,0.0,0.0,0.0,142.86,333.33,1000.0,166.67,0.0,0.0,0.0,125.0,1000.0,0.0,125.0,200.0,166.67,111.11,1020.0,37.04,333.33,40.0,500.0,83.33,33.33,28.61,0.0,43.48,30.3,35.71,62.5,500.0,58.82,1020.0,125.0,66.67,0.0,0.0,90.91,23.35,125.0,1000.0,846.0,142.86,33.33,63.5,333.33
298,30.3,166.67,26.32,111.11,500.0,90.91,0.0,200.0,55.56,0.0,90.91,0.0,52.63,38.46,500.0,0.0,0.0,500.0,142.86,0.0,58.82,250.0,200.0,333.33,125.0,200.0,50.0,0.0,0.0,25.64,166.67,29.41,71.43,0.0,58.82,50.0,250.0,38.46,1000.0,50.0,0.0,23.26,166.67,32.26,90.91,29.41,71.43,0.0,76.92,76.92,250.0,55.56,166.67,0.0,58.82,0.0,1000.0,66.67,0.0,500.0,76.92,35.71,250.0,0.0,38.46,66.67,1000.0,500.0,0.0,500.0,66.67,142.86,166.67,71.43,250.0,100.0,100.0,166.67,55.56,66.67,500.0,166.67,166.67,166.67,0.0,333.33,100.0,500.0,142.86,100.0,47.62,333.33,500.0,125.0,250.0,0.0,333.33,1000.0,166.67,38.46,0.0,0.0,500.0,0.0,52.63,250.0,0.0,333.33,500.0,0.0,250.0,55.56,90.91,0.0,111.11,31.25,52.63,111.11,200.8,251.0,0.0,100.0,200.0,43.48,0.0,250.0,0.0,0.0,100.0,0.0,111.11,190.5,90.55,549.33,822.0,100.0,142.86,166.67,165.33,864.0
299,166.67,200.0,333.33,83.33,200.0,52.63,200.0,125.0,333.33,1000.0,52.63,38.46,200.0,200.0,166.67,125.0,200.0,38.46,45.45,200.0,0.0,0.0,50.0,71.43,142.86,29.41,37.04,55.56,166.67,146.4,1000.0,0.0,0.0,333.33,37.04,125.0,43.48,250.0,50.0,47.62,52.63,333.33,333.33,166.67,71.43,0.0,142.86,40.0,45.45,0.0,125.0,200.0,58.82,0.0,0.0,166.67,250.0,1000.0,166.67,0.0,500.0,0.0,0.0,333.33,100.0,0.0,58.82,1000.0,90.91,500.0,0.0,66.67,250.0,1000.0,83.33,1000.0,500.0,250.0,111.11,142.86,250.0,250.0,0.0,0.0,58.82,200.0,500.0,125.0,111.11,0.0,0.0,0.0,0.0,142.86,333.33,125.0,500.0,83.33,125.5,90.91,500.0,66.67,90.91,62.5,71.43,166.67,333.33,47.62,1000.0,166.67,43.48,22.73,125.5,100.0,500.0,76.92,125.0,250.0,58.82,58.82,90.91,62.5,34.48,38.92,55.56,0.0,58.82,0.0,0.0,333.33,38.46,166.67,333.33,62.5,250.0,45.45,50.0,824.0,500.0,39.5
300,0.0,166.67,0.0,0.0,90.91,1000.0,0.0,0.0,250.0,0.0,32.26,0.0,125.0,166.67,66.67,90.91,90.91,250.0,38.46,50.0,76.92,0.0,333.33,0.0,50.0,66.67,0.0,33.33,33.33,0.0,250.0,250.0,0.0,71.43,500.0,125.0,45.45,1000.0,142.86,334.67,50.0,43.48,200.0,125.0,76.92,62.5,333.33,38.46,500.0,27.78,76.92,1000.0,142.86,200.0,0.0,0.0,500.0,100.0,111.11,0.0,0.0,500.0,0.0,66.67,83.33,76.92,500.0,1000.0,500.0,200.0,50.0,0.0,1000.0,200.0,0.0,0.0,83.33,90.91,71.43,76.92,66.67,250.0,41.67,35.71,71.43,83.33,41.67,76.92,100.0,142.86,30.3,111.11,166.67,166.67,45.45,41.83,55.56,125.0,90.55,37.04,35.71,62.5,142.86,83.33,83.33,66.67,100.0,66.67,200.0,250.0,1000.0,37.19,0.0,100.0,0.0,333.33,40.0,150.86,90.91,111.11,52.84,142.86,142.86,329.33,125.0,62.5,500.0,90.91,0.0,37.04,52.63,58.82,33.33,166.67,100.0,250.0,62.5,111.11,45.45,27.03
301,0.0,166.67,125.0,1000.0,142.86,90.91,143.43,66.67,71.43,111.11,125.0,333.33,0.0,1000.0,333.33,111.11,71.43,333.33,52.63,52.63,166.67,43.48,83.33,200.0,333.33,125.0,76.92,192.0,164.57,0.0,250.0,0.0,76.92,1000.0,125.0,1000.0,76.92,333.33,0.0,0.0,250.0,142.86,250.0,0.0,71.43,125.0,125.0,125.0,0.0,0.0,37.04,0.0,142.86,83.33,167.33,55.56,100.0,500.0,100.0,71.43,142.86,0.0,111.11,500.0,333.33,142.86,52.63,38.46,76.92,66.67,0.0,111.11,45.45,0.0,90.91,500.0,55.56,47.62,41.67,83.33,71.43,34.48,111.11,58.82,33.33,38.46,41.67,200.0,58.82,125.0,71.43,200.0,125.5,0.0,142.86,35.57,333.33,166.67,100.4,37.04,200.0,200.0,250.0,166.67,111.11,43.48,83.33,200.0,83.33,66.67,0.0,58.82,142.86,50.2,41.67,1000.0,62.5,59.25,52.63,55.56,200.0,0.0,125.0,83.67,58.82,125.0,83.33,250.0,31.25,500.0,500.0,25.74,333.33,166.67,250.0,23.26,0.0,71.43,0.0,0.0
302,76.92,34.48,0.0,43.48,66.67,62.5,47.62,100.0,58.82,26.32,111.11,43.48,0.0,0.0,0.0,500.0,166.67,0.0,0.0,142.86,100.0,33.33,166.67,142.86,50.0,62.5,0.0,0.0,256.0,1000.0,37.04,41.67,1000.0,0.0,111.11,111.11,47.62,25.0,0.0,142.86,66.67,76.92,52.63,166.67,1000.0,55.56,58.82,0.0,333.33,250.0,0.0,1000.0,76.92,166.67,500.0,25.64,47.81,83.33,111.11,166.67,100.0,125.0,66.67,90.91,47.62,142.86,58.82,58.82,90.91,71.43,31.25,76.92,250.0,71.43,166.67,125.0,100.0,166.67,500.0,166.67,125.0,200.0,200.0,200.0,200.0,125.0,250.0,166.67,0.0,125.0,500.0,0.0,142.86,142.86,1000.0,200.0,250.0,1000.0,90.91,166.67,500.0,32.26,83.33,125.0,66.67,0.0,125.0,43.48,500.0,62.5,125.0,47.62,62.5,55.33,100.0,0.0,90.91,47.62,90.91,90.91,43.48,40.16,100.0,0.0,1000.0,1000.0,500.0,111.11,45.45,1000.0,0.0,110.67,500.0,100.0,33.33,0.0,100.0,166.67,76.92,66.67
303,40.0,142.86,37.04,0.0,100.0,0.0,200.0,0.0,66.67,0.0,0.0,47.81,1000.0,100.4,1000.0,0.0,29.41,200.0,500.0,66.67,100.0,166.67,90.91,100.0,333.33,1000.0,0.0,90.91,500.0,200.0,71.43,111.11,41.67,1000.0,333.33,0.0,111.11,38.46,100.0,142.86,1000.0,0.0,0.0,66.67,166.67,0.0,66.67,500.0,25.0,0.0,200.0,76.92,142.86,333.33,125.0,1000.0,142.86,33.33,0.0,0.0,166.67,32.26,166.67,166.67,38.46,76.92,166.67,0.0,500.0,90.91,125.0,0.0,166.67,0.0,0.0,0.0,66.67,41.67,83.33,142.86,125.5,58.82,55.56,125.0,71.43,71.43,76.92,76.92,62.5,58.82,35.71,33.47,90.91,76.92,83.33,77.23,30.3,33.33,90.91,76.92,100.0,38.46,41.67,66.67,33.33,142.86,38.46,41.67,200.0,111.11,38.46,0.0,45.64,62.5,83.33,52.63,0.0,33.33,333.33,333.33,100.0,996.0,0.0,25.0,166.67,200.0,83.33,0.0,500.0,333.33,1000.0,38.46,0.0,333.33,0.0,33.33,0.0,26.32,0.0,0.0
304,0.0,0.0,0.0,47.62,502.0,1000.0,52.63,333.33,200.0,100.0,76.92,200.0,76.92,47.62,0.0,1600.0,1000.0,76.92,250.0,0.0,500.0,43.48,0.0,142.86,1000.0,111.11,83.33,0.0,250.0,1004.0,200.0,166.67,250.0,38.46,0.0,62.5,52.63,333.33,142.86,52.63,45.45,250.0,66.67,333.33,0.0,250.0,500.0,111.11,50.0,0.0,100.0,100.0,71.43,38.46,333.33,111.11,50.0,500.0,58.82,90.91,0.0,500.0,71.43,52.63,100.0,500.0,71.71,41.67,41.67,71.43,500.0,333.33,90.91,500.0,111.11,33.33,71.43,50.0,167.33,58.82,34.48,55.56,83.67,43.48,83.33,41.67,333.33,0.0,83.33,0.0,111.11,200.0,200.0,333.33,500.0,111.11,0.0,100.0,71.43,333.33,333.33,125.0,200.0,52.63,200.0,38.46,500.0,500.0,55.56,0.0,200.0,50.0,124.5,58.82,90.91,333.33,500.0,62.5,0.0,100.0,55.56,333.33,76.92,0.0,562.0,200.0,66.67,55.56,90.91,0.0,333.33,91.27,0.0,47.62,66.67,0.0,200.0,50.0,0.0,83.33
305,76.92,58.82,33.47,58.82,66.67,47.62,76.92,33.33,47.62,1000.0,200.0,1000.0,111.11,142.86,62.5,142.86,41.67,45.45,76.92,76.92,0.0,166.67,200.0,0.0,250.0,0.0,52.63,502.0,142.86,41.67,76.92,23.26,58.82,66.67,1000.0,142.86,0.0,71.43,38.46,100.0,333.33,100.0,27.78,250.0,1000.0,250.0,58.82,62.75,100.0,143.43,333.33,58.82,0.0,142.86,0.0,55.56,90.91,166.67,125.0,41.67,90.91,200.0,500.0,250.0,100.0,71.43,62.5,125.0,0.0,45.45,142.86,47.62,71.43,76.92,333.33,200.0,166.67,333.33,0.0,0.0,500.0,333.33,332.0,500.0,1000.0,100.4,1000.0,166.67,200.0,125.0,500.0,166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,500.0,0.0,0.0,0.0,83.33,0.0,0.0,0.0,125.0,50.0,47.62,111.11,90.91,28.57,0.0,0.0,83.33,66.93,90.91,200.0,142.86,0.0,76.92,43.48,333.33,0.0,58.82,43.48,90.91,0.0,0.0,1000.0,90.91,142.86,200.0,0.0
306,38.46,83.33,31.25,0.0,1000.0,500.0,250.0,250.0,62.5,250.0,0.0,0.0,500.0,142.86,500.0,1012.0,0.0,167.33,83.33,0.0,100.0,111.11,333.33,125.0,100.0,76.92,0.0,66.67,100.0,0.0,0.0,166.67,333.33,142.86,333.33,71.43,250.0,166.67,166.67,83.33,0.0,100.0,100.0,1000.0,200.0,142.86,333.33,111.11,27.78,142.86,200.0,0.0,71.43,250.0,166.67,142.86,0.0,71.43,333.33,83.33,166.67,83.33,142.86,0.0,50.0,41.67,76.92,83.33,1000.0,76.92,250.0,1000.0,90.91,83.33,111.11,250.0,200.0,142.86,0.0,125.0,200.0,0.0,0.0,250.0,0.0,498.0,1000.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,500.0,66.67,142.86,200.0,500.0,200.0,333.33,166.67,0.0,200.0,0.0,76.92,111.11,0.0,166.67,125.0,0.0,500.0,0.0,250.0,62.5,66.67,200.0,200.0,111.11,0.0,333.33,0.0,100.0,333.33,0.0,0.0,0.0,0.0,76.92,0.0,0.0,34.48,166.67,142.86,333.33,142.86,0.0,111.11,0.0
307,166.67,0.0,1000.0,0.0,500.0,0.0,0.0,0.0,90.91,0.0,1000.0,902.0,200.0,142.86,47.62,25.0,83.33,111.56,83.33,0.0,334.67,125.0,100.0,0.0,43.48,250.0,235.2,498.0,111.11,166.67,76.92,142.86,76.92,33.33,37.04,143.43,502.0,58.82,55.56,76.92,66.67,142.86,0.0,40.0,100.0,43.48,50.0,50.0,76.92,125.0,0.0,41.67,500.0,500.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,71.43,0.0,0.0,333.33,100.0,0.0,0.0,0.0,0.0,125.0,0.0,200.0,142.86,0.0,0.0,0.0,0.0,77.23,0.0,0.0,0.0,62.5,58.82,55.56,0.0,32.26,38.46,66.67,200.0,38.46,84.0,58.82,47.62,100.0,71.43,55.56,200.0,71.43,38.46,66.67,83.33,55.56,500.0,40.0,250.0,111.11,52.84,200.0,38.46,100.0,55.56,58.82,0.0,41.67,500.0,43.48,62.5,40.0,52.63,200.0,0.0,71.43,71.43,333.33,200.0,250.0,0.0,142.86,1000.0,111.11,250.0,45.45,333.33,90.91,250.0,125.0,0.0,142.86,111.11
308,200.0,500.0,0.0,125.0,76.92,142.86,90.91,250.0,0.0,90.91,71.43,26.42,0.0,0.0,200.0,125.0,142.86,83.67,500.0,111.56,500.0,0.0,200.0,0.0,458.67,90.91,0.0,111.56,83.33,111.11,0.0,333.33,0.0,1000.0,111.11,333.33,83.33,0.0,1000.0,125.0,111.11,200.0,100.0,250.0,125.0,282.0,333.33,500.0,62.5,250.0,66.67,50.0,71.43,62.5,43.48,166.67,66.67,0.0,250.0,125.0,0.0,500.0,142.86,100.0,0.0,500.0,71.43,500.0,76.92,142.86,1000.0,35.86,111.11,0.0,58.82,62.5,47.62,166.67,30.3,45.45,41.67,111.11,21.74,45.45,142.86,200.8,71.43,25.0,45.45,47.62,55.56,19.61,76.92,66.67,45.45,38.46,200.0,66.67,38.46,111.11,38.46,76.92,333.33,45.45,111.11,100.0,38.46,45.45,1000.0,23.26,27.78,66.67,0.0,142.86,0.0,1128.0,45.45,0.0,76.92,1000.0,500.0,1016.0,100.0,43.48,200.0,125.0,40.0,76.92,76.92,71.43,0.0,71.43,500.0,333.33,200.0,50.0,62.5,66.67,500.0,90.91
309,333.33,45.45,142.86,52.63,333.33,125.0,41.67,90.91,333.33,28.57,372.0,111.11,142.86,0.0,71.43,125.0,111.11,0.0,500.0,47.62,125.0,0.0,142.86,90.91,125.0,83.33,1000.0,333.33,0.0,0.0,200.0,1000.0,0.0,71.43,71.43,1000.0,250.0,71.43,111.11,0.0,90.91,0.0,125.0,0.0,142.86,245.0,0.0,0.0,0.0,200.0,333.33,71.43,0.0,333.33,333.33,43.48,500.0,1000.0,125.0,1000.0,333.33,90.91,90.91,76.92,43.48,100.0,41.67,90.91,71.43,52.63,200.0,52.63,41.67,166.67,500.0,100.0,142.86,47.62,125.0,111.11,30.3,50.0,333.33,66.67,76.92,71.43,333.33,166.67,0.0,200.0,0.0,1000.0,125.0,0.0,500.0,200.0,25.64,333.33,83.33,0.0,71.43,90.91,71.43,90.91,1004.0,35.71,250.0,90.91,29.41,40.0,250.0,83.33,0.0,47.62,334.67,1000.0,204.0,0.0,100.0,166.67,90.91,62.5,0.0,333.33,250.0,83.33,125.0,333.33,90.91,100.0,62.5,250.0,250.0,76.92,35.71,83.33,262.0,166.67,0.0,100.0
