%iowait,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
23,99.0,98.02,98.99,100.0,100.0,100.0,100.0,100.0,99.0,98.02,98.99,98.99,98.99,74.51,98.0,99.0,98.02,97.06,98.0,98.99,98.02,100.0,98.99,97.03,97.06,99.0,100.0,100.0,98.02,99.0,100.0,99.01,76.0,75.0,99.0,97.03,98.99,75.25,98.0,99.0,98.99,98.99,98.99,100.0,98.0,75.0,98.02,99.0,98.99,99.0,99.0,99.0,98.02,99.0,77.55,99.01,99.0,100.0,99.0,99.0,100.0,99.01,100.0,99.0,99.0,98.99,99.0,98.02,100.0,100.0,100.0,99.0,98.02,99.0,99.01,99.01,98.99,98.0,98.0,98.99,98.99,98.0,97.03,98.99,98.0,98.0,98.0,98.99,98.99,98.99,99.0,98.99,98.0,98.99,97.03,99.0,98.99,98.99,99.0,97.03,98.99,98.99,99.0,98.99,98.99,98.99,98.99,98.0,99.0,98.99,98.99,60.61,98.99,98.98,98.0,98.0,97.0,68.63,68.69,100.0,98.0,68.37,68.37,98.02,99.0,72.73,99.0,65.0,71.72,98.99,98.99,98.0,98.0,98.0,100.0,98.99,98.02,97.03,98.99,98.0
24,97.06,99.0,98.04,98.02,99.0,98.02,98.04,97.06,100.0,99.0,98.0,99.0,71.0,97.03,99.0,75.76,98.99,59.18,64.0,97.06,100.0,98.02,98.02,98.99,98.0,98.0,62.0,100.0,98.0,75.76,97.03,100.0,99.0,87.0,100.0,98.04,66.67,98.0,98.02,98.0,98.0,98.99,99.01,98.99,62.63,85.0,100.0,97.98,98.99,76.53,63.0,100.0,98.0,99.01,98.99,100.0,99.0,100.0,99.0,100.0,100.0,100.0,98.02,99.0,99.0,100.0,99.0,100.0,100.0,98.02,100.0,100.0,100.0,99.0,99.0,99.0,96.08,98.0,98.0,98.0,97.03,99.0,98.99,98.02,98.02,98.99,99.0,98.99,98.02,97.98,98.0,98.99,99.0,98.99,98.0,98.99,98.02,98.99,87.88,99.0,99.0,98.02,97.03,97.03,98.02,98.99,98.99,98.99,98.99,99.0,99.0,97.98,98.0,97.03,99.0,65.35,68.63,98.99,98.99,98.0,98.99,98.99,97.03,98.02,68.69,98.0,98.99,98.0,98.99,99.0,99.0,100.0,98.0,98.99,100.0,98.02,98.99,98.99,72.0,98.0
25,100.0,98.02,99.0,99.0,98.02,99.0,99.0,99.01,99.0,100.0,70.0,98.99,98.0,98.99,75.51,98.0,92.08,98.0,98.0,63.0,100.0,64.0,63.64,98.0,98.99,98.99,97.0,99.0,95.1,98.0,75.0,99.0,98.99,100.0,97.0,100.0,98.99,99.0,62.63,61.62,64.65,98.02,100.0,98.0,98.0,100.0,97.0,98.99,62.0,86.0,97.98,98.0,80.61,99.0,98.0,99.01,100.0,98.04,99.0,99.0,100.0,98.02,100.0,100.0,98.02,99.0,100.0,99.0,100.0,100.0,99.0,99.01,98.02,99.0,98.99,100.0,99.0,88.12,90.0,92.0,92.86,91.92,90.1,90.91,91.92,90.2,89.0,94.9,97.98,75.76,97.98,96.04,96.97,95.0,97.0,94.0,86.87,87.13,79.8,89.8,93.88,93.88,92.08,91.18,94.95,95.96,94.0,96.04,98.98,94.95,96.97,98.0,97.06,96.04,82.83,96.97,98.0,100.0,98.99,98.0,99.0,100.0,98.99,72.45,98.0,98.99,100.0,98.99,98.02,100.0,98.99,98.0,68.0,67.35,98.0,76.77,71.72,98.02,98.02,60.2
26,97.06,81.0,82.0,89.11,91.92,71.57,69.61,72.73,73.27,80.0,98.99,100.0,98.99,99.0,98.99,98.99,62.0,98.99,100.0,98.0,79.8,98.0,97.03,100.0,60.61,62.0,100.0,97.03,98.99,99.0,96.97,80.81,99.0,100.0,98.0,99.0,99.0,98.0,98.0,100.0,98.0,98.0,85.86,64.65,98.99,98.0,99.0,61.39,97.98,98.99,98.99,80.0,96.0,86.0,99.0,86.0,86.87,86.87,86.0,85.15,85.86,79.8,79.0,79.0,80.0,80.81,74.26,75.0,75.25,77.45,81.0,80.2,82.65,99.01,89.0,90.0,86.14,77.0,77.0,74.75,72.82,75.76,77.0,76.47,78.0,80.41,80.0,77.23,76.0,100.0,76.0,78.35,76.77,79.8,76.0,79.8,78.0,77.78,98.02,77.0,74.26,75.0,75.76,76.0,75.76,75.25,78.0,77.55,76.0,79.8,78.0,98.99,66.0,65.66,82.83,97.03,97.03,98.99,98.0,88.89,66.33,98.99,99.0,98.0,98.02,98.99,100.0,99.0,98.0,99.0,99.0,62.38,98.0,98.0,67.0,90.0,96.04,62.63,98.99,98.0
27,80.0,84.16,82.35,73.74,72.0,90.82,87.13,89.11,87.25,87.0,98.0,98.99,98.0,100.0,99.0,98.99,97.03,99.0,98.02,96.12,87.88,98.02,98.0,61.39,98.0,98.0,97.03,98.99,96.04,98.99,98.98,89.0,97.03,98.99,100.0,99.0,97.03,99.0,98.99,98.0,98.99,97.0,88.0,97.0,98.99,98.99,62.63,98.99,99.0,99.0,97.03,96.97,97.0,88.0,98.99,87.0,85.0,85.86,87.0,88.78,86.27,85.15,88.0,86.0,82.18,78.0,84.85,86.0,85.86,80.0,84.0,87.88,86.87,89.69,83.84,84.0,75.0,99.0,97.03,99.0,99.0,99.0,98.02,98.99,98.99,98.99,100.0,99.0,98.99,98.0,98.99,99.0,98.99,98.0,98.02,100.0,98.99,98.02,98.0,99.0,98.99,100.0,99.0,98.99,98.02,98.0,98.99,98.0,97.03,98.0,98.98,98.99,98.0,97.03,98.02,98.02,96.08,99.0,99.0,68.37,98.99,100.0,98.0,98.02,98.0,98.0,100.0,99.0,99.0,98.02,100.0,98.98,98.99,98.99,96.08,100.0,98.99,97.03,98.99,99.0
28,85.71,98.02,100.0,99.0,98.99,100.0,99.0,99.0,100.0,100.0,100.0,99.0,98.99,98.0,98.0,98.02,98.0,97.03,98.0,98.99,99.01,98.99,100.0,97.03,98.0,98.0,98.99,98.0,60.0,98.99,98.02,100.0,98.99,98.0,98.0,98.0,100.0,98.0,98.02,98.0,99.0,98.02,99.01,99.0,98.02,98.0,98.99,98.0,98.0,98.99,98.0,98.99,100.0,100.0,98.02,100.0,99.01,98.02,100.0,99.0,100.0,99.01,99.0,99.0,99.0,100.0,100.0,98.02,99.01,100.0,100.0,99.0,98.02,85.29,98.02,99.01,99.0,98.0,98.99,98.0,98.99,98.99,97.03,98.99,98.0,98.99,98.0,98.0,97.03,98.0,100.0,99.0,99.0,98.99,98.0,99.0,98.02,97.03,98.99,100.0,98.99,99.0,98.99,98.99,98.99,98.99,98.99,100.0,98.99,99.0,98.02,98.0,98.99,98.0,99.0,97.0,98.0,98.0,99.0,98.02,98.0,99.0,98.99,98.99,98.02,98.02,69.62,98.99,98.99,98.89,96.77,99.0,97.06,98.0,98.99,99.0,98.0,98.99,99.0,98.99
29,98.02,100.0,99.0,98.02,98.04,99.01,98.02,100.0,99.0,100.0,98.0,50.0,99.0,97.87,99.0,98.02,97.03,98.99,98.99,98.99,100.0,97.03,97.0,98.0,98.0,98.0,98.02,62.63,98.0,98.0,98.99,98.02,98.99,98.99,66.33,75.0,98.0,99.0,98.99,98.02,98.99,60.0,99.0,98.99,98.99,99.0,97.03,97.98,98.0,98.02,98.99,98.02,97.03,99.0,100.0,100.0,99.0,99.0,100.0,99.01,100.0,99.0,100.0,98.02,100.0,99.0,98.02,100.0,99.0,98.02,98.04,99.0,100.0,98.02,100.0,99.0,98.99,97.03,98.02,97.03,98.0,98.99,98.02,99.0,98.0,99.0,98.99,98.99,98.99,98.0,98.0,98.99,98.99,98.99,98.99,98.0,98.99,98.99,98.0,98.0,98.99,100.0,100.0,99.0,98.99,98.0,98.99,98.0,98.02,98.99,98.0,97.03,99.0,98.0,98.0,98.0,96.08,97.4,96.67,100.0,98.99,98.99,99.0,98.99,98.99,98.99,99.0,98.99,97.8,63.49,16.0,98.0,98.99,98.99,98.0,98.0,98.0,98.0,98.0,98.0
30,98.04,99.0,98.02,99.0,98.99,99.0,97.06,100.0,100.0,97.06,98.99,76.92,100.0,19.05,98.0,98.92,100.0,99.0,99.0,98.02,98.02,97.06,98.0,97.98,98.0,97.03,87.0,98.0,98.0,99.0,100.0,100.0,73.27,75.0,98.02,98.99,98.0,72.73,98.0,98.0,99.0,98.0,100.0,98.0,94.0,63.27,98.99,98.0,98.0,100.0,98.0,98.99,98.0,99.0,77.78,99.0,99.0,100.0,99.0,100.0,99.0,100.0,99.0,98.02,100.0,99.01,100.0,99.0,99.0,100.0,98.02,100.0,100.0,100.0,99.0,99.0,96.12,98.99,98.0,100.0,97.06,99.0,96.08,98.0,98.99,98.0,99.0,98.0,99.0,98.99,98.99,98.0,98.99,99.0,99.0,98.02,98.02,98.0,100.0,99.0,98.0,99.0,98.0,98.0,99.0,98.02,99.0,98.99,98.99,98.99,98.99,58.62,97.03,97.06,98.0,98.02,94.87,0.0,74.74,98.99,98.0,56.52,58.57,98.02,98.89,61.76,98.02,87.5,17.24,99.0,97.0,98.0,98.02,98.0,98.02,98.99,98.99,100.0,96.88,98.99
31,98.99,100.0,98.02,98.02,100.0,99.0,98.02,99.0,99.0,99.0,98.94,97.0,33.33,89.11,97.87,75.0,98.02,60.0,61.39,87.88,99.0,98.99,98.0,98.99,98.0,98.98,73.47,98.99,98.0,75.76,97.03,100.0,98.0,99.0,100.0,100.0,75.76,98.0,98.02,98.99,98.99,98.99,98.02,98.99,66.0,98.02,98.99,98.0,88.78,62.63,60.2,99.0,99.0,99.0,98.0,99.0,100.0,99.01,100.0,98.04,99.0,99.0,98.02,99.0,99.0,98.99,99.0,100.0,99.0,99.0,99.0,99.0,100.0,100.0,99.0,99.0,98.99,99.0,98.02,98.02,100.0,97.03,97.03,98.99,98.0,98.0,98.0,100.0,98.99,99.0,99.0,100.0,99.0,98.99,98.99,100.0,98.99,99.0,98.02,98.99,99.0,98.0,100.0,99.0,98.0,98.99,98.99,98.99,98.99,98.0,97.03,97.03,98.0,96.04,100.0,93.75,69.15,97.0,98.02,98.99,98.0,97.8,98.99,98.84,69.05,100.0,99.0,78.79,98.0,98.0,99.0,98.99,96.84,96.67,98.0,98.02,93.75,98.99,0.0,95.96
32,99.01,98.02,99.0,99.0,99.0,99.0,99.0,99.0,98.04,99.0,46.77,98.99,75.95,100.0,35.71,72.94,69.39,100.0,98.0,73.0,100.0,61.0,60.0,98.0,88.89,87.0,97.03,98.99,98.99,98.0,75.76,99.0,98.99,97.98,98.99,98.02,98.99,98.99,57.14,58.42,63.27,98.99,99.0,95.92,100.0,98.0,98.0,88.0,71.29,97.03,98.0,98.99,98.0,99.0,98.0,100.0,99.0,100.0,99.0,100.0,99.0,99.0,100.0,100.0,99.01,100.0,100.0,100.0,99.0,99.0,99.0,99.01,99.0,97.06,100.0,99.0,98.0,97.0,97.98,97.0,97.03,98.98,97.0,96.97,98.02,100.0,98.0,98.0,99.0,75.0,98.99,98.02,98.0,99.0,97.03,98.02,99.0,96.12,71.0,99.0,100.0,98.0,99.0,98.99,99.0,99.0,99.0,98.02,100.0,98.99,99.0,97.87,98.02,75.25,90.62,75.0,100.0,98.0,98.0,99.0,97.92,99.0,98.02,73.96,98.99,99.0,98.99,99.0,100.0,98.02,98.99,96.34,62.5,14.29,98.99,65.38,0.0,97.87,91.92,0.0
33,98.02,70.0,69.0,66.0,66.67,63.37,65.0,65.0,65.31,69.0,98.99,99.0,98.99,99.0,70.3,99.0,91.0,97.03,99.0,98.99,70.71,98.99,97.03,98.0,72.28,73.0,97.03,98.0,98.99,98.0,98.0,65.0,98.02,99.0,99.0,97.03,98.02,98.02,98.0,97.03,98.0,98.99,72.45,65.0,98.0,97.0,88.89,67.68,98.98,98.99,97.0,99.0,74.51,75.76,98.0,74.0,75.0,75.51,75.26,74.75,76.53,67.0,68.0,67.68,67.35,63.37,64.0,65.66,65.66,64.0,68.69,69.7,67.33,100.0,73.53,75.0,96.0,75.0,75.0,75.0,74.26,75.25,76.24,76.24,73.74,74.75,75.0,74.0,74.75,98.02,75.76,75.0,75.0,75.76,73.74,76.0,72.73,72.73,98.99,74.49,73.74,72.73,73.74,73.74,74.0,72.73,75.76,75.0,75.25,76.77,75.76,98.99,76.77,96.88,68.32,100.0,99.0,100.0,100.0,90.14,57.58,98.99,98.99,98.02,99.0,98.99,98.0,98.0,100.0,99.0,100.0,41.46,98.9,98.02,85.71,88.75,92.0,0.0,99.0,90.91
34,68.0,98.0,99.0,100.0,96.0,99.0,98.0,99.0,100.0,97.03,98.0,98.99,98.99,98.99,100.0,98.99,97.03,98.99,98.0,98.99,99.0,98.99,98.99,98.99,97.98,98.0,98.0,98.02,98.99,99.0,98.0,98.02,98.99,100.0,98.99,99.0,98.99,100.0,98.0,98.99,100.0,98.02,98.02,100.0,98.99,97.03,72.0,98.0,98.0,98.02,98.0,74.76,98.0,98.02,97.03,98.02,99.0,97.06,99.01,99.0,98.02,98.02,99.0,99.0,98.02,98.99,98.02,99.0,99.0,98.02,98.02,99.01,99.0,73.0,100.0,99.0,77.55,99.0,98.0,98.99,98.99,97.06,97.03,98.98,98.99,97.98,98.0,98.02,98.0,100.0,98.0,98.0,100.0,98.99,99.0,98.99,98.0,98.0,97.03,98.0,98.0,97.03,98.99,97.98,98.0,96.08,98.0,98.99,98.99,98.0,97.03,98.0,98.99,100.0,99.0,98.02,98.0,98.0,99.0,21.88,96.08,98.99,99.0,98.99,98.0,98.99,98.0,98.02,99.01,100.0,96.04,98.99,97.03,99.0,70.41,98.0,98.99,86.36,98.99,98.0
35,97.06,98.02,99.0,98.02,100.0,99.0,100.0,99.0,98.02,99.0,98.0,98.0,99.0,98.0,98.99,99.0,98.0,100.0,98.99,98.02,99.0,98.02,96.08,55.56,98.0,98.0,96.08,98.99,94.12,98.02,98.99,99.0,98.99,98.02,99.0,100.0,98.0,98.02,98.99,100.0,98.0,98.0,100.0,100.0,98.0,98.99,98.0,98.0,98.0,100.0,99.0,98.99,99.0,99.0,98.0,100.0,99.0,99.0,100.0,99.0,100.0,100.0,99.0,99.0,99.0,99.0,100.0,100.0,99.0,100.0,99.0,98.99,100.0,99.0,100.0,99.0,98.0,97.03,98.0,97.03,98.0,100.0,98.0,95.19,100.0,98.02,98.99,98.99,98.99,98.02,98.0,98.0,98.0,98.0,98.99,98.99,98.0,98.0,98.99,98.99,97.98,98.99,95.15,98.99,98.99,100.0,99.0,98.02,98.0,98.0,98.99,100.0,97.87,98.0,98.0,100.0,98.99,98.99,98.0,98.99,97.03,99.0,97.03,98.02,99.0,98.99,85.71,98.0,98.0,98.0,100.0,98.0,98.99,100.0,98.0,98.0,98.02,98.0,99.0,99.0
36,99.0,99.01,99.0,100.0,98.02,100.0,99.0,100.0,99.0,100.0,97.03,94.37,98.99,98.99,98.02,98.0,97.03,96.08,98.02,98.99,98.02,98.99,98.0,96.97,97.03,97.98,96.04,96.0,68.69,98.99,98.0,99.0,99.0,98.99,98.0,99.0,98.02,98.0,97.03,98.99,98.0,98.99,99.0,97.03,98.0,97.98,97.98,98.98,97.03,98.02,98.99,97.03,98.0,100.0,99.0,99.0,99.0,100.0,99.01,100.0,99.0,99.0,99.01,100.0,100.0,99.0,99.0,99.0,99.0,100.0,100.0,99.0,99.0,99.0,100.0,100.0,98.99,97.03,98.99,98.99,98.0,98.99,98.02,98.99,97.03,96.08,98.99,98.0,99.0,98.0,99.0,97.03,99.0,99.0,98.0,98.99,98.0,98.99,100.0,98.0,99.0,98.99,98.99,99.0,98.99,98.02,97.03,98.99,100.0,98.99,99.0,98.02,98.02,98.99,98.0,98.99,99.0,99.0,98.99,98.02,97.03,98.0,98.99,98.99,97.98,97.03,79.0,98.99,100.0,94.44,88.0,99.0,98.02,98.0,98.99,97.06,98.99,98.99,98.99,98.99
37,98.02,100.0,99.0,97.06,100.0,99.0,99.0,99.0,99.0,99.0,98.98,58.18,97.03,89.23,98.0,98.0,98.0,98.02,100.0,98.0,99.0,100.0,98.0,96.04,98.99,97.0,97.03,65.0,98.98,98.99,98.99,100.0,98.02,99.0,75.76,75.76,98.99,98.99,98.99,98.99,98.99,62.63,99.0,98.99,98.99,98.02,99.0,96.08,98.0,98.0,98.99,100.0,98.99,100.0,98.0,100.0,100.0,99.01,98.02,99.0,99.01,99.0,99.0,99.01,98.02,99.01,99.0,99.0,100.0,100.0,99.0,99.0,98.04,99.01,100.0,98.02,99.0,99.0,99.01,98.02,100.0,99.0,97.03,99.0,98.04,99.0,98.0,99.0,98.99,99.0,98.99,98.0,98.99,98.0,98.99,98.0,100.0,99.0,98.0,99.0,99.0,98.02,100.0,98.0,98.02,98.0,98.99,98.99,98.0,98.0,98.99,98.0,96.08,97.03,99.0,97.03,95.1,80.56,79.75,98.0,98.0,96.97,98.99,98.99,98.0,98.0,98.99,92.31,55.56,78.57,77.78,98.99,98.99,98.0,98.0,97.03,98.99,98.0,98.0,98.0
38,98.02,99.01,100.0,99.0,99.0,100.0,99.0,98.04,99.0,99.0,94.25,98.0,93.24,66.13,98.0,97.75,97.06,96.0,94.12,98.99,100.0,98.02,99.0,98.0,98.0,98.99,74.0,98.98,99.0,96.97,100.0,98.02,75.76,76.53,98.0,98.99,96.0,75.0,99.0,98.0,99.0,98.99,100.0,100.0,79.0,60.2,98.99,98.0,98.99,99.0,96.97,98.02,98.99,99.0,78.0,99.0,100.0,100.0,100.0,99.0,100.0,99.0,99.0,100.0,99.01,98.99,100.0,100.0,98.02,99.01,99.0,100.0,99.0,99.0,99.0,99.0,99.0,97.06,98.99,99.0,99.0,98.99,99.0,98.99,97.03,98.0,98.02,98.99,98.0,98.99,98.99,99.0,98.0,98.0,98.0,99.0,98.0,98.02,98.99,100.0,98.99,98.02,98.99,98.0,97.03,98.99,98.99,98.02,98.0,98.02,98.0,66.27,98.0,100.0,98.99,38.78,61.43,66.67,14.29,100.0,97.98,11.11,63.51,98.0,91.67,68.49,99.0,78.22,95.96,99.0,98.99,98.99,100.0,98.99,100.0,99.0,98.99,98.99,63.16,98.99
39,98.02,100.0,99.0,98.02,99.01,100.0,100.0,99.0,99.0,100.0,0.0,98.99,0.0,98.02,98.61,55.56,100.0,63.0,64.36,73.27,100.0,98.02,98.0,98.0,98.99,98.0,85.15,98.02,95.1,76.0,98.0,100.0,97.98,98.0,98.99,99.0,77.0,97.98,100.0,100.0,100.0,98.0,98.02,98.99,82.47,97.03,98.0,97.98,72.28,61.0,63.37,98.99,98.02,100.0,98.99,99.0,100.0,99.0,100.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0,100.0,99.0,100.0,99.0,99.0,98.99,99.0,99.0,99.0,100.0,98.99,96.08,98.99,98.98,98.0,97.03,97.03,97.03,98.99,98.0,100.0,98.99,100.0,98.99,99.0,98.99,98.99,99.0,99.0,98.99,98.99,98.98,98.0,99.0,98.0,98.99,98.02,99.0,98.0,98.02,98.99,98.0,98.02,97.98,98.99,100.0,99.0,97.0,40.0,98.0,98.44,98.02,98.0,98.0,87.67,98.88,96.88,50.0,69.0,97.92,99.0,100.0,98.02,99.0,100.0,99.0,93.24,50.82,98.99,98.99,65.31,98.99,83.1,80.0
40,100.0,99.0,99.0,99.0,99.0,100.0,99.0,98.02,100.0,100.0,94.12,98.99,89.9,98.99,68.32,80.41,59.41,97.98,97.0,86.6,98.04,62.0,59.41,98.99,74.0,73.74,97.0,98.0,98.99,98.0,71.72,99.0,99.0,100.0,99.0,98.99,98.99,99.0,60.4,61.0,62.38,98.0,100.0,81.0,97.03,98.99,97.98,74.0,86.87,97.03,98.0,98.02,76.53,99.0,98.0,100.0,99.01,100.0,100.0,100.0,100.0,97.06,100.0,99.0,100.0,99.0,99.0,99.0,99.01,100.0,100.0,99.01,100.0,100.0,100.0,98.02,97.98,85.86,86.87,97.98,97.98,97.98,97.0,98.02,97.03,98.0,98.0,98.99,98.0,75.0,98.99,98.99,98.99,98.0,98.0,98.0,98.0,98.0,75.51,97.98,98.99,98.99,98.99,98.99,98.0,98.0,97.03,98.98,98.99,98.99,98.0,98.99,98.0,91.53,97.06,97.0,98.02,98.99,99.0,98.99,2.86,98.02,100.0,86.36,98.99,98.0,100.0,99.0,100.0,98.99,98.02,63.64,60.29,83.33,73.17,50.0,83.1,93.48,98.0,66.67
41,98.02,64.0,68.32,67.33,68.37,60.0,61.0,56.57,64.0,64.0,100.0,99.0,98.0,98.0,98.99,98.02,100.0,98.02,98.02,99.0,66.67,98.0,98.99,98.99,83.0,84.0,98.0,99.0,98.0,97.03,98.99,69.0,98.02,98.99,98.0,99.0,99.0,99.0,98.99,98.99,97.0,98.99,74.49,79.0,97.98,98.99,73.27,84.0,98.0,100.0,97.98,68.37,97.03,73.0,98.99,71.43,73.74,73.27,75.76,74.0,71.0,64.0,66.0,67.68,67.0,65.66,61.62,59.6,60.61,64.0,67.0,67.35,69.0,100.0,74.75,74.75,77.55,87.88,87.0,76.77,74.75,76.0,76.77,73.74,75.76,76.77,75.76,75.0,75.76,97.03,75.76,75.0,74.0,75.76,76.53,73.27,72.73,72.0,98.02,74.0,74.26,75.51,74.75,74.0,74.0,74.0,75.76,75.25,76.0,74.0,75.25,96.08,50.88,79.8,98.99,99.0,98.0,99.0,99.0,38.64,100.0,97.98,99.01,98.99,99.0,100.0,99.0,99.0,97.06,98.02,100.0,96.0,99.0,98.99,68.75,90.1,98.99,15.15,98.02,98.02
42,66.67,99.0,100.0,100.0,98.0,99.0,99.0,97.06,99.0,98.02,99.0,97.03,98.99,98.02,98.99,99.0,98.0,98.99,98.98,98.0,99.0,100.0,98.0,99.0,98.0,97.0,97.03,98.99,97.03,98.99,97.03,100.0,98.0,98.99,100.0,99.0,98.0,98.0,98.99,98.0,98.99,99.0,99.0,98.98,99.0,98.0,83.67,97.98,98.0,98.0,98.99,98.0,98.99,99.0,99.0,99.0,99.0,100.0,98.02,99.0,100.0,100.0,98.02,98.02,99.0,98.02,98.02,100.0,98.99,100.0,97.06,99.0,100.0,73.27,99.0,99.0,91.09,100.0,100.0,99.0,99.0,99.0,96.12,99.0,98.02,98.0,100.0,98.02,98.0,98.99,98.99,98.0,98.99,98.0,98.99,98.99,98.99,98.0,98.99,98.99,100.0,99.0,98.0,98.0,98.99,100.0,98.99,98.99,97.98,97.98,98.0,98.0,96.74,98.0,99.0,98.99,98.02,98.0,97.03,96.05,98.0,99.0,98.0,99.0,98.0,98.02,77.78,98.0,98.99,99.0,98.02,98.99,98.99,98.0,98.02,98.0,98.02,94.95,100.0,98.0
43,97.03,100.0,100.0,98.02,99.01,100.0,100.0,99.0,100.0,99.0,98.0,85.86,97.06,100.0,98.99,98.99,99.0,98.99,96.08,98.99,99.0,99.0,97.03,61.86,98.0,98.0,97.03,98.0,84.0,99.0,98.02,99.0,100.0,98.02,98.0,98.98,99.0,100.0,98.99,99.0,98.99,100.0,99.0,99.0,97.98,98.0,98.0,98.0,100.0,100.0,98.99,97.03,99.0,100.0,98.0,99.0,100.0,99.01,99.0,98.02,99.01,98.02,100.0,100.0,98.02,100.0,99.01,100.0,99.01,99.0,99.0,99.0,100.0,100.0,100.0,99.0,99.0,98.0,98.0,98.0,97.0,98.0,98.0,97.03,98.02,97.03,97.03,98.99,98.99,98.0,98.0,98.99,98.99,98.02,98.02,98.0,98.99,98.99,98.0,98.0,98.0,98.0,98.0,98.99,98.0,97.0,98.99,98.99,98.99,97.06,98.0,97.03,97.89,100.0,97.06,99.0,97.03,98.99,98.99,98.0,98.99,98.0,100.0,99.0,98.0,100.0,98.99,98.02,97.03,77.55,78.57,97.06,100.0,98.99,97.03,99.0,98.99,99.0,98.99,98.0
44,100.0,99.0,98.02,100.0,98.02,99.01,99.0,100.0,98.02,100.0,98.99,87.88,98.99,91.0,97.03,98.0,98.0,98.0,98.02,99.0,100.0,98.0,98.0,98.99,98.99,98.0,98.0,62.0,77.78,98.99,96.08,99.0,95.15,97.03,75.0,75.0,98.99,97.03,98.0,98.99,97.03,97.3,99.0,98.0,98.02,98.98,98.0,98.99,96.08,99.0,98.0,99.0,98.0,100.0,98.0,99.01,99.0,100.0,100.0,100.0,99.0,100.0,99.0,100.0,99.0,100.0,100.0,99.0,99.0,100.0,100.0,99.01,99.0,100.0,99.0,100.0,95.15,98.02,98.99,97.03,98.99,98.0,98.99,99.0,98.0,98.02,98.02,98.99,98.99,98.0,99.0,98.02,99.0,98.0,98.99,99.0,98.99,98.0,99.0,100.0,98.0,98.99,99.0,99.0,98.02,98.99,98.02,98.02,98.0,98.99,100.0,97.98,98.0,98.0,98.0,96.08,98.99,97.03,98.0,97.03,98.0,97.0,97.03,98.0,98.0,98.99,99.0,78.57,77.78,99.0,97.03,98.0,98.99,98.02,98.0,98.02,98.02,99.0,98.02,98.99
45,98.02,99.0,99.0,100.0,99.0,100.0,99.0,98.99,98.02,100.0,98.02,98.0,97.03,84.85,98.99,99.0,98.0,91.89,97.06,98.0,99.0,98.99,97.03,96.08,97.0,98.99,99.0,97.0,98.0,94.29,98.0,99.01,74.0,76.24,98.0,98.0,97.98,98.59,99.0,98.0,97.06,60.4,99.0,98.99,93.33,97.96,98.99,97.03,98.0,98.0,97.0,98.0,97.0,99.0,94.85,100.0,99.0,99.01,99.0,100.0,99.0,99.0,99.0,99.0,98.02,97.06,98.02,99.0,98.02,99.0,98.02,100.0,99.0,100.0,99.0,100.0,98.0,98.99,98.0,98.99,98.02,98.99,98.02,98.99,98.99,97.98,98.99,97.03,97.03,99.0,98.0,98.99,98.0,98.99,98.0,98.0,98.99,99.0,98.0,97.03,98.99,98.99,98.0,98.99,98.99,98.02,98.99,98.99,98.02,98.99,98.02,97.03,98.99,100.0,97.03,97.03,97.03,73.74,71.57,98.99,99.0,73.47,98.99,98.0,77.78,99.0,98.99,98.99,98.99,98.0,98.99,98.99,100.0,98.0,98.0,100.0,98.0,98.0,74.0,97.0
