stat_bytes_avail,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
65,694905884672,694258061312,702532550656,715878236160,697731371008,672392015872,769111662592,673722601472,704663846912,664924565504,742605828096,709406093312,716831711232,663820324864,645728563200,732050206720,708794601472,736337743872,657499189248,698337574912,714251612160,711998730240,677292875776,669271855104,710211923968,728536887296,702580076544,622183059456,723148042240,682165485568,729979551744,725084139520,698204123136,681430736896,692032471040,705327341568,712488611840,653073125376,657178603520,735388864512
66,694905884672,694258061312,702532550656,715878236160,697731371008,672392015872,769111662592,673733984256,704663846912,664923512832,742605828096,709406121984,716831711232,663820324864,645728600064,732050206720,708794601472,736337743872,657499189248,698337574912,714251612160,711998730240,677292875776,669271855104,710211923968,728536887296,702580076544,622183059456,723148042240,682165485568,729979551744,725084139520,698204123136,681430736896,692032471040,705327341568,712488611840,653073125376,657178603520,735388864512
67,694905884672,694258061312,702528356352,715878236160,697731371008,672390963200,769111662592,673733984256,704663846912,664923512832,742604775424,709406121984,716831711232,663820324864,645728600064,732050206720,708794601472,736337743872,657499189248,698337574912,714251612160,711998730240,677292875776,669278490624,710211923968,728536887296,702580076544,622183059456,723148042240,682165485568,729986203648,725084139520,698204123136,681430736896,692032471040,705327341568,712488611840,653073125376,657178603520,735388864512
68,694905884672,694258061312,702528356352,715884888064,697731371008,672390963200,769111662592,673733984256,704663846912,664923512832,742604775424,709406121984,716831711232,663820324864,645728600064,732050206720,708794601472,736337743872,657499226112,698335449088,714251612160,711998730240,677292875776,669278490624,710210170880,728536887296,702580076544,622189858816,723148042240,682165485568,729986203648,725084139520,698204123136,681435684864,692032471040,705327341568,712487583744,653073125376,657178603520,735388864512
69,694905884672,694253830144,702528356352,715884888064,697731371008,672390963200,769111662592,673733984256,704670920704,664923512832,742604775424,709406121984,716831711232,663820324864,645728600064,732050235392,708794601472,736337743872,657499226112,698335449088,714251612160,711998730240,677292875776,669278490624,710210170880,728532656128,702580076544,622189858816,723148042240,682165485568,729985658880,725084176384,698204123136,681435684864,692031422464,705327341568,712487583744,653073125376,657178603520,735388864512
70,694905884672,694253830144,702528356352,715884888064,697731371008,672390963200,769111662592,673733984256,704670486528,664923512832,742604775424,709406121984,716831711232,663820324864,645728600064,732050235392,708794601472,736337743872,657499226112,698335449088,714251612160,711998730240,677292875776,669278490624,710210170880,728532656128,702580076544,622189858816,723148042240,682165485568,729985658880,725084176384,698204123136,681435684864,692031422464,705327341568,712487583744,653073125376,657178603520,735388864512
71,694905884672,694253830144,702528356352,715884888064,697729245184,672390963200,769111662592,673731887104,704670486528,664923512832,742604775424,709406121984,716831711232,663820324864,645728600064,732050235392,708794601472,736337743872,657499226112,698335449088,714251612160,711997702144,677292875776,669278490624,710210170880,728532656128,702580076544,622189858816,723148042240,682165485568,729985658880,725084176384,698204123136,681435684864,692031422464,705323110400,712487583744,653071028224,657178603520,735388864512
72,694905884672,694253830144,702528356352,715884888064,697729245184,672390987776,769111662592,673731887104,704669982720,664923512832,742604800000,709406121984,716831711232,663820324864,645728600064,732050235392,708794630144,736337743872,657499226112,698335449088,714251612160,711997702144,677292875776,669277966336,710210170880,728532656128,702580076544,622189858816,723148042240,682165485568,729985658880,725084176384,698204123136,681435709440,692031422464,705323110400,712487583744,653071028224,657178603520,735386738688
73,694905884672,694253830144,702528356352,715884343296,697729245184,672390987776,769111662592,673731887104,704669982720,664923512832,742604800000,709406121984,716831711232,663820324864,645728600064,732050235392,708794630144,736337743872,657499226112,698335477760,714251612160,711997702144,677292875776,669277966336,710223695872,728532656128,702580076544,622188830720,723148042240,682165485568,729985658880,725084176384,698204123136,681435709440,692031422464,705323110400,712487583744,653071028224,657178603520,735386738688
74,694905884672,694253867008,702528356352,715883315200,697729245184,672390987776,769111662592,673731887104,704669982720,664921407488,742604800000,709406121984,716831711232,663820324864,645728600064,732050235392,708794630144,736337743872,657499226112,698335477760,714251612160,711997702144,677298982912,669277966336,710223695872,728532656128,702580076544,622188830720,723148042240,682165485568,729985658880,725084176384,698204123136,681435709440,692031422464,705323147264,712487583744,653071028224,657178603520,735386738688
75,694903787520,694253867008,702528356352,715883315200,697729245184,672390987776,769111662592,673731887104,704669982720,664921407488,742604800000,709406121984,716831711232,663820959744,645728600064,732050235392,708794630144,736344797184,657499226112,698335477760,714251612160,711997702144,677298982912,669277966336,710223695872,728532656128,702580076544,622188830720,723148042240,682165485568,729985658880,725084176384,698204123136,681435709440,692031422464,705323147264,712487583744,653071028224,657178603520,735386738688
76,694903787520,694253867008,702528356352,715883315200,697729273856,672390987776,769111662592,673731887104,704669982720,664921407488,742604800000,709406121984,716831711232,663820959744,645728600064,732050235392,708794630144,736344797184,657499226112,698335477760,714251612160,711997702144,677298982912,669277966336,710223695872,728532656128,702580076544,622188830720,723143811072,682165485568,729985658880,725084176384,698204123136,681435709440,692031422464,705323147264,712487583744,653071028224,657178603520,735386738688
77,694903787520,694253867008,702528356352,715883315200,697729273856,672390987776,769111662592,673731887104,704668909568,664921407488,742604800000,709406121984,716831711232,663820959744,645728600064,732050235392,708794630144,736344797184,657499226112,698335477760,714251612160,711995604992,677298982912,669276913664,710223695872,728532656128,702580076544,622188830720,723143811072,682165485568,729984606208,725084176384,698204123136,681433612288,692031422464,705323147264,712487583744,653071028224,657178603520,735386767360
78,694903787520,694253867008,702528356352,715883315200,697729273856,672388861952,769111662592,673731887104,704668909568,664921407488,742604800000,709406121984,716831711232,663820959744,645728600064,732050235392,708794630144,736344797184,657499226112,698335477760,714251612160,711995604992,677298982912,669276913664,710222643200,728532692992,702580076544,622188830720,723143811072,682161254400,729984606208,725084176384,698204123136,681433612288,692029296640,705323147264,712487583744,653071028224,657178603520,735386767360
79,694903787520,694253867008,702528356352,715883315200,697729273856,672388861952,769111662592,673731887104,704668909568,664921407488,742602702848,709406121984,716831711232,663820959744,645728600064,732050235392,708794630144,736344797184,657499226112,698335477760,714251612160,711995604992,677297930240,669276913664,710222643200,728532692992,702580076544,622188830720,723143811072,682161254400,729984606208,725084176384,698204123136,681433612288,692029296640,705323147264,712485486592,653071028224,657178603520,735386767360
80,694903787520,694253867008,702528356352,715883315200,697729273856,672388861952,769111662592,673731887104,704668909568,664921440256,742602702848,709406121984,716831711232,663831769088,645728600064,732050235392,708794630144,736344797184,657499226112,698335477760,714251612160,711995604992,677297930240,669276913664,710222643200,728532692992,702580076544,622188830720,723143811072,682161254400,729984606208,725084176384,698214838272,681433612288,692029325312,705323147264,712485486592,653071028224,657178603520,735386767360
81,694903787520,694253867008,702528356352,715883315200,697729273856,672388861952,769111662592,673731887104,704668909568,664921440256,742602702848,709406121984,716831711232,663831769088,645728600064,732050235392,708794630144,736343851008,657499226112,698335477760,714247380992,711995604992,677297930240,669276913664,710222643200,728532692992,702580076544,622186704896,723143811072,682161254400,729984606208,725084176384,698214838272,681433612288,692029325312,705323147264,712485486592,653071028224,657184722944,735386767360
82,694903787520,694253867008,702528356352,715883315200,697729273856,672388861952,769111662592,673731887104,704668909568,664921440256,742602702848,709401890816,716831711232,663830695936,645728600064,732050235392,708790398976,736343851008,657498394624,698335477760,714247380992,711995604992,677297930240,669276913664,710222643200,728532692992,702580076544,622186704896,723143811072,682161254400,729984630784,725084176384,698214838272,681433612288,692029325312,705323147264,712485486592,653071028224,657184722944,735386767360
83,694903787520,694253867008,702528356352,715883315200,697729273856,672388890624,769111662592,673731887104,704668909568,664921440256,742602702848,709401890816,716827480064,663830695936,645735239680,732050235392,708790398976,736343851008,657498394624,698335477760,714247380992,711995604992,677297930240,669276938240,710222643200,728532692992,702580076544,622186704896,723143847936,682161254400,729984630784,725084176384,698214838272,681433612288,692029325312,705323147264,712485486592,653071028224,657184722944,735386767360
