subop_w_latency,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
168,0.002,0.002,0.133,0.002,0.002,0.002,0.002,0,0.002,0.003,0.002,2.037,0.002,0.002,0.002,4.494,0.002,0.002,0.002,0.002,0,0.002,0.002,1.347,0.002,0.002,0.002,0.184,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.112,0.002,0.002,0.002
169,0.002,0.002,0.45,0.002,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0.003,0.002,0.002,2.131,0.002,0.002,0.002,0.002,0,0.001,0.001,0.006,0,0.001,0.002,0.213,0,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.001
170,0.003,0.002,0.994,0.114,0.002,0.003,0.002,0,0.002,0.003,0.002,0.002,0,0.002,0.003,0.002,0,0.002,0.002,0.001,0,0.001,0.002,0.002,0,0.002,0.002,0.002,2.165,0.002,0.004,0.003,0.913,0.003,0.002,0.002,0.957,0.003,0.003,0.004
171,0.002,0.002,0.001,0,0.002,0.002,0.001,3.633,0.002,0.002,0.001,0.001,0,0.002,0.002,0.001,0,0.001,0.001,0.001,1.912,0.003,0.003,0.004,2.016,0.002,0.002,0.002,0.713,0.002,0.002,0.001,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002
172,0.002,0.002,0.002,0,0.002,0.002,0.002,0,0.002,0.004,0.002,0.002,0,0.002,0.002,0.002,1.458,0.002,0.002,0.002,0.002,0.003,0.006,0.004,1.004,0.002,0.002,0.004,0.05,0.003,0.002,0.002,1.487,0.002,0.002,0.002,0.002,0.037,0.003,0.002
173,0.003,0.003,0.003,0.915,0.002,0.004,0.002,2.72,0,0.004,0.002,0.003,2.949,0.002,0.002,0.002,0,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.003,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0,0.002,0.001
174,0.002,0.001,0.056,0.003,0.002,0.003,0.002,0.01,0,0.003,0.001,0.002,3.491,0.001,0.002,0.001,2.124,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.001,0.002,0.002,0.001,0.001,0.002,0,0.002,0.002,0.002,0.951,0.002,0.002
175,0.002,0.003,0.003,0.003,0.002,0.003,0.002,0.003,0,0.002,0.002,0.003,4.124,0.003,0.002,0.002,2.579,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0,0.002,0.003,0.002,0,0.002,0.001
176,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002,3.382,0.003,0.003,0.005,1.931,0.005,0.005,0.003,1.149,0.003,0.003,0.003,0.002,0,0.002,0.002,0.002,0.078,0.002,0.002,0.002,0,0.002,0.002,0.002,2.434,0.002,0.002,0.002,1.855,0.003,0.002
177,0.004,0.003,0.004,0.003,0.71,0.003,0.003,0.002,1.468,0.004,0.002,0.002,0.002,0.002,0.004,0.002,0.002,0,0.002,0.003,0.001,0,0.001,0.001,0.002,0.001,0.001,0.001,0.002,0,0.002,0.002,0.003,1.465,0.002,0.002,0.002,0.192,0.003,0.002
178,0.002,0.001,0.002,0.002,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0,0.003,0.002,0.002,0.99,0.002,0.002,0.005,3.201,0.004,0.005,0.003,0.002,0.002,0.003,0.004,3.188,0.002,0.002,0.002,0,0.001,0.002,0.002,0.165,0.002,0.001
179,0.003,0.003,0.004,0.004,3.398,0.005,0.002,0.003,0.002,0.003,0.003,0.003,0.003,0,0.005,0.002,0.002,0.003,0.004,0.002,0.002,2.261,0.002,0.002,0.003,0.002,0.002,0.001,0.003,0,0.002,0.002,0.002,2.857,0.003,0.003,0.003,0.004,0.003,0.002
180,0,0.002,0.002,0.002,2.81,0.002,0.003,0.001,0.002,0.003,0.001,0.002,0.001,0,0.002,0.002,0.002,0.002,0.004,0.002,0.003,0.505,0.003,0.003,0.003,0.001,0.002,0.002,0.003,3.827,0.005,0.002,0.003,3.309,0.002,0.003,0.003,0.003,0.004,0.002
181,0,0.002,0.003,0.003,1.957,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.002,0.308,0.003,0.004,0.005,1.727,0.002,0.002,0.002,0.343,0.002,0.003,0.003,0.003,0.003,0.002
182,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.287,0.002,0.002,0.003,6.0,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.115,0,0.001,0.001,0.001,0,0.001,0.001,0.002,0,0.001
183,0,0.002,0.002,0.002,0.002,0.02,0.002,0.002,0.002,0.631,0.002,0.002,0.003,2.561,0.003,0.003,0.002,0.002,0.002,0.002,0.001,0.002,0.001,0.002,0.002,0.001,0,0.001,0.003,0.002,1.471,0.001,0.001,0.002,0,0.001,0.001,0.001,0,0.001
184,4.983,0.002,0.002,0.002,0.003,1.2,0.001,0.002,0.002,0.418,0.002,0.002,0.003,0.002,0.003,0.001,0.002,0.002,0.002,0.003,0,0.001,0,0.003,0,0.001,0,0.001,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001
185,0,0.002,0.001,0.002,0.001,0.399,0.002,0.001,0.001,0.627,0.001,0.001,0.001,0.001,0.001,0,0.002,0,0.001,0,0.002,0.002,0.808,0.002,0.002,0.002,0,0.002,0.002,0.002,0,0,0.001,0.001,3.778,0.001,0.001,0.002,0,0.001
186,3.211,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.002,0.001,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.416,0.001,0.002,0.002,0,0.002,0.002,0.002,1.972,0.002,0.002,0.002,3.3,0.002,0.002,0.002,4.251,0.002
187,0.003,0.008,0.002,0.003,0.002,0,0.002,0.002,0.002,0.002,0,0.002,0.002,0.002,0,0.001,0.002,0.003,0,0.003,0.001,0.001,0,0.002,0.002,0.001,2.516,0.001,0.002,0.002,0.002,0.002,0.002,0.003,1.619,0,0.002,0.003,2.782,0.003
188,0.003,0.002,0.003,0.002,0.003,0.931,0.003,0.002,0.002,0.004,1.155,0.001,0.002,0.002,0,0.001,0.001,0.002,1.281,0.001,0.002,0.003,0,0.003,0.006,0.002,1.719,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.002,0,0.002,0.002,0.235,0.025
189,0.005,0.005,0.004,0.003,0.003,0.004,0.533,0.004,0.003,0.005,0.377,0.003,0.002,0.003,2.307,0.002,0.002,0.003,0,0.002,0.003,0.002,2.244,0.004,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.011,0.002,0,0.003,0.003,0.003,0
190,0.003,0.002,0.003,0.003,0.003,0.002,0,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0,0.002,0.001,0.001,0,0,0.001,0.002,0.013,0,0.002,0.001,0.002,0,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0,0.003,0.002,0.002,1.235
191,0,0.002,0,0.002,0.004,0.003,0,0.002,0.005,0.008,0,0,0.001,0.001,0,0.003,0.002,0.002,0,0,0.002,0.003,0.004,1.667,0.005,0.002,0.002,0,0.002,0.003,0,0,0,0,0,0,0,0.002,0,0
192,0.009,0.056,0.009,0.081,0.013,0.01,1.66,0.013,0.008,0.035,0.002,0.003,0.003,0.003,1.998,0.002,0.002,0.002,0,0,0.002,0.002,0.002,0,0.002,0.002,0.002,2.68,0.002,0.002,0.002,0.003,0.003,0.003,0.002,2.349,0.003,0.004,0.003,0.003
193,0.002,0.003,0,0.002,0.002,0.004,0.003,0.002,0.003,0.003,0.002,0.497,0.002,0.002,0.002,0.002,0.002,0.002,2.623,0,0.001,0.002,0.002,0,0.001,0.001,0.001,0,0.001,0.001,0,0,0.001,0.002,0.007,0.003,0,0.004,0.004,0.002
194,0.003,0.002,0,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0,0.003,0.002,0.003,0.013,0.002,0.002,0.001,0,0.002,0.001,0.002,0,0.002,0.001,0.001,5.216,0.001,0.001,0.001,1.324,0.003,0.002,0.003,0.004,2.238,0.002,0.002,0.002
195,0.002,0.003,2.689,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.001,0,0.002,0.002,0.001,0.008,0.002,0.001,0.002,0,0.001,0.002,0.002,5.546,0.002,0.002,0.002,3.541,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,2.051,0.002,0.003,0.002
196,0.004,0.003,0,0.003,0.002,0.003,0.002,0.002,0.003,0.002,0.003,1.314,0.003,0.003,0.003,0.002,0.004,0.002,0.002,3.598,0,0.002,0.002,1.91,0.073,0.002,0.002,4.123,0.002,0.002,0.003,0.002,0.002,0.004,0.003,0.002,0.414,0.002,0.003,0.002
197,0.009,0.008,1.555,0.005,0.003,0.007,0.002,0.003,0.006,0.006,0.002,0.002,0.003,0.003,0.004,0.002,0.002,0.003,0.003,0.019,0,0.002,0.002,0.003,0,0.002,0.002,1.128,0.002,0.002,0.002,0.001,0,0.002,0.002,0.002,0.304,0.006,0.005,0.002
198,0.002,0.002,0.002,1.137,0.002,0.002,0.002,0,0.002,0.002,0.001,0.004,0.951,0.002,0.002,0.005,0.002,0.003,0.002,0.003,0,0.002,0.002,0.002,0,0.002,0.002,0.241,0.732,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0.002,0.002,0.001
199,0.003,0.002,0.002,0,0.002,0.002,0.002,0,0.002,0.002,0.001,0.002,0.132,0.002,0.001,0.002,0.015,0.002,0.001,0.002,2.782,0.002,0.002,0.003,0,0.002,0.002,0.002,0,0.002,0.002,0.002,0,0.001,0,0,0,0.001,0.003,0.001
200,0.003,0.002,0.003,0,0.002,0.002,0.002,2.352,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0,0.002,0.002,0.002,0.28,0.002,0.004,0.005,4.14,0.002,0.002,0.003,0,0.003,0.001,0.002,4.401,0.001,0.002,0.002,0.002,0.002,0.002,0.002
201,0.006,0.003,0.003,2.509,0.004,0.004,0.003,0.372,0.004,0.005,0.002,0.002,0.002,0.003,0.003,0.002,0,0.002,0.002,0.002,0.004,0.003,0.003,0.004,2.382,0.003,0.002,0.005,1.973,0.003,0.002,0.002,2.508,0.002,0.003,0.003,0.003,0,0.003,0.002
202,0.004,0.003,0.003,0.672,0.003,0.006,0.003,0.003,0.921,0.007,0.002,0.003,0.707,0.004,0.003,0.003,0.534,0.003,0.003,0.002,0.003,0.002,0.003,0.004,0.25,0.002,0.003,0.003,0.8,0.004,0.002,0.002,0.002,0,0.002,0.002,0.002,0,0.002,0.002
203,0.003,0.002,0.002,0.003,0.002,0.005,0.002,0.002,0,0.004,0.002,0.004,0.046,0.004,0.004,0.005,0.003,0.004,0.008,0.005,0.002,0,0.006,0.005,0.011,0,0.004,0.006,0.004,0.005,0.001,0.001,0.002,2.209,0.001,0.002,0.003,0,0.003,0.002
204,0.003,0.003,0.003,0.003,0,0.004,0.002,0.004,2.172,0.003,0.002,0.005,0.005,0.003,0.005,0.001,0.004,0.002,0,0.001,0.002,0.485,0.002,0.003,0.002,0.412,0.002,0.003,0.002,0.755,0.002,0.002,0.003,3.127,0.004,0.003,0.002,0,0.005,0.002
205,0.003,0.002,0.003,0.002,0,0.002,0.002,0.003,0.24,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.004,0.554,0.003,0.005,0.009,0.005,0.003,0.004,0.005,0.392,0.001,0.001,0.001,0,0.002,0.002,0.003,0,0.014,0.002
206,0.007,0.003,0.005,0.005,0,0.009,0.004,0.018,0.015,0.012,0.003,0.001,0.004,0.005,0.008,0.014,0.003,0.001,0.004,0.002,0.002,0,0.001,0.006,0.003,0.002,0.002,0.002,0.002,0,0.001,0.002,0.002,0,0.002,0.002,0.002,4.261,0.004,0.002
207,0.002,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.001,2.388,0.002,0.002,0.004,0.001,0.002,0.002,0.003,0,0.002,0.002,0.002,3.526,0.002,0.002,0.002,1.08,0.002,0.002
208,0,0.002,0.004,0.004,0,0.005,0.002,0.003,0.002,0,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0,0.001,0.002,0.002,0.001,0.002,0.001,0.002,1.709,0.002,0.002,0.002,0,0.001,0.001,0.002,0.002,0,0.001
209,0,0.003,0.002,0.003,2.86,0.003,0.003,0.003,0.003,0,0.002,0.002,0.003,2.657,0.003,0.003,0.002,0.003,0.002,0.003,0.003,1.936,0.002,0.003,0.004,0.002,0.002,0.003,0.003,0.736,0.001,0.001,0.002,0.281,0.001,0.001,0.002,0.002,0,0.002
210,2.151,0.002,0.002,0.002,0.002,0.016,0.002,0.002,0.002,0,0.002,0.002,0.002,0,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0,0.001
211,2.23,0.002,0.002,0,0.001,0.003,0.002,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.002,0.001,0.01,0.001,0.002,0.001,0,0.001,0.001,0.002,0.001,0.001,0.002,0.001,0,0.001
212,5.148,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,2.745,0.001,0.006,0.002,0,0.002,0.002,0.002,0.002,1.764,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,1.936,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0,0.001
213,3.605,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.084,0.002,0.003,0.003,3.707,0.003,0.002,0.002,0.003,0,0.002,0.002,0.002,0,0.002,0.002,0.002,0.129,0.002,0.002,0.002,0.152,0.002,0.002,0.004,0.018,0.002,0.003,0.002,3.734,0.002
214,0.84,0.002,0.002,0.003,0.002,0,0.002,0.002,0.004,0.003,0.002,0.002,0.002,0.019,0.003,0.002,0.002,0.002,1.035,0.002,0.003,0.002,0,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.117,0.002,0.006,0.821,1.303
215,0.002,0.747,0.003,0.002,0.002,0,0.002,0.002,0.002,0.003,0.001,0.002,0.002,0.002,1.53,0.002,0.002,0.002,0.002,0.002,0.003,0.003,2.253,0.004,0.005,0.003,0.002,0.002,0.004,0.004,0.002,0.002,0.002,0.003,0.002,0.616,0.002,0.004,0.002,0
216,0.004,0.131,0.004,0.004,0.004,0,0.002,0.005,0.004,0.006,0.018,0.004,0.003,0.004,0,0.003,0.002,0.004,0.003,0.002,0.002,0.002,0,0,0.003,0.001,0.19,0.003,0.002,0.003,0.002,0.001,0.002,0.003,0.003,0.02,0.002,0.002,0.002,2.191
217,0.003,0.002,0.003,0.003,0.003,2.181,0.002,0.002,0.003,0.004,0.004,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0.126,0.003,0.002,1.181,0,0.002,0.002,0.002,0,0.002,0.002,0.002,0.674,0.002,0.004,0.004,0.002,0.002,0.003,0.005,0.005
218,0.004,0.518,0.006,0.003,0.003,0.096,0,0.003,0.003,0.003,0.002,0.002,0.003,0.004,0,0.002,0.002,0.003,0.002,0.002,0.001,0.002,0.002,2.927,0.002,0.002,0.002,1.246,0.002,0.002,0.002,0,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.001
219,0.003,0.002,0.002,0.002,0.002,0.003,1.026,0.002,0.002,0.002,0.001,0,0.003,0.002,3.632,0.002,0.002,0.003,0.003,0.002,0.003,0.002,0.002,3.213,0.002,0.002,0.002,0.107,0.002,0.003,0.001,2.346,0.001,0.002,0.001,0.211,0.002,0.002,0.002,0.001
220,0.009,0.009,0.005,0.005,0.004,0.005,0.003,0.018,0.004,0.006,0.002,0,0.003,0.002,2.893,0.217,0.003,0.004,0.003,0.003,0.001,0.001,0.002,0,0.003,0.002,0.002,0,0.003,0.003,0.002,0,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002
221,0.002,0.002,0,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.001,0,0.002,0.002,0.054,0.002,0.002,0.002,0.002,0,0.001,0.001,0.002,0,0.002,0.002,0.001,0,0.002,0.001,0,4.13,0.003,0.001,0.001,0,0.002,0,0,0.003
222,0.003,0.002,0.988,0.003,0.004,0.003,0.002,0.002,0.003,0.004,0.002,0,0.002,0.002,0.002,0.002,0.003,0.002,0.002,1.337,0.002,0.002,0.002,3.655,0.002,0.002,0.003,1.607,0.002,0.002,0.002,2.632,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.002
223,0.003,0.002,0.053,0.003,0.002,0.003,0.002,0.839,0.003,0.003,0.001,0,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0,0.002,0.002,0.002,0.096,0.003,0.002,0.006,0.574,0.119,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0,0.002,0.002,0.002
224,0.004,0.002,0.006,0.003,0.002,0.003,0.002,0.581,0.003,0.005,0.003,2.608,0.002,0.003,0.004,0.003,0.002,0.003,0.002,0.783,0.266,0.002,0.002,0.002,0,0.001,0.002,0.004,0.344,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.874,0.002,0.002,0.001
225,0.002,0.002,0.002,0,0.001,0.002,0.002,0,0.002,0.002,0.001,0.002,0,0.006,0.002,0.002,0,0.002,0.002,0.001,0.001,0.002,0.001,0.001,0,0.002,0.001,0.001,0,0.001,0.001,0,0,0.007,0.002,0.002,0.056,0.003,0.005,0.003
226,0.002,0.001,0.003,0,0.002,0.002,0.002,0,0.002,0.002,0.001,0.001,1.778,0.001,0.001,0.002,0,0.001,0.001,0.001,0.176,0.002,0.003,0.008,2.388,0.002,0.002,0.003,0.785,0.003,0.003,0.003,2.2,0.003,0.004,0.005,0.004,0.005,0.008,0.002
227,0.004,0.008,0.004,2.561,0.003,0.005,0.002,1.756,0.002,0.004,0.002,0.002,2.129,0.003,0.012,0.002,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,1.252,0.002,0.002,0.002,0.002,0.002,0.002,0.002,1.607,0.003,0.002,0.003,0.003,0.002,0.003,0.002
228,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0,0.002,0.002,0.002,0,0.002,0.003,0.002,1.558,0.003,0.002,0.004,0.003,0.003,0.003,0.003,0.846,0.002,0.003,0.003,0.002,0.003,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0,0.002,0.002
229,0.003,0.002,0.003,1.117,0.003,0.003,0.003,0.002,1.603,0.005,0.002,0.002,0,0.002,0.003,0.003,0.002,0.002,0.002,0.002,0.001,0,0.001,0,0,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0.002,0,0.001,0.001,0.002,0,0.002,0.001
230,0,0.002,0,0,0.003,0.003,0,0,0,0,0.001,0.001,0,0.001,0.002,0.001,0.001,0.003,0.002,0.017,0.002,0.003,0.004,0.004,0.007,0.002,0.003,0.004,0.003,0.005,0.002,0.002,0.002,0,0.002,0.003,0.004,0,0.002,0.002
231,0.003,0.002,0.003,0.004,0.003,0.003,0.003,0.003,2.33,0.004,0.003,0.003,3.263,0.005,0.004,0.003,0.003,0.003,0.003,0.003,0.002,0.77,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.001,0.001,0.002,0,0.002,0.002,0.002,2.795,0.002,0.001
232,0.003,0.003,0.002,0.003,0.86,0.002,0.002,0.003,0.389,0.002,0.002,0.002,0.072,0.002,0.003,0.002,0.002,0,0.002,0.003,0.002,1.061,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0,0.001,0.002,0.002,3.068,0.001,0.002,0.002,0,0.002,0.001
233,0.004,0.003,0.003,0.004,1.974,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.001,0.002,0.003,0.002,1.575,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0,0.002,0.001,0.002,3.342,0.001,0.002,0.001,0,0.002,0.001
234,0.002,0.002,0.002,0.003,0,0.002,0.002,0.002,0.002,0.003,0.001,0.002,0.002,0,0.002,0.002,0.002,0.243,0.002,0.002,0.002,0.806,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0,0.002,0.002,0.002,0,0.003,0.002,0.003,3.839,0.002,0.002
235,0.002,0.002,0.003,0.002,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0,0.002,0.002,0.002,0.038,0.002,0.002,0.002,0,0.002,0.003,0.002,0.038,0.002,0.003,0.004,2.244,0.002,0.001,0.002,5.21,0.002,0.002,0.002,1.498,1.148,0.002
236,0.005,0.002,0.003,0.002,2.225,0.004,0.002,0.002,0.003,0.003,0.002,0.003,0.002,1.561,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0,0.001,0.002,0.001,0.001,0.002,0.001,0.002,0,0.001,0.002,0.001,0,0.002,0.001,0.002,0.001,0,0.001
237,0.357,0.002,0.001,0.003,0.002,0.002,0.001,0.001,0.001,0,0.002,0.003,0.003,0.178,0.002,0.002,0.003,0.002,0.001,0.002,0.003,1.22,0.003,0.003,0.003,0.002,0.003,0.002,0.003,1.313,0.001,0.001,0.001,0,0,0.001,0.002,0.001,0,0.001
238,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0,0.002,0.002,0.003,0,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0,0.001,0.002,0.002,0.001,0.001,0.001,0.001,0.002,0.002,0.002,3.997,0,0.002,0.003,0.002,0,0.002
239,0,0.001,0.002,0.001,0.001,0.899,0.001,0.001,0.002,0,0.002,0.002,0.001,2.566,0.001,0.001,0.002,0.003,0,0.001,0.002,0.002,0,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.001,0.002,0.002,0.003,0,0.002,0.001,0.002,4.074,0.002
240,1.063,0.002,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0,0.002,0.002,0.003,0.892,0.002,0.002,0.003,0.002,0,0.002,0.002,0.002,0,0.001,0.002,0.001,0.045,0.002,0.002,0.002,0.002,0.001,0.002,0.002,2.453,0.001,0.002,0.002,3.484,0.002
241,0.002,0.011,0.003,0.002,0.002,0,0.002,0.002,0.003,1.771,0.095,0.003,0.003,0.002,0.26,0.002,0.002,0.004,0,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.44,0.001,0.002,0.002,0.002,0.001,0.001,0.001,0,0.002
242,0.002,0.002,0.003,0.003,0.002,1.023,0.003,0.002,0.003,0.005,0.001,0.002,0.002,0.002,0,0.002,0.002,0.002,0,0.001,0.003,0.002,0,0.003,0.002,0.002,0.471,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.444,0.002,0.003,0.002,2.538,0.214
243,0.002,0,0.002,0.002,0.002,0,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0,0.002,0.003,0.003,2.15,0.003,0.002,0.002,2.839,0.003,0.003,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.667,0.002,0.002,0.006,0
244,0.002,0,0.002,0.002,0.001,0,0.78,0.001,0.001,0.002,0.069,0.002,0.002,0.002,2.118,0.002,0.002,0.002,0.404,0.001,0.002,0.004,0.004,0.003,0.004,0.003,0.002,0,0.003,0.003,0.001,0.001,0.002,0.002,0.001,0,0.002,0.001,0.002,0
245,0.003,0,0.004,0.003,0.003,2.194,0.977,0.003,0.003,0.004,0.002,0.003,0.003,0.003,0,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0,0.001,0.001,0.002,0.002,0.002,0.004,0.003,0,0.004,0.002,0.002,1.491
246,0.002,4.548,0.002,0.002,0.002,0.367,0,0.002,0.002,0.002,0.001,0.001,0.001,0.001,2.959,0.001,0.001,0.001,0.001,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0,0.002,0.002,0.002,0,0.002,0.003,0.002,0,0.002,0.002,0.002,0.391
247,0.002,1.871,0.003,0.003,0.002,0.003,0,0.002,0.002,0.003,0.002,0.002,0.002,0.002,2.336,0.002,0.001,0.002,0.002,0,0.001,0.002,0.001,0.578,0.001,0.001,0.001,0,0.002,0.002,0.002,0,0.002,0.002,0.002,1.966,0.002,0.002,0.002,0.002
248,0.002,0.002,0,0.002,0.002,0.003,1.053,0.002,0.002,0.002,0.001,0,0.002,0.002,0.022,0.002,0.002,0.002,0.002,1.756,0.001,0.002,0.002,0,0.002,0.001,0.001,0,0.002,0.002,0.001,0,0.001,0.002,0.001,0.001,0,0.002,0.002,0.001
249,0.003,0.003,1.006,0.004,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.886,0.001,0.001,0.002,0,0.001,0.001,0.001,0,0.001,0.002,0.002,1.681,0.002,0.002,0.002,0.002,1.106,0.002,0.002,0.002
250,0.001,0.001,0,0,0.002,0.002,0.002,0.001,0.002,0.001,0.001,3.057,0.001,0.002,0.002,0.001,0.001,0,0.001,0.001,0.002,0.003,0.003,0.866,0.002,0.002,0.003,4.076,0.003,0.002,0.001,0.001,0.385,0.001,0.001,0.001,0,0.001,0.001,0.001
251,0.002,0.002,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,1.893,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0.001,0.001,0.002,0.002,0,0.002,0.002,1.443,0.002,0.002,0.002,0.002,0.001,0.002,0.001,0.002,0,0.002,0.002,0.002
252,0.002,0.002,0,0,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0,0.002,0.002,0.002,0,0.001,0.002,0.002,0.551,0.002,0.002,0.002,0,0.002,0.002,0.002,2.133,0.002,0.003,0.001
