op_in_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
402,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
403,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
404,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
405,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
406,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
407,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
408,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
409,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
410,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
411,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
412,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
413,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
414,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
415,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
416,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
417,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
418,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
419,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
420,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
421,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
422,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
423,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
424,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
425,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
426,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
427,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
428,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
429,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
430,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
431,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
432,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
433,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
434,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
435,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
436,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
437,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
438,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
439,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
440,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
441,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
442,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
443,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
444,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
445,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
446,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
447,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
448,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
449,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
450,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
451,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
452,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
453,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
454,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
455,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
456,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
457,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
458,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
459,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
460,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
461,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
462,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
463,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
464,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
465,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
466,164862878064,138480193744,154603913336,148291379544,135682908312,154604791384,112684155088,181613900328,142522548704,189666763256,115332403616,147803443520,157218677328,177176248928,191411904840,151563428064,150499307656,178402853160,164199018808,177606275544,144474026264,159516074296,172323037304,191583838448,183928713824,163585536296,128880959768,198275224248,156780273976,172463337712,149012439424,127014503168,164105285896,185503429128,156666544368,162588230032,148099629488,175831032120,230005981808,134889205984
