w_await,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
232,2094.0,1879.0,3678.0,752.38,1256.24,617.33,1910.89,1166.25,2018.67,1277.78,483.22,283.16,2458.67,1166.67,3772.0,730.15,1780.0,0.0,1106.15,732.0,1044.0,481.68,1914.0,569.6,1342.35,5448.0,1124.0,810.4,2768.0,40.8,804.0,364.75,1728.0,1110.4,248.44,744.0,0.0,242.0,236.8,2834.67,1296.0,363.25,1288.62,500.0,0.0,1207.0,224.67,924.0,1544.0,555.67,2659.2,151.81,1075.11,955.83,305.0,656.73,1673.05,922.18,2814.22,1677.67,987.43,239.2,1546.53,495.1,1072.5,386.96,1531.16,841.7,1789.71,1688.5,208.0,1229.71,1093.93,2387.33,1052.12,787.75,1164.84,1136.22,400.0,780.0,1097.33,1315.53,234.86,168.0,430.0,929.33,594.4,540.0,336.57,289.33,93.78,868.0,0.0,211.73,0.0,360.44,0.0,0.0,6.0,411.0,370.67,392.0,0.0,462.0,1640.0,1353.71,79.71,0.0,943.64,218.4,6912.0,1997.33,1310.67,6230.22,245.14,958.17,845.23,1512.0,789.0,3466.0,421.0,1088.8,457.14,1208.0,0.0,0.0,640.8,92.8,0.0,0.0,406.74,3250.0,0.0,4004.0,37.6,153.82,958.07,1240.86,1699.2,1043.2
233,1789.85,710.77,1392.0,1141.45,426.67,177.33,301.6,824.25,1819.69,515.56,399.11,0.0,1103.69,126.0,579.5,177.33,976.0,1135.27,1055.2,962.8,999.91,272.0,0.0,1817.43,283.0,1318.4,675.0,0.0,1038.0,4630.67,620.44,1819.33,146.91,0.0,1550.5,1758.86,2388.0,415.0,1795.5,1062.55,562.91,1256.89,495.73,915.06,709.52,544.17,896.0,1383.2,655.27,2195.2,664.44,0.0,124.0,251.5,0.0,2004.0,359.71,2390.29,293.41,2101.6,2770.0,1357.33,632.89,137.33,1439.08,1921.0,725.82,423.0,1464.0,86.82,1356.8,479.33,423.43,1712.0,117.47,0.0,0.0,179.43,0.0,582.4,160.0,630.0,77.33,0.0,160.0,44.0,0.0,1305.6,0.0,2936.0,1304.0,2146.67,0.0,35.6,323.5,321.5,0.0,0.0,319.3,341.85,3130.0,479.27,1824.0,420.0,239.3,0.0,399.43,0.0,626.0,732.0,1556.8,2981.6,2145.33,1544.0,992.0,572.73,1444.0,650.0,504.0,658.4,337.54,0.0,0.0,848.0,870.8,0.0,0.0,0.0,2316.8,2040.0,4707.2,704.8,713.6,437.33,948.0,502.0,528.0,910.0,771.0,235.45
234,145.6,516.0,1028.0,0.0,0.0,848.0,269.33,211.43,542.33,0.0,0.0,687.5,1179.67,0.0,0.0,0.0,1092.4,956.0,477.51,888.0,165.78,1330.0,2377.0,1060.5,364.0,0.0,111.13,2753.0,0.0,708.67,206.86,847.33,1609.14,1151.11,1140.76,1113.47,0.0,951.45,0.0,1012.73,1244.8,856.0,0.0,0.0,1049.07,0.0,888.0,0.0,780.0,1662.4,333.33,0.0,0.0,453.0,3724.0,0.0,0.0,324.35,142.29,137.33,391.43,1170.0,1332.0,264.57,323.1,209.57,580.0,0.0,71.11,72.0,282.67,259.0,192.67,256.73,284.0,0.0,1662.0,0.0,2915.33,4532.0,0.0,0.0,665.2,949.24,960.92,0.0,808.71,1138.67,1052.57,1100.57,815.64,572.72,951.33,738.91,769.42,1248.21,3016.0,1488.0,728.12,972.33,651.47,790.86,619.2,0.0,488.31,840.0,1323.2,2057.78,391.71,1240.73,1110.18,472.0,262.33,0.0,1218.0,0.0,0.0,505.5,1620.0,870.22,0.0,749.5,897.55,2850.0,4706.4,1978.57,0.0,1179.17,2486.0,4652.0,1118.0,2199.43,0.0,1106.0,61.33,1160.89,0.0,1745.71,456.55,2189.6
235,0.0,1906.0,674.0,383.56,2810.0,930.29,854.18,992.0,576.0,1512.73,1524.0,1263.2,0.0,1301.87,1132.0,1125.71,1193.4,657.5,0.0,552.74,0.0,1604.0,416.2,0.0,413.6,2436.0,329.6,1138.86,0.0,1119.0,2132.0,232.0,0.0,592.0,108.0,448.0,732.71,0.0,1030.0,658.48,361.67,0.0,254.8,788.8,692.25,850.67,1309.43,3192.0,1052.18,108.33,769.33,1643.73,2582.0,2446.67,696.36,1498.0,1794.0,194.5,2688.0,1431.5,0.0,0.0,3288.0,3916.0,202.0,189.23,1001.6,474.88,1884.0,609.2,299.56,957.07,566.4,76.0,899.75,1762.22,329.09,1106.5,2026.0,423.02,1149.45,992.14,1101.33,212.57,0.0,1176.5,0.0,301.78,409.33,604.36,1838.0,95.27,656.5,523.6,0.0,364.8,0.0,124.8,193.0,496.0,0.0,277.33,258.22,934.8,367.83,113.09,173.33,412.0,1373.6,862.0,0.0,689.52,3150.0,361.71,524.44,442.77,2844.0,327.37,1204.4,0.0,1699.33,3250.5,208.62,412.69,0.0,1324.4,789.0,2222.0,0.0,2288.0,0.0,169.71,657.6,2478.0,2620.44,811.37,0.0,3192.0,0.0,1425.33
236,3896.0,990.55,0.0,524.82,1338.0,989.33,671.24,488.67,1468.0,591.29,835.16,238.17,562.61,524.0,915.56,1494.0,59.79,460.0,0.0,1577.0,928.31,1170.67,429.33,2990.0,1330.77,1046.0,2231.43,0.0,0.0,0.0,0.0,2032.67,2059.0,1560.67,0.0,0.0,902.67,788.0,0.0,132.0,0.0,4084.0,935.75,3120.0,1437.33,555.06,1400.0,0.0,1204.0,0.0,871.67,345.47,748.5,672.19,216.56,1070.15,1054.46,827.4,625.45,781.6,4948.0,4703.0,2024.67,986.91,435.43,0.0,353.75,686.5,3184.0,3131.0,588.0,411.78,500.8,357.25,153.17,528.5,364.0,154.29,1230.29,274.13,984.0,1152.0,2112.0,454.0,1017.6,212.0,618.67,2814.0,465.14,309.11,925.0,952.0,712.89,1688.8,576.27,404.2,808.84,1206.0,620.8,607.33,1919.0,611.33,1452.5,274.0,504.0,2153.33,645.33,831.08,302.8,810.89,671.33,1304.4,0.0,1382.74,0.0,832.86,1094.2,90.0,680.0,1190.0,686.77,4.0,0.0,219.2,0.0,647.0,1031.43,0.0,1314.93,467.43,1744.0,1987.0,304.0,1173.33,390.0,0.0,630.63,610.62,1005.45,750.6
237,1258.4,944.0,1693.26,1345.6,675.33,435.47,304.53,288.0,423.11,615.43,489.71,0.0,702.67,17.6,654.67,263.0,0.0,0.0,4288.0,676.97,1037.6,318.0,0.0,0.0,504.8,1003.2,26.5,0.0,1857.47,309.82,589.58,881.09,134.29,0.0,1739.47,2009.78,0.0,3088.0,5928.0,3764.0,443.0,1533.85,1049.14,950.24,0.0,0.0,4894.0,2288.0,506.44,1628.0,568.27,354.5,0.0,847.47,690.0,253.07,913.33,265.33,1201.0,0.0,1352.67,1665.09,373.6,174.86,517.6,919.76,359.27,132.92,244.0,224.8,423.27,1153.33,1028.0,301.45,467.11,993.33,1060.7,1410.0,122.93,0.0,1072.0,1241.14,0.0,1338.0,0.0,1246.0,0.0,0.0,118.0,208.75,1748.0,1235.33,438.0,866.4,0.0,53.2,1383.2,832.0,1513.0,1592.0,2376.0,0.0,1484.8,1923.33,4309.0,677.69,1407.33,860.0,1725.33,794.0,1784.0,644.95,1111.0,205.54,2464.0,518.61,108.0,248.46,0.0,3318.8,1295.5,0.0,0.0,898.0,2388.0,0.0,7144.67,1216.0,3821.33,1890.0,777.67,1192.0,0.0,0.0,0.0,667.2,956.0,305.82,474.73,0.0
238,2530.67,474.4,541.09,512.67,2284.0,1006.46,568.0,2391.33,186.4,679.0,244.73,2419.0,918.86,973.14,1278.0,6924.0,1117.6,4830.0,996.0,502.0,790.67,821.0,3980.0,586.0,2068.0,64.0,360.67,1152.35,1728.8,3298.29,230.4,223.5,769.6,2058.0,0.0,3920.0,1103.75,637.9,160.67,665.78,858.0,362.0,754.5,246.67,3170.67,1211.67,898.93,1421.14,1552.8,745.07,942.0,564.94,1026.67,49.33,1673.33,1342.8,1136.0,2359.0,1119.2,1797.71,660.0,417.39,780.0,5.0,730.0,402.75,343.64,3440.0,1233.0,768.0,1212.44,776.0,466.75,990.0,307.47,235.0,1292.0,306.67,349.92,625.33,534.67,1573.33,2326.4,1517.14,739.74,0.0,1020.57,1168.73,922.0,344.0,741.04,470.58,689.33,434.5,1249.2,675.33,754.21,549.41,488.67,695.0,2346.86,615.56,1052.0,474.0,1106.18,579.06,931.33,241.0,393.78,420.22,1504.8,415.33,1193.0,528.0,0.0,320.96,610.33,937.93,0.0,884.0,0.0,0.0,4730.0,3320.0,0.0,467.33,1134.67,2842.67,836.0,1934.5,1480.0,1220.0,0.0,2109.2,931.11,1251.33,324.0,0.0,1016.0,1562.0
239,303.0,255.0,534.0,153.22,636.0,2090.0,635.27,1851.73,488.0,494.86,0.0,1052.8,1495.11,1274.33,2204.8,6924.0,946.33,682.0,915.33,156.8,1168.44,2110.0,401.25,0.0,3842.0,2740.0,0.0,0.0,300.0,0.0,1206.0,610.0,636.0,2160.8,428.8,5468.0,1772.67,136.5,1123.0,680.0,974.55,450.13,356.33,0.0,591.85,110.52,476.94,814.8,528.32,313.33,1324.0,618.4,1621.68,671.71,0.0,244.0,1394.91,836.0,1103.11,1345.14,3446.4,360.0,1717.85,812.8,573.2,489.33,0.0,775.73,1440.0,1011.73,1566.67,150.29,884.5,889.82,95.4,670.89,744.0,451.28,0.0,809.92,657.73,366.4,0.0,762.0,0.0,1860.0,0.0,0.0,1656.0,676.8,425.33,479.33,0.0,1086.67,0.0,1328.0,824.0,120.29,341.0,1054.67,0.0,2708.0,1452.0,1174.93,204.89,1525.33,1560.0,432.0,567.71,0.0,0.0,0.0,1162.1,1922.0,922.46,0.0,0.0,252.48,3370.0,0.0,1331.11,2712.0,24.0,380.78,0.0,0.0,656.32,4556.0,0.0,584.0,1440.0,808.17,1702.25,865.71,711.18,789.71,2308.0,333.56,259.29,485.96
240,388.52,1319.33,500.0,926.35,2476.0,315.67,307.0,0.0,665.85,504.0,214.0,0.0,0.0,3684.0,960.8,1272.0,325.0,4732.0,0.0,4653.33,594.4,660.21,544.0,3309.0,623.79,2358.4,0.0,1864.0,1424.0,1932.0,1009.14,472.0,0.0,1296.15,0.0,0.0,2732.0,2128.57,0.0,1481.0,374.96,0.0,3453.0,1801.33,374.77,0.0,85.75,168.0,0.0,353.1,806.0,1050.0,1089.6,0.0,4320.0,1143.0,916.0,141.0,2806.4,415.0,1230.67,1132.0,3812.0,2266.0,135.33,795.65,0.0,1464.0,468.31,947.64,3574.0,0.0,1080.0,1060.62,1620.0,611.14,0.0,0.0,1796.0,0.0,0.0,593.33,3644.0,356.92,1360.0,238.29,1024.0,667.27,1710.0,816.62,216.0,844.0,2100.0,1291.08,2129.23,1261.6,700.5,690.4,3944.0,699.0,1428.31,1334.67,0.0,518.0,593.63,0.0,118.86,3236.0,760.0,677.52,2184.0,579.33,2314.0,620.27,1354.0,669.67,663.18,0.0,151.05,718.67,545.33,0.0,0.0,172.52,3987.11,948.0,372.0,0.0,0.0,618.18,3015.56,0.0,364.42,430.53,378.86,399.18,1835.0,432.44,0.0,507.0
241,180.0,896.0,914.0,417.5,1577.6,0.0,858.0,472.0,1455.5,0.0,769.82,1536.5,574.67,0.0,531.2,0.0,258.67,0.0,487.33,1071.37,1253.14,138.81,150.59,0.0,376.6,638.53,1255.5,102.5,316.0,0.0,1906.67,587.6,1186.5,53.78,0.0,4381.33,0.0,998.0,0.0,0.0,150.22,1280.73,0.0,792.25,0.0,1935.5,0.0,0.0,0.0,1450.0,727.75,589.33,171.56,212.5,0.0,624.0,576.0,1277.33,596.0,977.33,2072.0,736.0,1714.0,697.6,681.0,3274.0,2283.0,578.0,0.0,756.0,317.71,2806.0,1476.0,2618.0,950.67,697.6,507.43,715.56,2964.0,1023.11,600.86,1402.8,6236.0,3466.0,582.22,848.0,2248.5,6412.0,4516.0,705.6,1106.77,626.33,1000.8,302.4,739.56,1358.8,349.19,0.0,1050.67,1309.25,503.38,631.43,3852.0,744.0,82.55,0.0,754.48,508.0,1625.5,1064.0,927.56,1391.38,0.0,1521.6,0.0,2058.0,8.0,509.45,0.0,972.53,366.63,998.0,0.0,1185.33,2292.0,1697.2,0.0,3406.4,3630.0,2589.6,2424.0,0.0,590.67,590.4,388.5,0.0,1267.2,2080.0,1223.69,36.67
242,917.14,737.82,0.0,1895.56,536.57,3006.67,1675.2,1375.43,92.0,889.82,176.89,2094.67,898.48,509.71,720.36,0.0,0.0,1216.33,0.0,1641.33,0.0,2124.0,3248.0,153.5,2664.0,366.55,2598.0,1232.0,2157.71,925.45,731.27,0.0,1559.47,0.0,900.0,0.0,1466.4,0.0,1984.67,2436.8,0.0,842.29,1126.18,839.38,830.0,1174.22,800.0,1165.09,949.14,709.43,736.0,987.64,1666.0,3666.67,2942.0,796.75,1130.29,0.0,1003.2,776.0,1748.0,148.0,829.6,578.91,0.0,0.0,1235.16,853.45,675.0,1398.29,0.0,470.15,661.0,0.0,930.67,727.73,2042.8,1122.91,1232.71,976.0,2385.33,183.43,1629.78,1041.9,2440.0,161.09,1142.62,837.4,1025.82,1160.8,1570.12,297.35,1019.82,773.03,536.62,677.65,488.77,1256.44,831.73,565.38,586.27,725.71,1032.35,1428.0,645.14,999.0,1136.5,1652.14,4564.0,633.86,709.0,663.53,612.6,108.0,1945.71,272.86,646.0,607.27,0.0,2048.0,1800.0,4198.0,3800.0,519.2,298.35,6396.0,1180.31,18.55,0.0,1424.8,924.0,1097.0,0.0,774.67,0.0,434.6,121.33,61.57,70.0,0.0
243,872.92,1249.09,1493.25,776.0,1380.57,1051.0,1090.83,734.89,994.33,1209.82,868.0,0.0,828.0,0.0,3728.0,1729.78,1469.0,2882.0,0.0,0.0,574.62,2076.44,1459.27,0.0,617.33,0.0,1448.0,2630.0,0.0,682.0,244.18,408.94,467.2,1525.71,804.67,0.0,92.22,321.55,2983.33,841.25,2870.0,790.0,1506.33,218.67,1344.29,582.0,541.81,598.44,404.31,395.6,1084.67,3724.0,835.67,604.17,992.8,447.24,595.6,6200.0,824.27,1686.82,1491.67,609.67,753.33,1161.25,781.71,775.33,372.63,1524.92,1377.71,543.46,855.33,1478.95,954.61,496.67,1359.14,825.22,1145.65,654.67,246.5,737.55,1003.82,1289.33,619.2,69.09,492.0,1216.44,120.67,383.5,41.33,0.0,214.67,52.18,990.67,48.0,143.33,720.0,375.0,0.0,304.67,536.0,240.0,199.64,842.0,645.08,370.0,1637.88,0.0,146.0,654.0,267.0,448.0,0.0,1000.73,644.0,2653.2,982.0,624.0,255.33,339.41,339.68,0.0,0.0,0.0,398.0,0.0,545.0,1840.0,0.0,7156.0,1578.67,365.6,357.26,1784.73,2529.6,1226.13,1334.33,518.86,0.0,105.22,0.0
244,1140.94,603.81,692.67,545.85,4240.0,387.17,403.09,864.94,984.73,1160.0,103.64,1214.0,0.0,2586.0,961.6,3934.0,0.0,612.0,0.0,360.0,1123.53,3572.0,114.0,0.0,0.0,2553.6,324.57,0.0,1954.5,0.0,0.0,2976.89,312.0,384.19,518.0,4478.0,2064.0,0.0,230.32,344.62,0.0,397.56,591.76,1828.0,3216.0,0.0,1123.67,421.71,332.0,368.5,1224.0,293.14,0.0,677.73,0.0,865.0,983.54,1412.0,395.05,272.24,517.33,545.54,1357.78,929.87,846.76,1051.2,386.42,542.11,1006.86,311.31,1746.0,485.71,500.28,1299.65,596.77,320.83,0.0,629.0,0.0,1148.0,601.6,249.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.67,0.0,0.0,0.0,0.0,0.0,0.0,1022.67,0.0,880.0,2540.0,121.14,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,597.6,3188.0,323.67,705.5,1927.43,424.22,0.0,0.0,567.43,2232.0,4737.0,192.0,1552.0,707.27,0.0,2959.08,173.0,0.0,1152.0,432.11,477.6,210.0,761.6,133.33,667.33,946.74,3036.0,1281.33
245,309.05,404.0,1215.29,333.33,348.0,0.0,0.0,0.0,690.79,0.0,5213.33,3540.0,740.25,0.0,1078.0,1218.0,398.0,0.0,3677.87,1524.0,402.77,132.83,0.0,4976.89,0.0,279.67,1781.71,0.0,5296.0,5466.4,628.2,508.55,0.0,0.0,0.0,2240.73,1414.67,0.0,1458.0,699.0,704.0,1150.5,398.5,540.1,1744.0,468.0,191.2,0.0,0.0,1054.67,1426.33,4935.2,4049.33,209.0,276.73,740.0,0.0,1539.43,0.0,0.0,1371.2,898.48,0.0,0.0,358.35,877.75,0.0,0.0,0.0,0.0,1371.75,0.0,0.0,405.75,0.0,0.0,0.0,0.0,578.2,0.0,0.0,0.0,1910.86,936.8,895.11,566.0,3333.33,1835.11,796.67,1381.71,704.14,844.91,3516.0,694.55,1684.57,700.71,880.57,3440.0,219.47,742.1,362.0,1080.36,1400.67,1212.0,487.29,2196.0,684.6,273.33,902.4,1377.71,1220.29,1303.38,633.6,4302.0,0.0,752.8,5730.0,0.0,2506.0,957.33,840.92,0.0,476.0,1829.43,1486.0,1250.93,2033.45,0.0,0.0,1098.12,946.26,0.0,1144.0,218.07,138.91,1536.89,90.15,357.33,1055.33,0.0
246,653.0,0.0,268.0,1696.0,0.0,3004.0,2780.0,738.67,0.0,1534.0,957.0,2515.67,1060.5,1685.0,425.33,654.0,881.33,0.0,705.14,4684.0,4.8,159.43,2148.0,8.0,2539.0,1157.33,993.5,2540.73,773.23,5041.33,1116.0,0.0,946.4,0.0,4306.22,934.4,2148.0,880.48,2048.0,294.67,2657.0,590.86,0.0,191.33,1488.0,1254.86,0.0,0.0,2302.67,1158.67,721.07,413.74,2815.0,0.0,2398.32,4084.0,0.0,105.33,0.0,1668.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,1464.0,1220.8,1089.0,516.0,2538.0,3360.0,0.0,939.33,703.43,2896.0,1674.5,346.77,902.12,729.0,632.91,448.8,1006.77,371.2,1072.0,352.71,496.57,865.26,715.11,864.0,1622.67,1068.4,1278.8,848.0,971.47,486.6,839.78,266.11,833.09,578.0,427.33,597.93,676.71,228.31,1862.0,428.5,781.68,1174.86,549.48,661.22,708.8,0.0,0.0,0.0,0.0,724.0,1412.33,658.0,1128.4,189.6,1138.4,542.0,930.86,388.17,1833.33,213.33,2522.4,0.0,0.0,277.33,0.0,1437.6,1142.8,576.44,0.0,34.29,858.4,1250.67,856.0
247,0.0,744.21,0.0,2430.4,988.0,1049.14,628.55,1565.71,377.0,796.26,1012.0,824.89,0.0,3548.8,958.8,4052.89,2022.0,1802.0,1072.0,2135.56,1224.0,0.0,954.67,640.8,1156.0,690.4,3696.0,1907.2,1342.0,554.18,0.0,234.4,1638.4,792.75,564.5,0.0,780.8,204.67,654.55,0.0,0.0,362.67,597.33,0.0,0.0,1400.0,820.36,1940.36,547.48,1092.0,1862.0,526.0,2888.0,1296.0,814.59,675.6,1422.57,3834.0,951.14,625.56,0.0,0.0,1245.45,762.71,1154.0,0.0,664.0,669.82,376.0,567.0,0.0,546.0,530.29,460.73,743.8,648.83,656.17,721.82,536.5,606.0,872.14,227.0,761.33,908.36,644.0,407.2,324.17,376.36,1108.0,368.0,637.0,284.42,586.91,721.68,438.75,681.2,813.07,291.61,834.33,208.89,503.37,1052.0,642.0,670.78,1919.33,348.26,746.77,1347.33,407.2,188.0,225.2,720.0,784.5,1956.0,0.0,6768.0,896.0,1721.33,397.47,248.0,750.0,1139.56,0.0,428.15,493.38,318.61,73.33,0.0,2408.0,1346.0,1433.11,336.0,0.0,5170.0,1561.33,1977.0,0.0,2420.8,438.67,0.0
248,1057.54,676.67,2366.67,446.56,766.26,375.0,666.67,547.71,612.17,159.15,1071.79,1743.0,3300.0,1401.0,672.0,1342.86,0.0,1848.0,1692.0,754.5,1534.8,1279.05,2144.0,2486.18,1818.29,2169.6,700.67,4740.0,4076.0,1156.0,1947.33,2114.4,650.67,764.0,0.0,1526.0,1380.0,1213.6,0.0,673.93,1151.43,2235.43,299.62,678.22,1141.33,1998.08,0.0,4312.0,888.0,2356.0,896.18,1698.86,0.0,362.0,0.0,627.48,429.0,607.6,415.43,215.53,1326.8,1056.0,294.67,187.33,504.8,1117.33,316.89,989.33,404.21,406.95,623.0,195.71,1455.67,1164.0,304.0,544.31,953.71,1068.0,0.0,787.73,215.6,714.12,262.0,468.0,176.0,970.46,1140.0,192.8,270.59,0.0,185.71,394.0,33.6,0.0,599.38,303.5,216.0,572.0,114.8,760.0,0.0,301.33,158.4,282.74,178.67,392.52,0.0,0.0,1616.57,566.0,521.33,933.33,1288.0,0.0,1462.13,1407.4,5372.0,646.4,2308.8,1809.33,1890.0,1303.0,0.0,0.0,1432.5,376.27,1726.67,642.0,0.0,1285.45,460.73,741.6,1941.33,1989.33,1148.53,920.67,1002.7,836.0,800.0,3737.33
249,1189.43,452.29,787.2,166.4,736.25,382.0,306.67,373.78,556.0,814.86,174.86,138.91,2672.8,950.75,1490.29,645.25,1746.0,0.0,33.78,0.0,808.73,0.0,0.0,2340.0,1208.0,917.33,871.0,2624.0,0.0,155.43,1087.11,430.22,1194.67,81.45,1080.8,2061.78,4166.29,1771.43,1424.0,912.73,0.0,931.2,646.18,292.0,461.0,237.0,4788.0,4588.0,0.0,1644.0,280.0,737.07,1416.67,433.0,2228.0,358.43,0.0,528.4,2016.8,427.27,469.33,439.64,273.28,1473.6,160.62,136.17,1433.78,741.33,1561.33,532.0,193.6,216.0,280.0,0.0,364.0,367.24,604.4,619.5,1993.6,64.32,682.8,372.0,0.0,0.0,1546.0,258.77,0.0,224.0,937.6,1004.0,0.0,4144.0,506.0,0.0,885.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.24,272.5,6712.0,1166.0,0.0,4256.0,0.0,0.0,0.0,3798.0,1404.8,888.67,989.09,902.82,2283.0,736.5,0.0,493.68,976.0,2800.0,4814.4,321.71,1041.0,986.29,1709.33,0.0,3536.0,964.8,2674.0,1010.67,1194.86,661.05,305.0,0.0,323.0,1032.0,1645.6,802.4
250,692.0,0.0,667.75,1804.0,341.5,0.0,484.0,0.0,0.0,2268.0,900.44,1754.4,1052.89,468.44,0.0,0.0,6157.33,2848.92,1732.0,0.0,717.33,383.38,1260.5,2710.0,2074.5,510.8,3693.33,5208.0,3540.0,2193.71,2276.0,340.15,348.55,0.0,2180.0,2420.0,1382.67,567.69,4840.0,2164.0,5648.0,1093.33,344.0,5172.0,2454.0,858.59,1707.43,0.0,532.0,4289.0,648.67,2360.0,1330.77,255.11,2004.0,0.0,0.0,408.0,1021.33,0.0,637.41,838.91,1168.0,2312.0,517.0,359.37,0.0,362.0,104.5,534.0,990.0,0.0,0.0,933.23,8.0,109.52,1434.4,0.0,585.52,738.4,327.6,0.0,735.64,916.92,633.85,0.0,1151.27,752.31,857.33,1451.0,938.46,2115.43,740.68,1209.14,776.8,394.5,700.5,680.73,522.97,1629.33,1346.55,1001.33,469.14,0.0,2788.57,0.0,752.63,954.67,3400.0,1171.48,1004.22,505.0,1974.0,1795.0,2113.33,785.09,800.32,895.0,1014.74,2208.0,680.67,1000.89,0.0,2146.29,1884.67,2604.0,0.0,9796.0,594.4,1000.0,0.0,2960.0,446.0,952.0,2790.0,5403.0,1260.89,1013.0,1848.0,768.0
251,263.56,0.0,169.71,846.0,0.0,1330.67,0.0,0.0,0.0,3280.0,516.44,3664.0,2684.0,114.29,707.64,652.89,7331.0,0.0,3822.0,1327.5,0.0,689.5,589.78,839.56,1534.0,0.0,0.0,1716.0,3108.0,913.33,0.0,0.0,0.0,1206.67,387.43,501.78,550.0,291.53,1462.17,0.0,2492.0,900.0,0.0,0.0,2130.59,1436.0,5848.0,838.29,576.0,300.0,1140.33,567.14,0.0,0.0,2400.0,0.0,0.0,848.0,0.0,0.0,0.0,285.78,0.0,586.67,772.0,0.0,801.33,3613.33,1352.0,1778.0,0.0,2832.0,0.0,0.0,609.33,566.13,311.53,3221.0,3868.0,979.08,1018.15,779.25,567.64,853.33,1838.67,965.33,225.0,292.0,682.4,453.5,564.63,1436.57,340.24,4092.0,1416.67,840.8,0.0,788.0,3746.67,0.0,1206.0,0.0,738.4,1133.89,510.0,4276.0,219.17,1091.0,706.79,733.14,210.21,0.0,1217.6,0.0,1560.0,252.0,113.14,556.0,196.0,792.0,194.46,674.67,671.11,594.0,1226.4,776.4,0.0,5959.33,2228.0,2309.71,2734.0,1024.0,3091.11,1629.5,1508.0,0.0,820.0,0.0,465.26,1057.12
252,3180.0,1458.8,590.59,542.62,603.68,447.0,548.0,728.53,996.0,588.71,4418.67,1549.33,3190.0,1952.0,4709.33,2016.0,780.0,3300.89,694.0,982.17,1041.2,1175.43,0.0,1116.5,598.86,823.05,1371.0,1158.0,0.0,840.53,891.29,809.0,1476.0,2980.0,837.4,821.6,1256.8,1310.67,413.33,893.78,2645.6,1139.64,1501.45,884.0,617.5,534.67,800.0,3536.0,136.0,1640.89,1085.33,455.06,1972.0,888.73,376.5,782.74,1408.27,0.0,2472.89,973.57,0.0,921.33,2023.0,712.8,704.31,3916.0,865.33,1158.4,1013.25,558.0,5176.0,678.0,2574.0,668.0,376.44,621.33,328.0,1491.5,847.2,392.0,629.88,72.8,677.33,0.0,138.67,769.33,640.0,0.0,0.0,330.0,646.0,728.0,488.0,1197.33,1012.0,0.0,1046.0,1062.0,206.29,0.0,0.0,0.0,432.4,204.0,0.0,778.29,1715.56,1884.0,0.0,1161.33,931.0,1188.42,800.33,2574.0,1982.0,878.22,1157.09,5168.0,1118.67,642.0,649.91,1440.0,304.86,815.12,307.0,1141.0,3175.56,1816.0,1874.67,10100.0,1034.0,1232.0,0.0,1048.8,0.0,1743.67,1040.0,3931.0,567.33,0.0
