journal_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
61,116789563033,134550511763,131205799948,113598032257,136896632356,116963284871,119756781515,144727954794,132535660221,130557453682,119879461307,135768638189,112095654464,128162565816,141628846129,133497924383,126735711493,129769146136,111658342638,115248110013,137758992094,126814527385,125157300891,142361802104,123425755657,130900821174,127656975747,134683019169,126520858708,128028425474,118426631877,145357978323,128768037417,120744682344,123751350020,117582594486,127292916339,141810512974,138286328711,112277867695
62,116792092379,134553159906,131208438816,113600711893,136899317002,116965901552,119759076110,144730476253,132539192954,130560202765,119881836062,135771593386,112099161466,128165227553,141631420535,133500782268,126738559292,129771656148,111660481925,115250613604,137761280208,126816973731,125159743628,142365551738,123428388030,130903801434,127659072792,134684859268,126523446709,128031367797,118429122556,145360516991,128770692704,120747136544,123753093498,117584685809,127295884433,141812705182,138288482300,112279842394
63,116795133466,134555639858,131210754884,113602818237,136901429798,116968257706,119761924651,144733009166,132542460909,130563583820,119883948878,135774245128,112101456051,128167980171,141634085851,133502938722,126741326970,129774184022,111663472157,115254018289,137763841743,126818664975,125162043951,142368509789,123430957432,130906292840,127661601402,134687803696,126525357670,128034064633,118432511457,145362792978,128773234928,120750017991,123756511771,117587489296,127298047330,141816094774,138291524803,112283006580
64,116797372922,134558117689,131212740992,113605603057,136904127342,116970729801,119764202779,144734678244,132544684638,130566390869,119886307875,135777215363,112104842102,128170512365,141637044609,133505832386,126744398092,129776856474,111666450229,115256219830,137766651599,126821658825,125165077155,142371490049,123433793084,130909484934,127664930894,134690372407,126528360072,128036927481,118435419383,145364871418,128775976837,120753591576,123759501320,117589913429,127300812162,141818092321,138294672544,112285744936
65,116800376763,134561109337,131216146372,113608699236,136907005239,116974232518,119766271201,144737500323,132547264776,130569313858,119888866584,135779538596,112107795138,128173235626,141638962020,133508793321,126746615379,129779591210,111669003173,115258872988,137768815892,126824307724,125167637258,142374382970,123435590969,130911206221,127667206849,134692064353,126530049155,128039277892,118437964469,145367354965,128778438886,120756405036,123762133724,117592855770,127303068109,141820634546,138296616439,112287491296
66,116802555403,134563538456,131219004246,113611141247,136909466595,116976101261,119769088980,144740097652,132550611460,130573223819,119891028049,135781987064,112110153410,128175983965,141641666713,133511190282,126748709576,129781904394,111671557581,115261663578,137771300122,126827224274,125170122236,142377354625,123438172546,130913877262,127669261678,134694970855,126532662218,128041863070,118440806588,145370094025,128780436429,120759138370,123764440458,117595141765,127305737029,141822558375,138299445667,112291199466
67,116805236452,134565624046,131220405625,113613439401,136911304540,116978151082,119771641952,144741703013,132552686311,130574931528,119892825935,135784693926,112112295572,128178182612,141643636356,133513346032,126750575443,129783811074,111674148455,115263565226,137773439390,126829796561,125172867736,142380410017,123440511514,130916256282,127671777433,134697652662,126535249504,128044261435,118443461155,145372765832,128783172607,120761500231,123766941175,117598041865,127308195535,141825703198,138301681575,112292532857
68,116808371299,134568518368,131223083842,113616353069,136913967007,116981076962,119774393176,144744162196,132556139625,130578314730,119894963064,135787187493,112114563686,128180162267,141645878679,133515608436,126753514169,129786268106,111677177366,115265655843,137775843442,126832300147,125174999863,142383248538,123443404422,130919142760,127674812057,134699949412,126537359408,128046994781,118446244564,145375159918,128785643934,120764298667,123769393232,117600468132,127311475686,141827878226,138303685570,112294962734
69,116811000107,134571024784,131225912367,113619340450,136916701031,116983355099,119776407225,144746651447,132558524367,130581627754,119897203260,135789265235,112116810332,128182553444,141647934911,133517754175,126755440164,129788627089,111679439017,115267878850,137778404965,126835062117,125178144734,142386424892,123445992435,130921048711,127677050810,134703122895,126539125066,128050175442,118449057301,145377896815,128788320715,120767163668,123772131560,117603203615,127314508195,141831111802,138306192713,112297891453
70,116813747759,134573645019,131228629957,113622861770,136919791505,116986064826,119778802035,144748825801,132560715876,130584076219,119899532896,135792216862,112119433422,128184764271,141650625279,133520080273,126757901509,129790889453,111680947023,115270401787,137780779688,126837642311,125180622563,142389647746,123448496009,130924283747,127679875704,134705178409,126542105992,128052898051,118451929454,145379875047,128790559466,120769721631,123774449743,117605800947,127315822254,141833303289,138309429177,112300607608
71,116816399493,134576333221,131231150698,113625375355,136922082519,116988220589,119781493157,144751977100,132563809878,130587965428,119901833943,135795364595,112121971339,128187941328,141653080176,133522857286,126760206130,129793315738,111683976630,115273159453,137783402056,126839984161,125183100365,142392099810,123451126963,130926811629,127682289819,134707274716,126544400546,128056144577,118454369319,145382788025,128793253411,120772310370,123777067131,117608073375,127319151772,141835727377,138312603394,112303095476
72,116819048355,134578894765,131233929823,113627810923,136924943940,116991016922,119783495748,144754240204,132566515990,130590472575,119904050524,135797604062,112124524310,128190326085,141655268121,133525023072,126762939468,129795384869,111686384986,115275657317,137785851226,126843179843,125185873756,142395418595,123453646297,130929663049,127685865524,134709855585,126546595639,128058393387,118457336655,145385504170,128795118561,120775474545,123779490547,117610982764,127321636752,141838476415,138314436351,112305560418
73,116821433122,134581507119,131236120629,113630326660,136927745952,116993755980,119786219760,144756869017,132568797679,130593472870,119906373729,135799724016,112127392907,128193064402,141657636438,133527764279,126765312090,129797773893,111688568648,115278012752,137788380546,126845612563,125188036647,142398405300,123456391797,130931545371,127688653227,134711991997,126549114937,128061206202,118460017711,145388231059,128798342816,120777569453,123781907519,117613266609,127324594838,141840781704,138316378807,112308193548
74,116823543763,134583843202,131238401617,113633185218,136930162201,116995637611,119787611846,144758199552,132571944665,130595770337,119908620354,135802699244,112130204239,128195668901,141660333264,133529942213,126768147046,129800394118,111691817279,115281254235,137791002177,126848662964,125190769958,142401647488,123458322087,130934106911,127691128173,134715001608,126551374428,128063639629,118462205640,145390564295,128801036048,120780279142,123784266525,117615479606,127326860073,141842703383,138318508779,112310046555
75,116826082412,134586575768,131241243007,113635799026,136932408857,116999094540,119790588529,144761135439,132575221218,130598325449,119910768953,135805186366,112132898895,128197979212,141662585616,133532742096,126769883382,129802578468,111693574348,115283613944,137793557974,126850808673,125193219136,142404785191,123461893523,130937515869,127693728341,134717080053,126552882447,128066503937,118464425791,145392867493,128802989240,120782915829,123786777270,117617787080,127329418767,141845693591,138321192748,112312406268
76,116828530883,134588596921,131243476760,113637954761,136933888230,117000712072,119792063635,144763174518,132577031967,130601051619,119912983375,135808035634,112135902744,128200824879,141665088477,133534959403,126772358339,129804530929,111696328442,115285978667,137796080834,126853436778,125195249630,142408078911,123464591058,130940406649,127696874598,134719722475,126555132636,128069610160,118467194171,145395306674,128805747587,120785276983,123789406809,117620805277,127331678284,141847711159,138323918183,112315038700
77,116831068089,134591287284,131246210072,113640774667,136936751098,117002941559,119794449816,144765627992,132579717317,130603749844,119915719552,135810282978,112138279663,128203319110,141667577024,133537604712,126774458963,129806731042,111698706050,115289182229,137798563624,126855299794,125198211268,142411342573,123467703714,130943338925,127699765359,134721646318,126557797940,128073024850,118469923195,145397707892,128808284041,120788541359,123791617640,117622780679,127334494634,141850205415,138325917177,112317690462
78,116833636092,134593956177,131248627774,113643434252,136939629690,117005532463,119796589816,144768337723,132582662461,130606825269,119917816605,135813215284,112141204805,128205894254,141670122110,133540433970,126777564456,129809905239,111702205898,115291560531,137800705738,126858316533,125200475810,142413385223,123469558867,130945136803,127701868842,134724269410,126559396114,128075363831,118472823982,145400383244,128810704574,120791926694,123794643701,117625533322,127337059076,141852791998,138328755697,112320307121
79,116836194043,134596709518,131251356091,113645796085,136941970072,117008172731,119799200041,144770683852,132585369290,130611089485,119919960169,135815602931,112143625365,128208181675,141672227755,133542370720,126779050296,129811732439,111704088228,115293706956,137803036820,126861260271,125202975815,142416462787,123471995157,130948127784,127704864812,134726851689,126562105823,128077806587,118475579480,145402435220,128813101504,120794330788,123797372726,117627940288,127339215531,141854787363,138331136886,112322460014
80,116838545901,134599239552,131254130228,113648309652,136944974642,117010925401,119801843900,144773145925,132588663011,130612787875,119922363539,135818666930,112146534036,128211166903,141674880189,133544968082,126781852335,129814342643,111707316813,115296127506,137805182529,126863332268,125205741333,142419263366,123475247345,130950122496,127707378395,134729136946,126564432603,128080301568,118478489560,145405023250,128815797604,120797379045,123800272801,117630229866,127342354658,141857310242,138333329121,112325465349
81,116841178311,134601866934,131256753326,113650848243,136947446015,117013661599,119804038305,144775182147,132591251008,130615388770,119924749023,135821074618,112149521416,128214429106,141677522622,133548246059,126783837727,129816611467,111710140326,115298704792,137807473531,126866067025,125208307900,142421899354,123477587005,130952951024,127709888398,134730686480,126566672065,128083618194,118481416121,145407242710,128817756507,120800253374,123802654697,117632752778,127344423107,141860470071,138336991441,112328152883
82,116843211670,134604190123,131258828921,113653392614,136950411221,117016389220,119806780240,144777528982,132594002928,130618576571,119926876139,135823667652,112152264046,128216961296,141679379192,133550385351,126786629009,129818786540,111712363345,115301573379,137810028606,126869043693,125210983254,142424818765,123480065519,130955014433,127712725477,134734519122,126568810631,128085652264,118483858829,145409009094,128820760350,120802644582,123805080971,117635371591,127346810031,141862741007,138338980417,112330856187
83,116846243465,134606742362,131261497812,113656167425,136952005850,117018802627,119808743456,144780225106,132596219501,130622721983,119929122065,135826303661,112154713217,128219693172,141681709556,133552677806,126788826263,129821109051,111714841862,115303804283,137812713235,126871460687,125213838977,142427680184,123482898326,130957731271,127715715735,134736034280,126571566844,128088665435,118486912786,145412096722,128822830179,120805713559,123807845078,117637753483,127348649441,141864675568,138342970535,112333440662
