journal_wr,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
192,1037968,974297,904049,805102,832484,1007241,1075557,1321789,857478,980979,1008637,1082892,970012,952936,1022226,698880,872335,960878,685954,943716,837003,1060236,771333,1047305,797071,897284,1027791,1101607,969223,989134,1035279,927621,869679,735585,1020463,853890,1054211,1041508,1149940,885606
193,1038360,974597,904303,805491,832857,1007574,1075828,1322160,857757,981371,1008986,1083243,970348,953310,1022602,699255,872700,961210,686375,944070,837237,1060597,771675,1047649,797342,897509,1028185,1101996,969536,989433,1035699,927999,870046,736001,1020891,854331,1054576,1042000,1150265,886050
194,1038733,974989,904619,805798,833178,1007915,1076148,1322528,858116,981709,1009270,1083563,970653,953658,1022925,699636,872984,961360,686676,944334,837550,1060848,772012,1047988,797690,897801,1028497,1102395,969820,989749,1036017,928237,870325,736213,1021132,854620,1054984,1042228,1150625,886322
195,1038944,975259,904955,806159,833493,1008183,1076392,1322841,858583,982128,1009618,1083903,970914,953978,1023304,699923,873307,961771,687013,944703,837827,1061234,772326,1048303,797997,898081,1028801,1102670,970115,990052,1036284,928603,870627,736552,1021459,854936,1055126,1042428,1150938,886687
196,1039262,975561,905284,806554,833865,1008496,1076696,1323077,858888,982444,1009919,1084214,971189,954273,1023611,700285,873554,962091,687368,945043,838173,1061541,772618,1048690,798337,898412,1029184,1102994,970438,990378,1036679,928888,871010,736912,1021784,855269,1055530,1042869,1151227,886978
197,1039586,975904,905612,806844,834118,1008784,1076991,1323466,859237,982883,1010217,1084575,971496,954603,1023894,700632,873937,962352,687739,945307,838435,1061881,773023,1049083,798629,898707,1029431,1103292,970808,990639,1037055,929236,871331,737279,1022073,855660,1055771,1043180,1151615,887395
198,1039804,976256,905958,807308,834522,1009122,1077447,1323814,859556,983149,1010537,1084912,971785,954903,1024234,700942,874199,962650,687924,945592,838775,1062207,773321,1049448,798898,898964,1029772,1103671,971076,990923,1037350,929513,871621,737509,1022332,855963,1056029,1043550,1151916,887727
199,1040226,976595,906256,807705,834900,1009502,1077734,1324166,859910,983547,1010807,1085275,972041,955204,1024471,701278,874512,962937,688240,945867,839057,1062525,773596,1049741,799268,899265,1030098,1104038,971366,991287,1037681,929898,871978,737955,1022638,856260,1056479,1043865,1152212,887947
200,1040522,976942,906632,807945,835250,1009779,1078033,1324479,860353,983743,1011084,1085586,972319,955569,1024770,701588,874814,963208,688564,946224,839293,1062762,773914,1050055,799523,899574,1030397,1104304,971674,991591,1038104,930194,872257,738241,1023061,856579,1056764,1044290,1152569,888358
201,1040920,977377,907031,808353,835634,1010136,1078460,1324765,860643,984150,1011342,1085887,972571,955802,1025002,701801,875095,963436,688804,946490,839631,1063109,774163,1050481,799848,899905,1030704,1104654,971917,991970,1038410,930474,872629,738642,1023413,856818,1057166,1044439,1152767,888523
202,1041224,977702,907353,808698,836007,1010483,1078812,1325026,861045,984573,1011607,1086203,972908,956136,1025312,702119,875322,963702,689089,946765,839951,1063416,774472,1050840,800135,900259,1030995,1104971,972183,992276,1038783,930747,872923,738922,1023660,857166,1057440,1044810,1153118,888789
203,1041616,978076,907734,809087,836364,1010804,1079176,1325371,861335,984987,1011861,1086457,973215,956438,1025598,702421,875695,963990,689420,947068,840274,1063670,774780,1051267,800501,900612,1031337,1105274,972470,992653,1039075,931062,873328,739249,1024018,857420,1057677,1045118,1153451,889127
204,1042004,978371,908096,809503,836771,1011067,1079467,1325663,861852,985441,1012182,1086738,973564,956683,1025907,702724,875992,964338,689760,947391,840480,1064007,775048,1051532,800738,900797,1031612,1105509,972784,992850,1039408,931435,873626,739672,1024359,857817,1058091,1045446,1153844,889435
205,1042322,978644,908435,809806,837115,1011428,1079772,1326064,861999,985861,1012449,1087045,973855,956928,1026175,703068,876263,964548,690026,947581,840812,1064325,775362,1051814,801048,901109,1031959,1105814,973040,993200,1039710,931770,873925,740028,1024664,858179,1058435,1045786,1154199,889952
206,1042585,978898,908629,810153,837444,1011751,1080053,1326391,862372,986105,1012786,1087408,974223,957301,1026532,703255,876631,964906,690401,947952,841180,1064647,775651,1052225,801404,901483,1032282,1106148,973313,993517,1040015,932033,874291,740411,1024942,858410,1058701,1046125,1154467,890125
207,1042918,979270,908930,810479,837717,1012032,1080416,1326730,862744,986534,1013135,1087765,974605,957686,1026854,703652,876974,965146,690751,948289,841455,1064896,776019,1052619,801735,901773,1032643,1106426,973622,993918,1040435,932385,874556,740672,1025292,858832,1059066,1046530,1154784,890586
208,1043253,979628,909255,810793,838085,1012424,1080741,1327071,863096,986906,1013456,1088117,974937,957991,1027161,703970,877339,965500,691099,948660,841758,1065157,776276,1053034,802081,902102,1032988,1106768,973880,994247,1040786,932702,874828,741051,1025666,859108,1059396,1046704,1155233,890905
209,1043630,979956,909616,811083,838365,1012691,1081025,1327411,863482,987334,1013822,1088497,975276,958337,1027449,704301,877588,965911,691473,949018,842078,1065541,776646,1053356,802359,902395,1033323,1107139,974238,994574,1041143,932954,875194,741335,1025987,859401,1059697,1047145,1155393,891271
210,1043996,980309,909988,811404,838730,1013092,1081462,1327755,863885,987659,1014089,1088784,975618,958666,1027750,704677,877877,966086,691796,949287,842368,1065841,776958,1053713,802722,902688,1033594,1107434,974565,994885,1041512,933279,875516,741676,1026363,859671,1059956,1047385,1155779,891575
211,1044307,980559,910269,811733,839056,1013433,1081800,1328007,864219,988005,1014415,1089134,976002,959037,1028021,705010,878304,966295,692149,949640,842719,1066185,777293,1054114,803047,903100,1033983,1107746,974905,995188,1041897,933588,875771,741986,1026601,859970,1060327,1047666,1156075,891852
212,1044646,980871,910565,812032,839433,1013730,1081983,1328359,864604,988474,1014770,1089550,976324,959325,1028405,705377,878581,966550,692504,949994,843025,1066507,777504,1054503,803404,903428,1034325,1108000,975074,995582,1042266,933983,876113,742482,1027003,860310,1060625,1047944,1156572,892156
213,1044973,981136,910927,812371,839761,1014047,1082265,1328574,865028,988764,1015108,1089953,976747,959618,1028716,705701,878992,966901,692874,950400,843345,1066817,777790,1054869,803747,903826,1034635,1108430,975412,995889,1042663,934280,876404,742944,1027432,860650,1060990,1048388,1156755,892475
214,1045254,981498,911193,812689,840071,1014313,1082626,1328895,865358,989123,1015377,1090266,977026,959950,1028975,706031,879237,967158,693189,950712,843694,1067007,778149,1055212,804125,904129,1035028,1108589,975686,996251,1043014,934603,876735,743152,1027774,860879,1061295,1048658,1157069,892884
215,1045539,981829,911505,812992,840324,1014719,1082963,1329252,865797,989462,1015729,1090642,977412,960316,1029301,706373,879536,967365,693510,950952,843981,1067323,778545,1055551,804405,904408,1035354,1108917,975990,996594,1043312,934917,877061,743398,1028072,861226,1061695,1048890,1157415,893182
216,1045893,982187,911816,813279,840697,1015028,1083197,1329479,865955,989730,1016018,1091031,977797,960595,1029620,706660,879837,967727,693924,951317,844305,1067681,778857,1055932,804786,904824,1035713,1109264,976313,996924,1043637,935294,877418,743752,1028363,861627,1061927,1049236,1157713,893538
217,1046233,982515,912076,813594,840951,1015300,1083530,1329790,866379,990154,1016331,1091373,978046,960966,1029941,706957,880103,968069,694250,951653,844600,1068025,779172,1056302,805045,905139,1036043,1109560,976637,997280,1044038,935579,877796,744046,1028729,861938,1062248,1049580,1158002,893914
218,1046537,982862,912463,813929,841311,1015563,1083813,1330136,866741,990499,1016620,1091698,978473,961358,1030243,707295,880444,968349,694531,951984,844919,1068342,779471,1056686,805416,905502,1036343,1109937,976942,997630,1044427,935888,878075,744383,1029082,862251,1062534,1049897,1158334,894248
219,1046964,983229,912851,814199,841636,1015866,1084210,1330375,867155,990959,1016907,1092048,978814,961605,1030571,707595,880679,968585,694853,952284,845249,1068682,779798,1057096,805743,905850,1036743,1110224,977217,997912,1044757,936227,878441,744794,1029276,862582,1062836,1050237,1158735,894546
220,1047220,983568,913202,814634,842131,1016294,1084610,1330689,867416,991319,1017212,1092429,979139,961993,1030847,707904,881034,968914,695169,952621,845474,1068967,780121,1057397,806042,906075,1037004,1110520,977494,998190,1045132,936560,878734,745190,1029635,862922,1063211,1050684,1159056,894913
221,1047561,983866,913437,814897,842466,1016563,1084982,1330907,867736,991575,1017567,1092717,979556,962315,1031111,708313,881347,969194,695506,952958,845795,1069292,780522,1057809,806350,906402,1037324,1110853,977832,998618,1045480,936879,879065,745479,1030056,863157,1063581,1050930,1159276,895199
222,1047852,984214,913723,815195,842815,1016908,1085222,1331296,868026,991875,1017842,1093047,979810,962616,1031388,708559,881645,969550,695811,953202,846133,1069687,780884,1058253,806708,906812,1037709,1111192,978144,998846,1045827,937151,879390,745859,1030290,863480,1063965,1051305,1159612,895470
223,1048256,984545,914089,815513,843155,1017125,1085508,1331624,868377,992257,1018219,1093355,980102,962921,1031746,708945,881980,969895,696083,953537,846414,1070027,781164,1058531,807006,907100,1037984,1111512,978423,999073,1046137,937445,879763,746192,1030626,863763,1064320,1051626,1160024,895871
224,1048610,984882,914424,815963,843554,1017524,1085871,1331934,868704,992659,1018552,1093684,980431,963242,1032061,709232,882288,970237,696425,953962,846745,1070361,781472,1058913,807354,907434,1038336,1111887,978747,999436,1046517,937744,880114,746515,1030970,864107,1064612,1051988,1160378,896178
225,1049023,985235,914756,816335,843977,1017917,1086108,1332217,868937,993181,1018863,1094071,980757,963616,1032369,709531,882650,970578,696789,954271,847108,1070652,781796,1059268,807677,907789,1038650,1112190,979073,999782,1046764,938124,880469,746748,1031270,864344,1064955,1052299,1160771,896460
226,1049343,985570,915012,816653,844265,1018279,1086408,1332603,869245,993682,1019152,1094403,981076,963929,1032755,709842,882908,970873,697107,954573,847368,1070923,782035,1059643,808010,908064,1039023,1112556,979389,1000191,1047001,938435,880722,747185,1031667,864729,1065250,1052651,1161129,896792
227,1049617,985895,915311,816953,844617,1018552,1086644,1332820,869627,993885,1019417,1094707,981397,964243,1033036,710187,883217,971202,697422,954935,847707,1071269,782364,1060039,808353,908469,1039380,1112815,979692,1000539,1047375,938732,881133,747615,1031990,865157,1065579,1053048,1161499,897130
228,1049998,986234,915487,817310,845041,1018921,1087013,1333179,870176,994271,1019709,1095042,981719,964527,1033253,710469,883503,971451,697676,955244,848025,1071555,782674,1060323,808622,908743,1039630,1113190,979988,1000845,1047674,939030,881462,747845,1032295,865502,1065925,1053354,1161726,897433
229,1050292,986516,915795,817504,845360,1019103,1087306,1333396,870487,994597,1020008,1095428,982072,964874,1033593,710740,883772,971735,698047,955437,848310,1071912,782937,1060758,808996,908999,1039973,1113579,980258,1001186,1047992,939353,881792,748187,1032574,865828,1066184,1053688,1162089,897753
230,1050649,986855,916191,817870,845644,1019548,1087589,1333642,870801,994992,1020323,1095804,982411,965216,1033910,711131,884055,972046,698347,955815,848681,1072198,783329,1061091,809382,909327,1040349,1113841,980590,1001606,1048269,939619,882112,748468,1032926,866088,1066526,1053944,1162353,898034
231,1050985,987202,916506,818166,845946,1019831,1087921,1333964,871213,995289,1020649,1096161,982756,965588,1034246,711463,884425,972417,698741,956137,848992,1072551,783555,1061483,809616,909637,1040622,1114134,980841,1001941,1048571,939924,882505,748807,1033226,866419,1066968,1054311,1162693,898427
232,1051223,987461,916789,818393,846150,1020072,1088098,1334244,871574,995633,1020935,1096468,983071,965922,1034517,711777,884676,972764,699029,956492,849321,1072867,783894,1061858,809915,910049,1040873,1114607,981154,1002331,1048842,940284,882873,749118,1033586,866706,1067265,1054594,1162995,898655
233,1051631,987802,917163,818769,846565,1020492,1088477,1334597,871952,996009,1021264,1096845,983344,966209,1034802,712114,885018,973092,699323,956760,849639,1073155,784221,1062163,810220,910349,1041216,1114781,981474,1002630,1049147,940488,883215,749453,1033904,867027,1067516,1054901,1163294,898942
234,1051984,988185,917562,819150,846910,1020803,1088801,1334916,872372,996441,1021548,1097180,983672,966562,1035123,712460,885268,973393,699661,957056,849961,1073497,784511,1062571,810585,910704,1041517,1115163,981821,1002916,1049474,940868,883553,749743,1034165,867291,1067845,1055192,1163639,899195
235,1052296,988500,917863,819386,847197,1021085,1089062,1335277,872788,996746,1021801,1097531,984055,966876,1035328,712695,885559,973693,700012,957408,850270,1073845,784799,1062931,810917,911047,1041925,1115578,982174,1003278,1049894,941179,883844,750159,1034576,867600,1068239,1055613,1163920,899633
236,1052708,988808,918175,819721,847513,1021458,1089455,1335571,873070,997102,1022099,1097894,984372,967170,1035744,713090,885848,973998,700358,957735,850543,1074231,785079,1063281,811225,911360,1042178,1115839,982431,1003658,1050205,941499,884226,750520,1034871,867987,1068487,1055863,1164408,899971
237,1053042,989128,918591,820081,847897,1021749,1089767,1335921,873340,997520,1022397,1098188,984715,967492,1036029,713379,886129,974303,700677,957935,850922,1074561,785406,1063696,811493,911688,1042505,1116196,982717,1004075,1050541,941819,884555,750891,1035254,868276,1068825,1056230,1164696,900317
238,1053408,989398,918912,820391,848288,1022087,1090093,1336356,873763,997910,1022700,1098592,985052,967755,1036391,713736,886498,974608,700956,958356,851236,1074842,785751,1064042,811832,912013,1042826,1116414,983014,1004306,1050918,942109,884796,751189,1035607,868604,1069091,1056504,1165069,900602
239,1053716,989725,919105,820697,848542,1022331,1090353,1336558,874025,998226,1023029,1098886,985433,968094,1036690,714041,886837,974863,701212,958704,851561,1075212,786020,1064390,812184,912363,1043182,1116732,983276,1004728,1051308,942402,885111,751590,1035998,868932,1069441,1056827,1165416,900940
240,1054079,990034,919492,821046,848930,1022661,1090633,1336823,874353,998653,1023376,1099250,985804,968431,1037080,714379,887273,975217,701599,959042,851915,1075563,786354,1064794,812539,912693,1043515,1117094,983639,1005039,1051669,942737,885428,751893,1036345,869275,1069662,1057153,1165758,901246
241,1054471,990432,919887,821417,849334,1023064,1090932,1337077,874663,999124,1023651,1099544,986094,968744,1037365,714703,887469,975535,701948,959466,852247,1075904,786653,1065097,812836,913037,1043885,1117361,983878,1005372,1052046,943017,885751,752213,1036729,869566,1070045,1057498,1166154,901578
242,1054812,990741,920219,821677,849568,1023370,1091302,1337435,874937,999456,1023926,1099902,986480,969112,1037777,715088,887860,975831,702229,959765,852575,1076251,786977,1065448,813127,913333,1044237,1117682,984193,1005689,1052403,943336,886071,752557,1037093,869842,1070373,1057930,1166453,901971
243,1055159,991091,920536,822049,849905,1023735,1091652,1337853,875291,999799,1024213,1100171,986787,969393,1037954,715315,888094,976132,702615,960157,852821,1076556,787274,1065847,813487,913640,1044587,1117981,984532,1006063,1052716,943685,886381,752890,1037423,870177,1070762,1058120,1166742,902463
244,1055559,991400,920859,822446,850184,1024030,1091968,1338202,875544,1000203,1024484,1100560,987061,969674,1038180,715639,888382,976491,702827,960409,853209,1076900,787577,1066237,813819,913972,1044934,1118297,984842,1006321,1053126,944051,886700,753226,1037766,870420,1071124,1058481,1167078,902639
245,1055829,991735,921206,822783,850557,1024336,1092297,1338506,875929,1000608,1024760,1100831,987391,970046,1038524,715952,888702,976675,703181,960842,853565,1077237,787928,1066606,814144,914305,1045299,1118693,985169,1006749,1053510,944379,886999,753563,1038122,870763,1071396,1058766,1167507,902947
246,1056173,992079,921564,823163,850854,1024700,1092603,1338867,876318,1000967,1025141,1101210,987792,970391,1038833,716344,889007,977007,703506,961130,853933,1077528,788191,1067050,814467,914585,1045661,1118982,985459,1007033,1053913,944729,887414,753894,1038487,871145,1071725,1059156,1167825,903341
247,1056573,992510,921894,823538,851257,1025048,1092953,1339296,876718,1001476,1025429,1101519,988094,970711,1039129,716656,889384,977277,703808,961474,854270,1077881,788538,1067387,814793,914994,1045974,1119328,985747,1007444,1054245,945094,887750,754184,1038662,871440,1072133,1059418,1168170,903719
248,1056845,992844,922164,823881,851613,1025423,1093260,1339615,876949,1001843,1025717,1101853,988361,971004,1039454,716883,889729,977510,704144,961737,854582,1078202,788925,1067710,815144,915403,1046321,1119599,986102,1007801,1054585,945491,888047,754549,1038910,871759,1072498,1059794,1168510,904032
249,1057211,993157,922449,824160,852017,1025711,1093620,1340019,877203,1002230,1026009,1102178,988753,971326,1039720,717241,889936,977847,704461,962089,854832,1078537,789186,1068039,815423,915673,1046627,1119935,986394,1008124,1054958,945802,888391,754836,1039326,872053,1072897,1060123,1168805,904359
250,1057479,993500,922836,824545,852368,1026075,1093970,1340310,877597,1002665,1026304,1102542,989071,971698,1040065,717620,890228,978196,704823,962447,855160,1078878,789493,1068364,815762,916090,1047028,1120256,986714,1008474,1055365,946101,888756,755158,1039641,872375,1073105,1060449,1169175,904654
251,1057805,993833,923111,824814,852663,1026458,1094306,1340660,877846,1003069,1026644,1102872,989426,972026,1040396,717930,890603,978499,705128,962782,855507,1079195,789768,1068826,816038,916338,1047289,1120672,986977,1008789,1055838,946478,889157,755633,1040112,872705,1073505,1060869,1169505,905060
252,1058079,994191,923529,825175,853016,1026784,1094630,1341026,878109,1003469,1026915,1103166,989602,972292,1040666,718223,890920,978796,705538,963132,855835,1079452,790049,1069191,816356,916677,1047649,1120868,987227,1009148,1056239,946818,889468,755844,1040448,873008,1073812,1061296,1169973,905433
253,1058463,994541,923853,825529,853391,1027141,1094937,1341372,878479,1003882,1027223,1103483,990029,972602,1040926,718606,891154,979202,705843,963366,856123,1079728,790405,1069541,816653,916968,1047948,1121208,987576,1009484,1056561,947166,889828,756247,1040797,873294,1074146,1061588,1170250,905771
254,1058706,994741,924080,825758,853622,1027434,1095171,1341622,878833,1004143,1027546,1103730,990317,972908,1041311,718887,891497,979384,706217,963701,856442,1080065,790781,1069853,816951,917302,1048202,1121487,987913,1009742,1056910,947503,890171,756572,1041099,873560,1074535,1061978,1170556,906126
255,1058771,994830,924151,825846,853723,1027515,1095286,1341718,879135,1004285,1027792,1104066,990608,973209,1041554,719191,891700,979677,706459,964010,856776,1080367,791108,1070277,817300,917640,1048498,1121842,988273,1010102,1057240,947794,890541,756953,1041423,873958,1074798,1062124,1170871,906413
256,1058771,994830,924151,825846,853723,1027515,1095286,1341718,879600,1004285,1028117,1104408,990958,973528,1041882,719478,892077,979990,706863,964306,857089,1080738,791437,1070591,817602,917909,1048804,1122162,988589,1010464,1057501,948114,890922,757183,1041589,874111,1075097,1062455,1171116,906675
257,1058771,994830,924151,825846,853723,1027515,1095286,1341718,879997,1004285,1028398,1104781,991356,973902,1042155,719796,892419,980318,707179,964678,857392,1081069,791752,1070947,817890,918237,1049166,1122524,988822,1010803,1057552,948473,891182,757254,1041655,874178,1075482,1062521,1171191,906805
258,1058771,994830,924151,825846,853723,1027515,1095286,1341718,880396,1004285,1028765,1105128,991801,974365,1042422,720155,892691,980619,707514,964969,857691,1081400,792056,1071309,818260,918579,1049484,1122905,989103,1011155,1057552,948802,891455,757254,1041655,874178,1075835,1062521,1171191,906805
259,1058771,994830,924151,825846,853723,1027515,1095286,1341718,880755,1004285,1029087,1105402,992055,974595,1042692,720436,893021,980913,707817,965336,858019,1081719,792450,1071689,818568,918922,1049807,1123202,989450,1011440,1057552,949197,891836,757254,1041655,874178,1076205,1062521,1171191,906805
260,1058771,994830,924151,825846,853723,1027515,1095286,1341718,881143,1004285,1029339,1105754,992409,974908,1042975,720799,893417,981189,708115,965660,858403,1082070,792734,1072095,818869,919282,1050102,1123536,989723,1011798,1057552,949547,892203,757254,1041655,874178,1076476,1062521,1171191,906805
261,1058771,994830,924151,825846,853723,1027515,1095286,1341718,881466,1004285,1029618,1106088,992687,975228,1043247,721024,893603,981430,708487,965949,858648,1082387,793038,1072466,819229,919594,1050522,1123816,990031,1012074,1057552,949930,892551,757254,1041655,874178,1076896,1062521,1171191,906805
262,1058771,994830,924151,825846,853723,1027515,1095286,1341718,881778,1004285,1029943,1106426,993073,975586,1043573,721454,893955,981783,708826,966245,858937,1082777,793319,1072821,819574,919984,1050794,1124110,990290,1012407,1057552,950152,892880,757254,1041655,874178,1077254,1062521,1171191,906805
263,1058771,994830,924151,825846,853723,1027515,1095286,1341718,882108,1004285,1030138,1106730,993375,975923,1043945,721727,894225,982066,709134,966508,859218,1083112,793617,1073270,819933,920323,1051192,1124473,990665,1012768,1057552,950495,893241,757254,1041655,874178,1077590,1062521,1171191,906805
264,1058771,994831,924151,825846,853723,1027516,1095286,1341718,882225,1004285,1030394,1106982,993637,976141,1044150,721950,894474,982288,709391,966741,859495,1083373,793907,1073640,820195,920582,1051488,1124782,990990,1013065,1057552,950713,893517,757254,1041655,874178,1077834,1062521,1171191,906805
265,1058771,994831,924151,825846,853723,1027516,1095286,1341718,882225,1004285,1030513,1107129,993781,976301,1044295,722121,894617,982417,709589,966924,859725,1083725,794274,1073943,820475,920873,1051762,1125146,991273,1013356,1057552,950738,893848,757254,1041655,874178,1077916,1062521,1171191,906805
266,1058771,994831,924151,825846,853723,1027516,1095286,1341718,882225,1004285,1030513,1107129,993781,976301,1044295,722121,894617,982417,709590,966924,859804,1084033,794537,1074017,820560,920941,1051877,1125454,991561,1013483,1057552,950738,894017,757254,1041655,874178,1077916,1062522,1171191,906805
267,1058771,994831,924151,825848,853723,1027516,1095286,1341718,882225,1004285,1030513,1107129,993781,976301,1044295,722121,894617,982417,709590,966924,859804,1084320,794857,1074017,820560,920941,1051877,1125766,991850,1013483,1057552,950738,894062,757254,1041655,874178,1077916,1062522,1171191,906805
268,1058771,994831,924151,825848,853723,1027517,1095286,1341718,882225,1004285,1030513,1107129,993781,976301,1044295,722121,894617,982417,709590,966924,859804,1084614,795194,1074017,820560,920941,1051877,1126046,992155,1013483,1057552,950738,894062,757254,1041656,874179,1077916,1062522,1171191,906805
269,1058771,994831,924151,825848,853723,1027517,1095286,1341718,882225,1004285,1030513,1107129,993781,976301,1044295,722121,894617,982417,709590,966924,859804,1084899,795501,1074017,820560,920941,1051877,1126423,992457,1013483,1057552,950738,894062,757254,1041656,874179,1077916,1062522,1171191,906805
270,1058771,994831,924151,825848,853723,1027517,1095286,1341718,882225,1004285,1030513,1107129,993781,976301,1044295,722121,894617,982417,709590,966924,859804,1085236,795877,1074017,820560,920941,1051877,1126685,992762,1013483,1057552,950738,894062,757254,1041656,874179,1077916,1062522,1171191,906805
271,1058771,994831,924151,825848,853723,1027518,1095286,1341718,882225,1004285,1030513,1107129,993781,976301,1044295,722121,894617,982417,709590,966924,859804,1085551,796145,1074017,820560,920941,1051877,1127000,993097,1013483,1057553,950738,894062,757254,1041656,874179,1077916,1062522,1171191,906806
272,1058771,994831,924151,825848,853723,1027518,1095286,1341718,882225,1004285,1030513,1107129,993781,976301,1044295,722121,894617,982417,709590,966924,859804,1085886,796444,1074017,820560,920941,1051877,1127449,993356,1013483,1057553,950738,894062,757254,1041656,874179,1077916,1062522,1171191,906806
273,1058771,994831,924152,825848,853723,1027518,1095286,1341718,882225,1004285,1030513,1107129,993781,976301,1044295,722121,894617,982417,709590,966924,859804,1086218,796698,1074017,820560,920941,1051877,1127752,993618,1013483,1057553,950738,894062,757254,1041656,874180,1077916,1062522,1171191,906806
274,1058772,994831,924152,825848,853723,1027518,1095286,1341718,882225,1004285,1030513,1107129,993781,976301,1044295,722121,894617,982417,709590,966924,859804,1086502,796747,1074017,820561,920941,1051877,1128041,993713,1013483,1057553,950738,894062,757254,1041656,874180,1077916,1062522,1171191,906806
275,1058772,994832,924152,825848,853723,1027518,1095286,1341718,882225,1004285,1030513,1107129,993781,976301,1044295,722122,894617,982417,709590,966924,859804,1086739,796747,1074017,820561,920941,1051877,1128343,993714,1013483,1057553,950738,894062,757254,1041656,874180,1077916,1062522,1171191,906806
276,1058772,994832,924152,825848,853723,1027518,1095286,1341718,882225,1004286,1030513,1107129,993781,976301,1044295,722122,894618,982417,709590,966924,859804,1086795,796747,1074018,820561,920941,1051877,1128446,993714,1013483,1057553,950738,894062,757254,1041657,874180,1077916,1062522,1171191,906806
277,1058772,994833,924152,825848,853723,1027518,1095286,1341718,882225,1004286,1030513,1107129,993781,976301,1044295,722122,894618,982417,709590,966924,859804,1086795,796747,1074018,820561,920941,1051877,1128446,993714,1013483,1057553,950738,894062,757254,1041657,874180,1077916,1062522,1171191,906806
278,1058772,994833,924152,825848,853723,1027518,1095286,1341718,882225,1004286,1030513,1107129,993782,976301,1044295,722122,894618,982417,709590,966924,859804,1086795,796747,1074018,820561,920941,1051877,1128446,993714,1013483,1057553,950738,894062,757254,1041657,874180,1077916,1062522,1171191,906806
279,1058772,994833,924152,825848,853723,1027518,1095286,1341718,882225,1004286,1030513,1107129,993782,976301,1044295,722122,894618,982417,709590,966924,859804,1086795,796747,1074018,820561,920941,1051877,1128446,993714,1013483,1057553,950738,894062,757255,1041657,874180,1077916,1062522,1171191,906806
280,1058772,994833,924152,825848,853723,1027518,1095286,1341718,882225,1004287,1030513,1107129,993782,976301,1044295,722122,894618,982417,709590,966924,859804,1086795,796747,1074018,820561,920942,1051877,1128446,993714,1013483,1057553,950738,894062,757257,1041657,874180,1077916,1062522,1171191,906806
281,1058772,994833,924152,825848,853723,1027518,1095286,1341718,882225,1004287,1030513,1107129,993782,976302,1044295,722122,894618,982417,709590,966924,859804,1086795,796747,1074018,820561,920942,1051877,1128446,993714,1013484,1057553,950738,894062,757257,1041657,874180,1077916,1062522,1171191,906807
282,1058772,994833,924152,825848,853723,1027518,1095286,1341718,882225,1004287,1030514,1107129,993782,976302,1044295,722122,894618,982417,709590,966924,859804,1086795,796747,1074018,820561,920942,1051877,1128446,993714,1013484,1057553,950738,894062,757257,1041657,874180,1077917,1062522,1171191,906807
283,1058772,994833,924152,825848,853723,1027518,1095286,1341718,882225,1004287,1030514,1107129,993782,976302,1044295,722122,894618,982417,709590,966924,859804,1086795,796747,1074018,820561,920942,1051877,1128446,993714,1013484,1057553,950738,894062,757257,1041657,874180,1077917,1062522,1171191,906807
284,1058772,994833,924152,825848,853723,1027518,1095286,1341718,882225,1004288,1030514,1107129,993782,976302,1044295,722122,894618,982417,709590,966924,859804,1086795,796747,1074018,820561,920942,1051877,1128446,993714,1013485,1057553,950738,894062,757257,1041657,874180,1077917,1062523,1171191,906807
285,1058772,994833,924152,825848,853723,1027518,1095286,1341718,882225,1004288,1030514,1107129,993782,976302,1044295,722122,894618,982417,709590,966924,859805,1086795,796747,1074018,820561,920942,1051877,1128446,993714,1013485,1057553,950738,894062,757257,1041657,874180,1077917,1062523,1171191,906807
