w/s,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
206,31.0,42.42,23.76,25.25,27.0,54.55,30.69,33.33,39.0,12.87,29.29,48.0,41.41,61.0,23.0,47.47,54.55,49.0,42.57,25.0,17.17,43.0,47.0,22.22,44.44,20.39,34.34,29.7,53.47,27.0,15.84,54.55,26.26,34.34,14.0,14.14,28.0,43.0,21.0,47.52,44.44,33.66,15.0,34.34,51.02,45.54,35.29,28.16,45.45,38.0,38.78,22.0,22.0,31.0,29.29,40.4,59.0,24.75,18.18,49.0,34.0,48.48,26.47,22.55,51.0,40.0,32.67,55.0,50.0,30.3,31.0,43.43,33.66,33.0,26.0,33.0,28.57,71.0,24.0,39.39,25.74,50.0,24.24,62.0,51.02,46.0,35.64,44.0,37.37,43.43,31.31,60.4,24.24,26.0,41.41,46.53,35.0,44.44,51.0,39.6,33.67,58.42,55.0,58.16,14.0,20.0,31.0,58.59,37.37,23.23,22.0,34.0,55.0,58.59,57.58,17.17,42.0,38.38,27.55,32.67,34.65,32.0,43.43,30.0,53.06,27.45,40.0,22.22,16.16,43.0,16.0,34.69,27.0,35.35,30.0,43.88,31.31,52.0,48.48,31.0
207,31.0,37.62,20.39,25.51,15.15,36.27,33.66,49.49,50.0,15.15,50.5,67.68,27.55,34.65,38.38,30.0,32.0,59.41,46.94,27.0,28.71,46.94,29.29,30.69,58.59,26.26,37.62,35.0,53.06,35.0,25.25,35.71,32.32,21.0,37.37,47.47,30.61,34.34,24.24,50.0,36.36,38.38,16.0,25.25,54.55,28.57,18.18,20.79,22.22,53.0,54.0,24.49,17.35,28.0,20.2,44.0,51.0,20.2,20.79,56.0,12.87,53.47,41.0,37.0,25.51,30.39,44.44,58.0,63.37,26.0,22.0,15.15,31.0,28.0,27.0,50.98,32.0,51.52,31.0,52.0,13.86,44.55,17.0,40.4,45.0,35.35,45.45,50.51,36.73,19.19,46.46,45.45,44.44,26.26,35.0,43.43,42.86,54.55,22.22,32.0,24.24,36.36,19.19,26.0,31.0,27.27,37.0,45.0,37.0,19.0,20.0,44.0,42.42,43.88,32.32,45.54,25.25,49.49,30.69,53.54,36.0,5.0,30.3,18.18,64.0,47.96,18.0,34.0,30.0,39.18,26.73,28.0,24.49,48.48,49.49,42.0,42.16,61.62,37.0,36.0
208,36.36,27.72,53.54,36.27,21.21,48.48,35.35,53.0,35.71,21.78,64.65,49.5,50.0,46.0,35.0,23.47,28.71,51.0,41.58,44.0,28.28,28.43,14.14,36.36,55.0,37.62,20.41,24.24,30.0,37.0,28.0,46.53,18.18,37.37,43.43,33.0,45.45,33.33,37.62,31.68,31.68,23.23,37.37,50.0,51.0,31.0,34.34,43.0,33.33,54.55,46.53,32.32,19.0,39.39,21.0,59.6,35.0,12.12,19.8,45.45,32.32,47.96,43.0,30.0,47.52,41.84,36.36,23.23,52.53,30.3,37.62,17.82,25.25,21.21,17.17,39.6,38.0,48.0,42.86,48.0,27.27,35.0,38.0,53.0,42.0,30.69,50.51,59.0,45.0,32.32,51.0,25.0,26.0,24.0,18.18,24.0,26.0,39.0,19.39,43.0,27.72,38.38,38.0,37.0,51.49,21.78,46.53,39.0,25.25,17.0,35.35,37.37,43.0,41.0,55.0,55.56,43.0,55.45,56.12,35.35,47.52,36.0,22.0,19.39,36.36,10.0,34.34,36.36,28.28,37.0,24.0,38.0,31.68,41.58,43.43,42.42,24.24,33.67,41.58,45.45
209,31.0,47.47,42.0,51.96,34.31,52.48,57.0,40.0,37.62,9.09,34.0,41.0,48.0,48.48,67.0,16.0,30.69,63.64,38.0,34.65,41.41,50.0,27.0,36.63,27.0,39.0,56.0,37.0,36.36,19.0,20.0,18.18,21.78,40.0,38.0,17.0,25.25,50.0,35.0,60.4,27.27,41.41,46.46,44.0,49.0,45.0,14.0,54.08,41.58,37.0,43.43,30.69,26.26,42.0,26.26,54.46,56.57,18.0,13.13,43.0,35.35,40.0,40.59,21.0,70.3,36.36,33.0,21.78,42.57,18.18,61.0,31.0,38.0,36.0,35.0,43.43,30.0,30.0,32.0,31.0,44.0,19.19,44.0,46.46,30.69,35.71,54.0,48.48,30.0,29.7,46.0,45.92,30.0,32.32,38.0,36.36,47.47,29.29,15.0,38.78,25.25,38.0,46.46,25.0,32.32,44.0,23.23,22.22,29.29,17.17,29.59,25.25,17.17,37.0,47.52,50.0,34.0,36.0,37.0,20.79,40.82,24.0,22.22,36.63,33.0,22.77,28.28,9.09,28.71,44.44,29.59,69.39,34.0,29.29,38.38,41.41,28.0,22.22,24.24,29.29
210,41.0,41.58,11.0,40.2,43.88,37.37,49.0,27.0,41.84,4.95,45.45,48.48,50.51,49.0,37.37,43.43,41.58,39.39,57.14,27.72,37.0,54.9,25.25,16.33,40.4,17.0,14.0,26.21,26.0,21.21,33.66,34.65,14.14,23.23,29.59,18.18,40.0,28.28,41.18,33.0,33.0,46.0,36.0,54.46,50.0,44.44,44.44,28.71,36.0,52.48,35.0,30.61,26.26,55.45,23.0,32.65,33.0,13.0,17.82,35.35,32.0,51.49,42.0,35.29,51.49,54.0,48.0,31.31,52.53,11.0,29.0,56.57,48.48,32.0,54.55,33.0,29.29,39.39,33.33,55.45,45.54,30.3,26.26,52.53,25.25,15.84,53.0,46.46,58.59,25.25,40.59,36.0,46.53,54.0,38.38,50.0,45.45,38.0,28.71,43.43,35.64,40.0,49.5,24.24,59.0,36.36,38.0,28.0,36.0,44.44,30.0,45.1,25.74,26.26,53.0,53.54,30.69,29.0,46.0,56.57,49.0,44.0,36.36,39.0,42.0,38.0,26.53,15.15,40.4,29.29,36.36,52.53,43.0,27.0,61.0,53.06,32.32,37.0,37.0,38.38
211,23.0,42.16,23.76,23.0,32.67,28.71,33.33,23.23,46.46,13.13,53.47,26.0,28.28,36.0,36.0,14.14,39.39,58.59,45.1,25.0,37.37,51.0,23.0,24.0,18.0,32.0,30.69,15.0,29.0,24.0,42.42,20.2,18.0,35.0,33.0,20.79,42.42,35.29,39.0,32.0,43.43,50.51,18.0,35.35,26.73,42.0,40.0,30.3,54.55,29.29,25.0,33.33,40.82,27.0,33.67,27.0,41.41,18.0,13.0,36.27,36.36,50.51,35.0,30.0,29.7,52.48,51.0,33.33,50.51,21.21,45.0,49.49,33.0,10.1,49.5,32.0,30.0,40.4,46.0,66.67,36.0,25.0,38.0,30.39,35.35,41.0,24.24,41.41,52.53,36.0,32.32,35.0,46.0,32.0,31.31,37.37,31.31,37.0,36.73,31.31,54.55,57.0,56.57,29.0,56.0,43.0,41.0,39.0,46.94,36.36,41.0,28.57,23.23,28.57,36.36,61.0,32.0,47.52,45.0,33.33,48.0,22.22,28.0,24.0,40.4,52.04,22.77,31.68,39.0,36.0,30.69,25.0,40.59,41.41,38.0,57.43,44.0,24.0,35.0,30.69
212,13.0,26.0,23.76,30.69,32.32,41.18,36.0,15.84,38.61,7.92,46.53,56.44,43.0,41.0,46.94,15.84,32.32,70.59,46.0,36.27,29.0,31.68,11.88,34.0,32.0,36.0,38.0,41.41,25.51,35.64,32.0,37.0,30.3,43.0,33.33,9.09,20.2,55.56,66.0,31.68,43.0,41.41,26.0,15.0,44.44,30.69,73.74,47.47,47.52,41.0,49.0,20.0,33.66,48.0,21.78,23.0,44.0,18.0,35.35,54.55,21.78,30.39,43.56,40.0,39.39,45.45,25.25,51.0,59.0,19.0,40.59,25.25,43.43,33.33,34.34,29.29,33.33,43.43,38.0,59.18,68.0,39.6,33.0,49.49,33.66,39.39,45.54,34.0,42.0,33.33,30.0,21.21,28.28,25.25,29.29,38.0,20.0,22.45,26.0,46.94,50.51,38.38,54.46,25.25,52.48,59.6,24.0,35.35,36.0,34.65,38.38,9.0,30.1,35.71,30.0,48.51,25.0,32.0,29.29,20.2,48.98,33.33,45.45,33.33,27.0,29.0,33.33,34.0,33.0,31.31,29.59,27.27,33.0,38.0,22.22,41.84,59.0,52.48,47.47,37.37
213,32.67,28.0,27.18,22.77,32.0,26.73,35.0,26.0,36.0,14.0,43.43,51.0,35.0,33.33,28.0,26.53,45.45,46.46,31.0,56.0,14.85,34.65,24.75,20.0,28.28,47.47,46.0,53.0,22.0,33.33,32.32,29.29,34.0,49.49,43.43,16.16,24.24,37.0,19.0,24.49,32.32,43.43,22.0,38.0,44.0,30.3,31.0,43.0,64.65,51.49,22.0,35.35,43.88,49.5,49.5,38.38,38.38,22.0,16.0,31.68,45.0,37.37,38.61,50.0,23.23,60.61,19.0,44.44,55.56,27.27,18.18,33.0,55.56,46.46,51.49,33.33,37.0,17.82,29.7,48.51,34.69,35.0,16.16,44.44,46.94,35.35,53.06,37.0,22.22,24.24,42.42,12.12,39.0,27.27,43.43,53.54,11.11,24.0,35.71,35.0,58.16,42.42,50.0,28.0,48.98,46.0,26.0,27.27,34.65,46.94,44.44,29.59,28.0,40.0,37.0,38.0,27.72,29.29,31.68,39.0,16.16,23.0,40.0,28.57,29.29,20.2,32.32,45.45,21.78,39.0,37.0,34.0,40.4,17.0,29.29,55.0,47.47,56.12,26.0,34.69
214,48.51,41.41,19.0,30.69,39.0,41.0,31.0,39.0,38.38,32.65,52.53,41.0,35.64,45.0,41.0,39.39,59.0,46.53,41.0,28.28,36.0,40.82,22.22,51.52,25.74,37.37,53.47,21.57,22.45,16.16,39.0,33.0,24.24,47.47,33.33,23.0,53.54,36.36,39.39,45.0,44.0,29.7,24.24,34.69,30.0,37.0,56.57,44.9,52.53,50.52,32.65,40.82,51.49,34.69,23.47,29.29,40.0,16.16,26.47,35.35,24.0,18.0,21.78,48.48,28.43,41.0,43.0,47.06,62.0,43.43,34.65,38.38,51.49,40.59,28.0,20.59,24.0,25.25,20.41,48.51,40.59,27.27,29.0,47.0,42.42,24.24,52.94,42.86,31.63,39.39,43.56,8.08,24.24,28.0,33.67,34.65,29.29,33.33,55.56,42.42,47.52,33.33,47.06,32.99,42.42,52.04,42.0,53.54,51.52,34.34,33.0,61.0,47.52,43.43,44.44,48.0,32.0,41.0,23.0,50.0,39.39,37.37,32.32,16.0,44.44,20.2,39.8,45.45,31.31,31.68,36.63,37.37,27.72,26.26,46.46,54.08,33.67,19.8,31.31,22.77
215,47.47,38.24,37.0,33.0,44.55,39.0,60.61,24.0,26.26,12.87,48.0,40.4,24.0,27.0,27.27,43.43,54.0,33.33,44.0,38.0,38.0,57.43,13.27,38.0,41.0,44.0,58.16,39.8,29.0,20.79,43.88,31.68,34.34,44.44,61.0,39.39,35.35,30.69,34.0,40.82,37.37,40.4,38.0,17.82,54.0,41.41,36.36,45.54,62.24,39.6,34.0,37.0,41.0,38.38,21.21,43.88,26.0,16.0,28.0,20.59,33.33,16.83,35.35,51.52,31.0,34.0,55.1,45.45,38.38,31.0,37.37,40.0,44.44,29.0,43.43,34.34,41.41,22.45,47.0,35.35,41.0,52.48,37.0,52.04,49.5,55.56,52.0,31.0,30.0,30.61,50.0,10.1,43.43,45.0,23.0,30.3,28.57,17.0,40.0,39.39,41.0,38.0,35.35,41.0,30.0,28.28,36.63,41.0,50.5,45.0,29.59,34.65,20.0,43.43,38.0,57.14,28.28,23.0,37.37,29.0,42.0,20.2,27.0,15.15,27.0,16.16,34.0,26.73,41.41,45.0,31.31,32.0,20.79,20.79,81.82,23.0,29.0,19.19,45.45,39.39
216,50.0,50.0,22.0,30.0,29.0,26.26,43.56,49.49,22.77,28.0,49.49,41.41,29.59,47.47,47.47,40.0,31.37,27.27,36.63,30.69,23.0,33.66,14.0,33.33,34.34,28.57,43.0,29.0,54.46,41.0,37.37,27.0,26.0,31.0,45.45,42.57,47.47,32.32,26.0,44.0,32.67,36.36,48.48,30.3,51.0,28.0,36.36,40.4,42.0,29.29,26.26,19.0,39.39,28.71,30.0,45.45,30.0,23.23,19.61,42.42,17.82,26.0,23.76,53.0,31.0,34.34,22.55,41.41,35.0,29.29,29.0,40.0,45.45,27.55,40.0,44.55,52.48,42.0,30.3,29.0,47.47,44.55,26.0,54.55,33.0,50.0,37.0,26.0,33.0,26.73,51.52,24.24,46.0,46.53,36.36,45.0,35.0,22.0,43.56,47.47,27.0,49.49,43.0,28.71,44.0,34.0,39.0,41.41,51.52,26.26,43.14,19.0,47.96,32.0,21.36,42.42,40.4,13.27,38.0,24.24,37.0,32.0,40.0,31.31,22.77,22.0,20.0,50.0,29.29,29.29,36.73,46.46,34.65,35.35,38.0,41.41,42.86,42.42,58.59,36.0
217,28.43,30.69,13.0,12.87,27.27,38.24,58.59,29.0,40.0,34.65,52.0,47.52,37.0,48.48,51.49,10.1,46.0,30.0,57.58,43.88,49.0,39.6,23.0,21.21,24.75,38.38,57.0,45.0,43.43,37.0,63.37,33.66,39.0,47.47,25.51,18.0,35.35,17.35,26.26,55.56,41.0,29.0,15.69,18.18,38.78,37.37,29.0,28.28,48.0,24.0,25.74,27.72,52.53,50.0,29.29,32.67,31.31,20.79,16.16,37.0,30.3,36.36,40.0,35.35,24.24,35.64,32.0,36.36,30.0,26.47,47.06,24.75,28.0,36.63,51.52,26.0,41.84,34.69,47.0,34.0,58.59,40.4,15.69,46.0,61.62,51.02,37.62,41.41,40.82,39.39,71.43,19.0,39.0,58.16,42.42,39.0,29.0,36.36,33.33,50.51,41.41,36.0,59.0,20.2,24.0,51.0,40.4,67.0,44.44,44.44,37.37,41.0,37.25,24.0,32.65,51.0,30.3,26.0,35.35,38.0,45.92,31.31,32.32,22.22,57.58,36.36,17.35,24.24,38.78,30.0,31.68,49.0,35.0,30.69,48.0,32.67,28.0,47.47,52.53,39.39
218,28.0,44.0,30.0,27.0,27.0,29.0,28.71,35.0,29.59,28.57,36.36,45.0,39.39,20.79,22.22,8.91,47.06,57.58,33.33,38.0,42.0,44.44,21.21,25.74,16.16,32.69,39.8,29.0,54.55,34.31,27.0,30.3,14.0,65.66,35.64,34.34,28.28,39.6,57.0,38.0,54.55,13.0,22.0,32.0,43.0,36.0,29.29,36.63,54.46,43.0,25.0,26.26,64.29,60.2,25.25,28.71,17.82,26.0,20.2,33.33,34.0,53.47,33.0,28.71,27.0,20.2,31.0,33.0,43.43,40.0,46.0,29.0,31.68,35.35,48.0,31.0,33.0,26.73,41.41,29.0,60.0,41.0,13.0,25.0,60.61,33.0,64.0,28.0,46.0,47.0,51.0,28.28,36.27,42.0,24.0,30.3,15.31,34.65,50.5,44.44,17.82,17.0,40.0,40.0,31.0,22.0,47.0,31.31,40.0,47.0,30.69,36.36,34.31,27.55,41.0,46.53,27.27,28.0,44.0,43.0,17.82,21.78,36.36,19.19,30.69,29.0,19.0,32.0,30.0,34.34,30.0,27.55,28.0,32.0,58.0,55.56,39.39,46.46,45.45,31.0
219,36.0,51.0,27.0,37.37,42.42,24.0,27.72,48.48,34.65,17.0,52.48,31.31,25.49,17.35,23.76,44.0,36.0,36.36,26.26,42.42,39.0,33.0,10.0,22.0,22.77,42.86,52.53,20.0,45.45,31.0,28.87,35.0,27.72,39.0,30.3,48.0,38.0,27.27,42.57,43.43,46.0,53.54,38.61,54.0,43.0,50.0,10.0,38.0,42.42,47.0,16.83,35.0,58.42,26.0,30.3,30.0,32.0,35.0,14.85,56.0,36.0,37.62,41.0,28.0,34.0,32.0,35.0,40.0,56.44,11.0,23.0,47.47,41.58,37.0,30.3,18.18,45.0,33.33,46.46,33.66,63.27,34.69,32.32,49.49,55.45,34.34,53.0,32.0,36.63,38.38,31.0,43.43,50.5,41.41,17.17,32.0,12.87,47.47,47.47,28.71,45.0,22.22,23.23,39.6,44.44,30.61,48.0,10.0,25.25,46.46,32.65,34.34,49.49,26.0,47.47,59.6,21.78,33.33,47.47,36.0,13.0,22.22,24.75,29.0,31.31,17.0,11.0,32.0,40.4,23.23,22.45,26.26,27.27,42.0,28.0,26.0,45.92,45.54,39.8,26.26
220,28.71,51.49,20.2,49.49,35.71,46.46,21.43,43.56,38.14,22.77,50.0,42.42,25.25,21.21,19.39,42.27,41.0,64.36,33.66,44.0,50.51,33.0,38.0,22.77,24.0,48.51,34.31,38.61,25.0,33.33,32.67,22.0,37.76,41.84,28.0,14.14,49.49,60.61,37.0,55.56,68.69,25.25,23.23,52.0,53.54,33.67,37.37,48.48,26.0,45.45,27.27,43.14,58.76,36.36,39.39,31.63,28.71,24.0,10.89,33.0,29.0,51.0,62.38,38.0,47.0,41.41,41.41,64.08,51.96,40.4,42.0,40.4,38.38,34.69,46.53,43.56,42.42,26.26,67.33,31.0,41.18,41.0,50.0,52.04,39.39,27.0,29.0,25.25,55.56,19.8,35.35,26.53,36.63,45.45,9.0,30.39,23.23,41.58,33.33,16.16,55.0,34.65,25.74,33.33,53.54,35.0,23.53,21.43,21.21,47.47,67.0,43.0,42.27,54.55,54.46,42.0,39.39,29.0,52.53,43.0,2.97,29.7,28.28,35.71,33.66,28.87,12.12,17.17,37.0,29.0,49.0,33.0,25.0,32.0,30.0,43.0,23.76,29.29,54.46,32.32
221,16.67,38.0,11.88,46.53,21.57,49.5,21.78,51.0,41.58,36.36,34.69,45.0,22.22,45.0,32.67,44.12,43.43,64.36,26.73,52.48,32.0,45.45,44.0,40.0,32.0,56.0,44.0,42.42,37.76,27.0,19.19,23.0,45.0,33.66,27.27,15.0,30.0,20.41,49.0,40.2,43.0,44.0,16.0,49.49,37.76,43.56,45.45,43.0,27.27,44.0,14.85,32.32,36.36,37.62,45.0,26.0,36.0,15.84,16.33,30.0,17.82,32.67,46.0,43.56,48.0,35.64,41.41,31.31,52.53,44.0,40.4,25.25,49.5,52.48,34.0,58.82,42.0,41.0,42.0,53.54,42.42,49.49,35.35,59.0,57.58,41.41,27.0,23.76,55.88,44.9,26.26,58.0,37.76,34.0,23.76,12.12,38.38,54.55,31.0,14.0,69.0,39.8,44.55,27.27,43.43,31.31,26.26,35.71,3.0,32.0,44.44,24.49,38.24,35.0,35.64,28.0,33.0,22.45,41.0,45.45,13.0,37.0,31.31,38.0,38.38,33.66,16.16,30.0,23.23,28.0,40.59,46.46,29.0,39.0,30.0,28.28,46.0,44.0,60.61,56.57
222,18.18,38.0,16.0,33.33,26.73,48.48,20.2,36.36,43.43,25.49,37.0,12.87,29.7,33.33,21.21,43.43,32.0,62.0,35.64,30.0,35.35,37.37,46.46,30.39,24.75,28.71,32.67,23.0,40.0,39.39,29.7,29.0,28.28,16.83,44.44,31.0,20.0,28.0,33.33,40.82,52.48,31.0,37.0,30.3,50.5,59.0,38.38,30.69,25.25,21.21,14.0,57.0,50.0,35.71,35.35,22.22,31.68,30.0,9.0,31.31,13.13,41.41,30.0,30.0,20.79,34.0,41.0,28.0,46.53,43.0,53.54,30.69,23.0,41.41,46.46,56.57,22.0,49.5,33.33,56.0,24.24,56.0,26.53,39.0,40.0,41.0,22.77,35.35,53.0,42.57,44.44,48.0,44.12,28.71,47.47,30.3,42.57,62.63,47.0,28.0,63.64,42.57,44.0,25.25,59.41,32.0,27.27,47.47,10.1,39.0,28.71,33.33,40.4,22.0,31.63,34.34,35.35,44.0,29.0,46.0,21.21,40.59,44.0,23.23,57.58,44.0,20.0,38.38,28.28,7.0,38.0,43.56,23.23,40.4,34.0,46.53,48.0,29.0,58.59,67.0
223,17.0,45.92,27.72,35.35,22.45,39.0,29.41,52.48,30.0,37.0,42.42,36.63,48.48,45.0,27.0,34.0,44.9,33.01,51.02,40.0,20.0,40.0,38.38,19.19,22.0,47.52,31.68,49.49,32.32,23.23,40.4,37.62,17.0,36.36,32.67,57.58,17.17,26.0,38.78,37.0,40.59,53.54,35.0,26.26,37.76,38.38,39.6,54.55,22.0,24.0,17.0,35.0,51.02,27.72,34.0,26.26,15.0,20.2,21.0,22.55,31.0,40.0,39.0,40.2,17.17,37.37,40.59,27.0,51.0,56.57,53.47,48.48,35.35,29.0,26.73,45.45,14.29,23.23,41.84,26.26,16.16,26.26,23.76,53.0,26.73,38.61,32.32,24.75,55.45,30.0,38.0,51.0,24.75,27.72,38.0,28.0,33.33,38.61,46.0,32.32,45.92,28.28,17.82,24.75,39.0,22.0,8.91,24.24,30.3,46.46,45.45,59.0,51.52,31.0,33.33,27.55,54.0,53.54,30.0,44.44,43.0,31.63,45.0,24.24,50.51,35.35,30.0,24.24,28.57,7.0,54.0,37.37,28.28,49.49,30.69,36.36,42.42,44.44,41.18,33.33
224,37.37,24.75,31.68,52.0,45.1,20.79,35.35,58.59,18.0,48.0,36.0,25.25,20.59,21.21,26.26,52.0,49.5,24.24,36.0,38.38,42.42,25.0,49.49,36.27,37.37,49.49,46.0,44.44,33.0,45.45,23.23,20.41,35.35,39.0,49.49,33.33,19.19,36.73,31.0,35.0,40.59,58.0,32.0,20.2,47.47,58.16,36.36,23.76,28.28,26.73,17.17,16.16,30.3,43.43,33.33,15.84,30.3,33.0,9.9,27.0,54.55,43.43,25.25,25.25,34.0,43.0,40.0,34.0,36.36,44.0,47.47,48.0,40.59,25.74,30.0,43.43,21.0,45.0,41.58,36.0,28.0,15.15,25.0,27.27,32.32,31.0,17.0,37.0,41.84,49.49,32.0,53.0,33.66,42.86,40.0,37.76,41.41,43.43,42.0,45.45,30.0,47.0,35.35,23.23,43.43,42.0,25.25,30.0,17.17,51.52,37.76,50.51,52.53,17.17,47.0,51.52,49.5,42.42,43.14,23.0,35.35,26.73,31.31,24.24,45.45,32.0,30.3,52.0,39.6,30.69,30.0,72.0,36.0,37.37,20.2,38.0,44.0,50.5,35.0,39.39
225,32.32,38.0,15.84,55.0,37.37,32.0,36.0,48.98,53.0,39.39,28.28,39.6,30.3,39.39,30.69,42.42,33.33,29.29,23.47,30.69,26.73,33.33,47.52,36.0,31.0,51.02,32.67,34.34,28.43,39.0,37.0,37.0,38.1,32.67,56.12,23.0,19.61,34.34,44.44,50.51,48.98,44.0,30.0,28.28,54.55,36.0,40.82,38.38,41.41,32.0,27.27,24.51,23.23,34.0,30.3,23.76,40.59,26.0,32.32,28.0,23.76,41.58,33.66,26.0,35.35,23.76,41.41,25.0,53.0,41.0,52.53,48.48,31.68,30.3,36.63,35.0,26.0,42.42,32.32,35.0,22.45,19.61,17.82,48.0,37.0,28.28,13.13,26.0,39.22,34.34,51.0,49.49,32.67,47.52,51.52,42.42,36.0,36.63,49.49,32.0,51.49,54.55,34.0,25.0,46.53,29.29,34.0,13.13,24.75,44.44,18.18,59.0,44.0,35.35,47.47,41.0,33.0,37.0,33.01,29.0,48.48,11.11,40.0,32.0,33.0,24.49,43.0,50.51,38.38,29.29,28.0,45.0,16.16,56.57,35.0,38.78,62.24,53.06,40.4,30.3
226,29.7,39.0,16.0,37.0,37.86,34.0,38.38,39.0,37.0,29.0,47.0,28.57,27.72,33.66,16.0,51.49,40.74,35.35,23.0,16.0,22.0,41.58,49.5,51.52,14.0,49.0,41.58,34.34,37.76,35.0,20.2,26.0,27.27,25.58,32.0,42.86,35.64,28.28,25.25,46.0,32.0,43.43,54.55,42.0,52.48,36.0,48.0,12.12,48.51,22.0,31.68,36.36,35.0,32.0,31.0,12.12,39.39,38.0,35.35,17.0,36.36,54.55,40.59,22.0,43.0,22.0,43.43,57.58,47.52,37.37,41.0,27.72,40.0,55.0,25.0,38.0,34.34,24.24,60.0,24.0,7.0,30.3,39.0,32.0,48.0,42.86,35.64,34.0,48.51,28.71,22.22,49.0,29.0,37.76,63.0,37.37,17.35,41.0,44.44,25.0,40.82,39.39,31.31,16.16,30.3,18.18,26.26,19.8,18.37,27.0,30.0,48.51,36.0,22.0,39.8,52.04,36.36,46.53,43.0,42.0,36.0,22.55,38.0,54.0,20.2,34.65,35.35,34.34,34.34,30.0,26.73,39.6,45.0,41.0,48.51,50.0,39.39,27.45,50.51,31.0
227,39.6,43.56,21.43,55.56,36.63,30.0,38.0,25.74,32.0,30.0,34.65,19.0,40.4,27.55,40.4,55.56,26.53,17.82,23.0,26.0,28.0,43.56,43.75,40.59,18.18,49.0,38.0,40.0,19.0,56.0,27.55,17.17,59.18,13.0,46.0,41.41,26.26,56.57,38.38,39.6,42.0,39.39,29.7,37.37,44.9,38.0,49.0,18.81,37.37,55.0,30.3,30.3,27.0,43.43,57.58,30.0,40.59,43.0,22.45,30.0,39.39,46.53,51.49,20.2,49.48,52.04,20.41,47.47,36.0,39.6,40.0,40.4,13.0,32.32,61.62,46.0,36.36,48.48,39.39,35.0,17.82,65.35,24.0,46.0,61.39,26.0,34.34,34.69,31.96,30.69,41.58,50.0,25.74,41.18,26.26,36.0,46.53,37.37,45.45,31.31,40.4,42.0,43.43,36.0,36.27,36.0,45.45,19.59,48.0,33.33,25.74,36.73,48.0,26.53,46.53,38.0,38.38,35.71,21.0,45.54,48.0,16.33,18.18,21.21,30.3,54.55,44.9,37.37,19.19,38.0,44.44,23.0,30.61,51.02,43.88,42.86,37.0,46.46,51.0,38.38
228,30.0,32.67,36.36,26.0,25.51,43.0,23.0,45.0,32.32,21.78,48.48,42.42,34.95,50.0,24.75,21.78,25.0,28.28,35.0,26.0,13.0,33.66,36.63,44.12,30.3,55.56,51.0,33.33,42.0,49.0,31.0,15.0,44.44,10.0,24.24,37.0,16.0,41.58,26.0,52.53,25.74,56.57,18.18,59.0,40.4,53.54,37.37,36.36,52.53,45.0,22.22,41.58,21.21,43.0,26.73,39.39,23.23,32.0,26.26,43.43,46.53,34.34,31.31,35.29,28.28,23.0,9.9,60.61,37.62,30.3,49.02,53.06,35.64,42.0,40.0,36.36,36.0,37.25,40.59,41.24,33.67,53.54,14.85,57.14,45.0,33.0,29.29,36.63,48.0,17.17,57.0,56.0,23.0,28.0,56.57,21.21,40.4,65.0,43.56,30.61,35.64,31.31,27.27,56.12,23.23,35.0,43.0,27.72,33.66,31.31,22.22,25.49,40.4,40.0,28.0,40.0,47.0,33.0,25.25,17.17,27.0,4.95,19.0,30.0,26.0,41.0,32.32,23.23,35.35,22.0,33.0,27.0,31.0,64.0,57.0,34.0,45.0,31.68,34.34,35.71
