subop,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
207,778336,749154,693024,612382,626606,783298,940035,1244243,598540,634596,619794,773490,588809,752314,762540,445822,582192,768408,513987,690407,585457,724500,590334,810282,524744,508261,829240,797013,683921,702906,845179,619525,475615,371533,701466,674583,919860,923208,741171,602180
208,778564,749357,693213,612565,626812,783529,940228,1244439,598800,634847,619976,773690,588980,752471,762740,445998,582396,768644,514190,690617,585663,724690,590519,810525,524927,508468,829476,797224,684101,703114,845375,619718,475781,371744,701654,674752,920001,923327,741422,602335
209,778780,749563,693405,612792,626975,783634,940401,1244642,599030,635111,620140,773906,589142,752652,762882,446203,582548,768916,514401,690829,585852,724883,590695,810724,525061,508656,829698,797384,684275,703296,845581,619876,475975,371922,701869,674931,920203,923620,741505,602523
210,778986,749786,693609,612996,627177,783908,940622,1244879,599267,635325,620274,774109,589343,752835,763069,446441,582719,769005,514607,691014,586054,725050,590881,810946,525274,508832,829885,797560,684454,703498,845786,620046,476160,372103,702098,675101,920371,923784,741721,602703
211,779162,749972,693782,613199,627359,784088,940863,1245025,599438,635577,620469,774320,589551,753055,763226,446629,582944,769177,514823,691202,586256,725223,591065,811192,525426,509045,830106,797746,684620,703681,845986,620246,476336,372304,702233,675267,920577,923963,741885,602870
212,779343,750155,693964,613394,627542,784285,940958,1245252,599668,635870,620641,774547,589741,753263,763420,446828,583071,769343,515042,691376,586441,725453,591260,811421,525643,509233,830291,797937,684778,703923,846197,620427,476507,372580,702462,675471,920813,924140,742144,603082
213,779529,750328,694128,613603,627719,784473,941119,1245396,599840,636055,620827,774795,589959,753452,763606,446999,583289,769551,515264,691578,586651,725650,591448,811657,525834,509466,830469,798110,684975,704095,846422,620635,476725,372828,702709,675644,921069,924425,742266,603314
214,779692,750529,694285,613798,627908,784639,941320,1245588,600059,636303,620974,774964,590104,753651,763734,447207,583426,769747,515445,691737,586856,725836,591678,811870,526033,509646,830715,798317,685144,704317,846606,620791,476920,372998,702912,675826,921316,924586,742459,603533
215,779880,750726,694454,613995,628058,784865,941504,1245792,600269,636580,621147,775182,590321,753855,763931,447404,583582,769886,515642,691936,587045,726011,591827,812086,526183,509807,830908,798488,685313,704527,846828,620955,477123,373142,703080,676014,921515,924754,742665,603703
216,780059,750938,694629,614193,628301,785053,941660,1245947,600419,636760,621297,775403,590528,754014,764097,447573,583750,770072,515887,692152,587247,726191,592008,812327,526404,510067,831096,798684,685493,704721,847052,621137,477276,373384,703271,676226,921720,924960,742831,603887
217,780259,751126,694772,614401,628439,785227,941856,1246146,600563,637061,621475,775601,590694,754208,764303,447740,583902,770284,516086,692344,587431,726383,592210,812540,526570,510248,831278,798828,685694,704923,847281,621332,477516,373608,703491,676399,921952,925197,742982,604098
218,780442,751345,695000,614621,628666,785421,942012,1246336,600765,637253,621608,775782,590916,754419,764483,447935,584074,770446,516247,692506,587625,726572,592394,812769,526755,510478,831452,799027,685871,705121,847526,621491,477707,373798,703686,676569,922163,925362,743162,604268
219,780695,751599,695194,614818,628852,785600,942238,1246511,601047,637586,621771,775971,591099,754541,764659,448098,584195,770587,516439,692662,587843,726760,592605,813031,526956,510672,831681,799239,686011,705308,847753,621662,477912,374005,703813,676735,922371,925564,743382,604445
220,780869,751838,695399,615084,629128,785892,942459,1246724,601232,637821,621930,776194,591282,754751,764806,448289,584393,770771,516635,692837,587987,726914,592770,813218,527126,510828,831862,799386,686180,705503,847964,621831,478115,374211,704044,676927,922620,925815,743554,604665
221,781075,752035,695560,615285,629300,786060,942667,1246885,601412,637989,622141,776377,591502,754935,764972,448513,584545,770959,516926,693032,588183,727099,592912,813468,527303,511003,832073,799547,686335,705753,848162,622022,478293,374364,704292,677077,922761,925955,743645,604824
222,781248,752225,695755,615505,629471,786246,942825,1247081,601626,638229,622306,776593,591634,755099,765160,448679,584690,771158,517103,693188,588387,727274,593165,813764,527494,511236,832324,799812,686524,705901,848381,622171,478490,374605,704456,677274,922951,926169,743834,604973
223,781440,752438,695989,615728,629647,786414,943058,1247271,601834,638439,622496,776798,591844,755322,765337,448913,584871,771363,517301,693401,588591,727434,593342,813917,527649,511397,832486,799899,686671,706027,848577,622365,478664,374815,704643,677428,923205,926397,744030,605220
224,781642,752660,696209,615979,629875,786641,943267,1247484,602044,638736,622672,777016,592038,755499,765542,449079,585064,771568,517511,693634,588811,727600,593558,814119,527831,511591,832688,800123,686855,706271,848806,622551,478854,375018,704805,677631,923400,926601,744223,605406
225,781853,752827,696425,616219,630136,786825,943448,1247662,602282,639057,622847,777260,592250,755706,765661,449260,585262,771786,517745,693799,589056,727785,593774,814345,528012,511815,832865,800337,687039,706466,848985,622699,479014,375165,704959,677770,923573,926797,744456,605555
226,782058,753085,696550,616392,630303,786993,943654,1247899,602524,639355,622988,777456,592421,755902,765899,449426,585419,771948,517942,693984,589231,727991,593964,814578,528177,511991,833108,800488,687246,706684,849208,622906,479240,375400,705222,677968,923772,926998,744651,605714
227,782217,753261,696756,616600,630502,787148,943821,1248023,602698,639482,623119,777626,592615,756071,766041,449612,585585,772134,518112,694169,589462,728171,594139,814823,528368,512223,833302,800671,687452,706884,849456,623057,479479,375617,705433,678211,924028,927220,744874,605925
228,782433,753455,696885,616809,630732,787347,944000,1248240,602866,639776,623261,777840,592773,756224,766149,449773,585751,772255,518273,694338,589649,728319,594297,815002,528543,512385,833468,800783,687595,707075,849655,623233,479633,375732,705596,678380,924177,927407,744997,606121
229,782604,753615,697099,616948,630922,787460,944180,1248389,603097,639990,623403,778055,592952,756400,766348,449971,585914,772420,518514,694485,589824,728516,594517,815286,528769,512521,833674,800957,687750,707246,849850,623392,479829,375982,705727,678576,924393,927604,745208,606313
230,782781,753813,697293,617137,631106,787686,944373,1248542,603259,640243,623573,778297,593124,756600,766521,450202,586079,772587,518706,694690,590053,728703,594716,815452,528994,512728,833906,801177,687919,707466,850028,623553,480020,376145,705968,678722,924555,927770,745344,606476
231,782973,754026,697479,617324,631318,787851,944564,1248755,603439,640433,623741,778527,593307,756806,766706,450403,586284,772796,518948,694881,590268,728888,594888,815726,529145,512906,834090,801347,688073,707660,850244,623708,480213,376357,706124,678901,924774,927957,745541,606709
232,783116,754173,697641,617489,631434,788004,944664,1248902,603621,640651,623909,778708,593505,756972,766853,450571,586413,772987,519141,695091,590482,729086,595085,815963,529317,513149,834257,801539,688284,707931,850435,623893,480393,376542,706336,679078,924907,928132,745721,606858
233,783346,754369,697870,617734,631678,788245,944902,1249122,603788,640869,624095,778923,593664,757141,767024,450766,586610,773165,519317,695238,590679,729267,595270,816169,529481,513310,834462,801711,688427,708086,850639,624048,480573,376769,706523,679266,925130,928329,745889,607029
234,783549,754617,698084,617952,631874,788444,945087,1249321,604017,641161,624253,779123,593850,757325,767207,450966,586771,773332,519529,695372,590891,729447,595488,816432,529705,513536,834642,801897,688643,708319,850830,624245,480748,376941,706683,679422,925329,928546,746066,607206
235,783736,754806,698257,618123,632052,788580,945251,1249524,604169,641376,624408,779309,594063,757508,767311,451094,586937,773512,519737,695588,591081,729652,595670,816655,529908,513725,834891,802111,688853,708533,851068,624465,480921,377177,706923,679603,925572,928807,746203,607456
236,783963,755012,698446,618353,632234,788793,945489,1249711,604416,641630,624592,779531,594235,757684,767553,451330,587111,773708,519963,695807,591252,729797,595824,816880,530065,513927,835037,802284,689013,708777,851284,624643,481164,377413,707112,679852,925801,929001,746480,607641
237,784160,755247,698662,618583,632470,788969,945687,1249912,604666,641936,624780,779736,594405,757874,767691,451508,587270,773878,520159,695946,591487,729967,596034,817141,530204,514132,835220,802474,689180,709001,851522,624827,481373,377608,707323,680020,925970,929234,746638,607821
238,784359,755447,698865,618748,632684,789162,945898,1250163,604918,642170,624960,779979,594577,758029,767898,451726,587432,774076,520313,696162,591698,730145,596242,817350,530391,514325,835397,802620,689351,709124,851741,625019,481565,377782,707524,680226,926180,929410,746820,607977
239,784537,755640,698919,618992,632867,789331,946065,1250285,605072,642401,625135,780180,594790,758253,768055,451882,587606,774238,520452,696335,591917,730329,596423,817545,530584,514534,835619,802821,689514,709350,851986,625222,481772,378057,707759,680404,926427,929646,747001,608219
240,784731,755820,699189,619188,633062,789507,946223,1250434,605247,642678,625346,780398,594999,758458,768262,452085,587854,774440,520659,696498,592151,730537,596670,817786,530789,514751,835824,803006,689719,709539,852165,625435,481980,378283,707979,680636,926629,929838,747186,608424
241,784957,756052,699397,619411,633289,789753,946413,1250653,605485,642959,625482,780596,595160,758627,768429,452269,587950,774634,520896,696722,592359,730716,596823,817971,530933,514938,836037,803236,689881,709747,852386,625618,482221,378456,708202,680833,926877,930056,747413,608628
242,785146,756226,699577,619575,633454,789916,946646,1250867,605668,643186,625633,780812,595384,758836,768633,452484,588176,774815,521065,696883,592567,730890,597037,818219,531105,515095,836235,803356,690063,709920,852614,625791,482400,378675,708399,680995,926997,930359,747592,608848
243,785343,756425,699768,619822,633635,790142,946834,1251103,605868,643424,625777,780961,595577,759015,768739,452598,588318,774995,521327,697100,592723,731038,597191,818455,531286,515263,836427,803553,690203,710187,852814,625993,482607,378891,708629,681188,927235,930491,747739,609098
244,785582,756591,699972,620060,633835,790315,947013,1251308,606100,643687,625926,781164,595717,759180,768898,452792,588491,775213,521462,697237,592956,731243,597371,818695,531454,515442,836626,803728,690344,710344,853057,626181,482814,379131,708852,681349,927406,930709,747915,609206
245,785756,756833,700153,620256,634068,790500,947236,1251469,606305,643937,626080,781314,595897,759378,769096,452966,588663,775315,521682,697447,593174,731423,597584,818922,531684,515654,836839,803930,690525,710629,853277,626374,483021,379354,709081,681575,927682,930885,748141,609391
246,785980,757056,700365,620488,634245,790721,947459,1251681,606514,644148,626271,781558,596096,759560,769266,453175,588841,775511,521904,697609,593407,731625,597783,819199,531902,515843,837043,804121,690708,710795,853524,626568,483250,379596,709321,681810,927939,931137,748326,609633
247,786194,757297,700561,620714,634496,790958,947667,1251938,606768,644495,626433,781740,596278,759728,769431,453343,589040,775695,522104,697789,593604,731832,597982,819421,532081,516076,837215,804321,690905,710990,853690,626733,483417,379779,709475,681975,928088,931304,748545,609833
248,786366,757497,700735,620927,634682,791172,947893,1252113,606963,644714,626581,781924,596419,759898,769609,453488,589238,775835,522311,697929,593821,732014,598164,819656,532289,516293,837433,804531,691088,711210,853928,626901,483584,380003,709628,682161,928265,931515,748720,609995
249,786590,757704,700897,621140,634896,791343,948087,1252345,607173,644963,626733,782122,596614,760078,769760,453713,589361,776034,522495,698146,593999,732191,598379,819890,532466,516463,837645,804690,691209,711414,854163,627097,483771,380174,709868,682358,928484,931717,748897,610163
250,786782,757918,701077,621345,635089,791546,948277,1252507,607359,645272,626910,782333,596806,760257,769958,453968,589557,776241,522706,698367,594182,732382,598564,820119,532652,516683,837900,804871,691360,711620,854384,627285,483986,380394,710036,682557,928696,931906,749115,610333
251,786978,758111,701250,621559,635255,791767,948490,1252716,607594,645539,627084,782528,597019,760503,770139,454134,589759,776406,522887,698538,594396,732554,598795,820383,532822,516835,838075,805031,691537,711803,854641,627536,484165,380679,710323,682740,928900,932155,749288,610552
252,787152,758352,701471,621782,635460,791942,948685,1252939,607798,645841,627220,782714,597124,760698,770275,454296,589925,776579,523161,698747,594629,732764,598965,820560,532994,517032,838292,805217,691712,712000,854847,627711,484333,380810,710483,682931,929102,932386,749552,610773
253,787357,758544,701654,622007,635682,792136,948867,1253134,607986,646093,627407,782897,597368,760872,770446,454514,590047,776814,523341,698892,594807,732943,599133,820754,533164,517206,838468,805404,691881,712190,855033,627918,484541,381054,710681,683099,929319,932552,749707,610944
254,787501,758663,701781,622153,635816,792289,949009,1253289,608174,646265,627599,783104,597514,761050,770624,454683,590237,776900,523558,699088,595000,733104,599313,820927,533328,517405,838630,805574,692026,712343,855187,628039,484703,381256,710862,683263,929532,932793,749852,611131
255,787533,758712,701818,622201,635859,792330,949079,1253343,608236,646365,627735,783276,597694,761229,770754,454867,590361,777072,523700,699242,595216,733267,599533,821189,533519,517629,838836,805764,692238,712569,855376,628227,484900,381475,711062,683445,929745,932873,750035,611275
256,787533,758712,701818,622201,635859,792330,949079,1253343,608236,646365,627927,783488,597861,761414,770923,455045,590551,777264,523928,699397,595420,733442,599696,821422,533686,517790,839026,805927,692431,712770,855521,628331,485010,381599,711169,683524,929866,933070,750181,611428
257,787533,758712,701818,622201,635859,792330,949079,1253343,608236,646365,628053,783715,598059,761605,771072,455227,590727,777450,524108,699587,595620,733622,599915,821651,533840,517983,839253,806120,692596,712971,855542,628348,485037,381637,711212,683555,929913,933105,750224,611497
258,787533,758712,701818,622201,635859,792330,949079,1253343,608236,646365,628264,783904,598300,761866,771239,455422,590877,777663,524296,699756,595821,733801,600108,821873,534083,518157,839444,806288,692776,713163,855542,628348,485037,381637,711212,683555,929913,933105,750224,611497
259,787533,758712,701818,622201,635859,792330,949079,1253343,608236,646365,628426,784066,598460,761994,771406,455578,591093,777824,524490,699980,596030,733943,600285,822112,534262,518344,839642,806485,692950,713344,855542,628348,485037,381637,711212,683555,929913,933105,750224,611497
260,787533,758712,701818,622201,635859,792330,949079,1253343,608236,646365,628553,784270,598661,762153,771554,455785,591321,778004,524679,700166,596266,734173,600482,822372,534425,518562,839815,806646,693129,713526,855542,628348,485037,381637,711212,683555,929913,933105,750224,611497
261,787533,758712,701818,622201,635859,792330,949079,1253343,608236,646365,628704,784455,598812,762330,771701,455921,591413,778148,524917,700322,596462,734359,600652,822590,534619,518739,840053,806842,693312,713715,855542,628348,485037,381637,711212,683555,929913,933105,750224,611497
262,787533,758712,701818,622201,635859,792330,949079,1253343,608236,646365,628856,784668,599021,762527,771867,456171,591617,778357,525125,700530,596657,734530,600861,822794,534789,518982,840210,807073,693486,713936,855542,628348,485037,381637,711212,683555,929913,933105,750224,611497
263,787533,758712,701818,622201,635859,792330,949079,1253343,608236,646365,628965,784832,599175,762700,772059,456317,591792,778537,525301,700699,596836,734711,601016,823046,534980,519181,840448,807239,693684,714152,855542,628348,485037,381637,711212,683555,929913,933105,750224,611497
264,787533,758713,701818,622201,635859,792331,949079,1253343,608236,646365,629108,784978,599320,762816,772161,456456,591911,778678,525453,700833,596999,734876,601219,823272,535131,519362,840623,807398,693835,714343,855542,628348,485037,381637,711212,683555,929913,933105,750224,611497
265,787533,758713,701818,622201,635859,792331,949079,1253343,608236,646365,629171,785060,599391,762902,772230,456543,591980,778746,525568,700938,597136,735002,601350,823444,535283,519535,840775,807570,693982,714500,855542,628348,485037,381637,711212,683555,929913,933105,750224,611497
266,787533,758713,701818,622201,635859,792331,949079,1253343,608236,646365,629171,785060,599391,762902,772230,456543,591980,778746,525569,700938,597191,735026,601379,823481,535320,519579,840840,807625,694034,714576,855542,628348,485037,381637,711212,683555,929913,933105,750224,611497
267,787533,758713,701818,622203,635859,792331,949079,1253343,608236,646365,629171,785060,599391,762902,772230,456543,591980,778746,525569,700938,597191,735026,601379,823481,535320,519579,840840,807625,694035,714576,855542,628348,485037,381637,711212,683555,929913,933105,750224,611497
268,787533,758713,701818,622203,635859,792332,949079,1253343,608236,646365,629171,785060,599391,762902,772230,456543,591980,778746,525569,700938,597191,735026,601379,823481,535320,519579,840840,807625,694035,714576,855542,628348,485037,381637,711212,683555,929913,933105,750224,611497
269,787533,758713,701818,622203,635859,792332,949079,1253343,608236,646365,629171,785060,599391,762902,772230,456543,591980,778746,525569,700938,597191,735026,601379,823481,535320,519579,840840,807625,694035,714576,855542,628348,485037,381637,711212,683555,929913,933105,750224,611497
270,787533,758713,701818,622203,635859,792332,949079,1253343,608236,646365,629171,785060,599391,762902,772230,456543,591980,778746,525569,700938,597191,735026,601379,823481,535320,519579,840840,807625,694035,714576,855542,628348,485037,381637,711212,683555,929913,933105,750224,611497
271,787533,758713,701818,622203,635859,792333,949079,1253343,608236,646365,629171,785060,599391,762902,772230,456543,591980,778746,525569,700938,597191,735026,601379,823481,535320,519579,840840,807625,694035,714576,855543,628348,485037,381637,711212,683555,929913,933105,750224,611497
272,787533,758713,701818,622203,635859,792333,949079,1253343,608236,646365,629171,785060,599391,762902,772230,456543,591980,778746,525569,700938,597191,735026,601379,823481,535320,519579,840840,807625,694035,714576,855543,628348,485037,381637,711212,683555,929913,933105,750224,611497
273,787533,758713,701819,622203,635859,792333,949079,1253343,608236,646365,629171,785060,599391,762902,772230,456543,591980,778746,525569,700938,597191,735026,601379,823481,535320,519579,840840,807625,694035,714576,855543,628348,485037,381637,711212,683555,929913,933105,750224,611497
274,787534,758713,701819,622203,635859,792333,949079,1253343,608236,646365,629171,785060,599391,762902,772230,456543,591980,778746,525569,700938,597191,735026,601379,823481,535320,519579,840840,807625,694035,714576,855543,628348,485037,381637,711212,683555,929913,933105,750224,611497
275,787534,758713,701819,622203,635859,792333,949079,1253343,608236,646365,629171,785060,599391,762902,772230,456543,591980,778746,525569,700938,597191,735026,601379,823481,535320,519579,840840,807625,694035,714576,855543,628348,485037,381637,711212,683555,929913,933105,750224,611497
276,787534,758713,701819,622203,635859,792333,949079,1253343,608236,646366,629171,785060,599391,762902,772230,456543,591981,778746,525569,700938,597191,735026,601379,823482,535320,519579,840840,807625,694035,714576,855543,628348,485037,381637,711213,683555,929913,933105,750224,611497
277,787534,758713,701819,622203,635859,792333,949079,1253343,608236,646366,629171,785060,599391,762902,772230,456543,591981,778746,525569,700938,597191,735026,601379,823482,535320,519579,840840,807625,694035,714576,855543,628348,485037,381637,711213,683555,929913,933105,750224,611497
278,787534,758713,701819,622203,635859,792333,949079,1253343,608236,646366,629171,785060,599391,762902,772230,456543,591981,778746,525569,700938,597191,735026,601379,823482,535320,519579,840840,807625,694035,714576,855543,628348,485037,381637,711213,683555,929913,933105,750224,611497
279,787534,758713,701819,622203,635859,792333,949079,1253343,608236,646366,629171,785060,599391,762902,772230,456543,591981,778746,525569,700938,597191,735026,601379,823482,535320,519579,840840,807625,694035,714576,855543,628348,485037,381638,711213,683555,929913,933105,750224,611497
280,787534,758713,701819,622203,635859,792333,949079,1253343,608236,646366,629171,785060,599391,762902,772230,456543,591981,778746,525569,700938,597191,735026,601379,823482,535320,519580,840840,807625,694035,714576,855543,628348,485037,381639,711213,683555,929913,933105,750224,611497
281,787534,758713,701819,622203,635859,792333,949079,1253343,608236,646366,629171,785060,599391,762902,772230,456543,591981,778746,525569,700938,597191,735026,601379,823482,535320,519580,840840,807625,694035,714577,855543,628348,485037,381639,711213,683555,929913,933105,750224,611498
282,787534,758713,701819,622203,635859,792333,949079,1253343,608236,646366,629172,785060,599391,762902,772230,456543,591981,778746,525569,700938,597191,735026,601379,823482,535320,519580,840840,807625,694035,714577,855543,628348,485037,381639,711213,683555,929913,933105,750224,611498
283,787534,758713,701819,622203,635859,792333,949079,1253343,608236,646366,629172,785060,599391,762902,772230,456543,591981,778746,525569,700938,597191,735026,601379,823482,535320,519580,840840,807625,694035,714577,855543,628348,485038,381639,711213,683555,929913,933105,750224,611498
284,787534,758713,701819,622203,635859,792333,949079,1253343,608236,646366,629172,785060,599391,762902,772230,456543,591981,778746,525569,700938,597191,735026,601379,823482,535320,519580,840840,807625,694035,714577,855543,628348,485038,381639,711213,683555,929913,933106,750224,611498
285,787534,758713,701819,622203,635859,792333,949079,1253343,608236,646366,629172,785060,599391,762902,772230,456543,591981,778746,525569,700938,597191,735026,601379,823482,535320,519580,840840,807625,694035,714577,855543,628348,485038,381639,711213,683555,929913,933106,750224,611498
286,787534,758713,701819,622203,635859,792333,949079,1253343,608236,646366,629172,785060,599391,762902,772230,456543,591981,778746,525569,700938,597191,735026,601379,823483,535320,519580,840840,807625,694035,714577,855543,628348,485038,381639,711213,683555,929913,933106,750225,611498
287,787534,758713,701819,622203,635859,792334,949079,1253343,608236,646366,629172,785060,599391,762902,772230,456543,591981,778746,525569,700938,597191,735026,601379,823483,535320,519580,840840,807625,694035,714577,855543,628348,485038,381639,711213,683555,929913,933106,750225,611498
288,787534,758713,701819,622203,635859,792334,949079,1253343,608237,646366,629172,785060,599391,762902,772230,456543,591981,778746,525569,700938,597191,735026,601379,823483,535320,519580,840840,807625,694035,714577,855543,628348,485038,381639,711213,683555,929914,933106,750225,611498
289,787534,758713,701819,622203,635859,792334,949079,1253343,608237,646366,629172,785060,599391,762902,772230,456543,591981,778746,525569,700938,597191,735026,601379,823483,535320,519580,840840,807625,694036,714577,855543,628348,485038,381639,711213,683555,929914,933106,750225,611498
290,787534,758713,701819,622203,635859,792334,949079,1253343,608237,646366,629172,785060,599391,762902,772230,456543,591981,778746,525569,700938,597191,735026,601379,823483,535320,519580,840840,807625,694036,714577,855543,628349,485038,381639,711213,683555,929914,933106,750225,611498
291,787534,758713,701819,622203,635859,792334,949079,1253343,608237,646366,629172,785060,599391,762902,772230,456543,591981,778746,525569,700939,597191,735026,601379,823483,535320,519580,840840,807625,694036,714577,855543,628349,485039,381639,711213,683555,929914,933106,750225,611498
292,787534,758713,701819,622203,635859,792334,949079,1253343,608237,646366,629172,785060,599391,762902,772230,456543,591981,778746,525569,700939,597191,735026,601379,823483,535320,519580,840840,807625,694036,714577,855544,628349,485039,381639,711213,683555,929914,933106,750225,611498
293,787534,758713,701819,622203,635859,792334,949080,1253343,608237,646366,629172,785060,599391,762902,772230,456543,591981,778746,525569,700939,597191,735026,601379,823483,535320,519580,840840,807626,694036,714577,855544,628349,485039,381639,711213,683556,929914,933107,750225,611498
294,787534,758713,701820,622203,635859,792334,949080,1253343,608237,646366,629172,785060,599391,762902,772230,456544,591981,778746,525569,700939,597191,735026,601379,823483,535320,519580,840840,807626,694036,714577,855544,628349,485039,381639,711213,683556,929914,933107,750225,611498
295,787534,758713,701820,622203,635859,792334,949080,1253343,608237,646366,629172,785060,599391,762902,772230,456544,591981,778746,525569,700939,597191,735026,601379,823483,535320,519580,840840,807626,694036,714577,855544,628349,485039,381639,711213,683556,929914,933107,750225,611498
296,787534,758713,701820,622203,635859,792334,949080,1253343,608238,646366,629172,785060,599391,762902,772230,456544,591981,778746,525569,700939,597191,735027,601379,823483,535320,519580,840840,807626,694036,714577,855544,628349,485039,381639,711213,683556,929914,933107,750225,611498
297,787534,758713,701820,622203,635859,792334,949080,1253343,608238,646366,629172,785060,599391,762902,772230,456544,591981,778746,525569,700939,597191,735027,601379,823483,535320,519580,840840,807626,694036,714577,855544,628349,485039,381639,711213,683556,929914,933107,750225,611498
298,787534,758713,701820,622203,635859,792334,949080,1253343,608238,646366,629172,785060,599391,762902,772230,456544,591981,778746,525569,700939,597191,735027,601379,823483,535320,519580,840840,807626,694036,714577,855544,628349,485039,381639,711213,683556,929914,933107,750225,611498
299,787534,758713,701820,622203,635859,792334,949080,1253343,608238,646366,629172,785060,599391,762902,772230,456544,591981,778746,525569,700939,597191,735027,601379,823483,535320,519580,840840,807626,694036,714577,855544,628349,485039,381639,711213,683556,929914,933107,750225,611498
300,787534,758713,701821,622203,635859,792334,949080,1253343,608238,646366,629172,785060,599391,762902,772230,456544,591981,778746,525569,700939,597191,735027,601379,823483,535320,519580,840840,807626,694036,714577,855544,628349,485039,381639,711213,683556,929914,933107,750225,611498
301,787534,758713,701821,622204,635859,792334,949080,1253343,608238,646366,629172,785060,599391,762902,772230,456544,591981,778746,525569,700939,597191,735027,601379,823483,535320,519580,840840,807626,694036,714577,855544,628349,485040,381639,711213,683556,929914,933107,750225,611498
302,787534,758713,701821,622205,635859,792334,949080,1253343,608238,646366,629172,785060,599391,762902,772230,456544,591981,778746,525569,700939,597191,735027,601379,823483,535320,519580,840840,807626,694036,714577,855545,628349,485040,381639,711213,683556,929914,933107,750225,611498
303,787534,758713,701821,622205,635859,792334,949080,1253343,608238,646366,629172,785060,599391,762902,772230,456544,591981,778746,525570,700939,597191,735028,601379,823483,535320,519580,840840,807626,694036,714577,855545,628349,485040,381640,711213,683556,929914,933107,750225,611498
304,787534,758713,701821,622205,635859,792334,949080,1253343,608238,646366,629172,785060,599391,762902,772230,456544,591981,778747,525570,700939,597191,735028,601379,823483,535320,519580,840840,807626,694036,714577,855545,628349,485040,381640,711213,683556,929914,933107,750225,611498
305,787534,758713,701821,622205,635859,792334,949080,1253343,608238,646366,629172,785060,599391,762904,772230,456544,591981,778747,525570,700939,597191,735028,601379,823483,535320,519580,840840,807626,694036,714577,855545,628349,485040,381640,711213,683557,929914,933107,750225,611498
306,787534,758713,701821,622205,635859,792334,949080,1253343,608238,646366,629172,785060,599391,762904,772230,456544,591981,778747,525571,700939,597191,735028,601379,823483,535320,519580,840840,807626,694036,714577,855546,628349,485040,381640,711214,683557,929914,933107,750225,611498
307,787534,758713,701821,622205,635859,792334,949080,1253343,608238,646366,629172,785060,599391,762904,772231,456544,591981,778747,525571,700939,597191,735028,601379,823483,535320,519580,840840,807626,694036,714577,855546,628349,485040,381640,711214,683557,929914,933107,750225,611498
308,787535,758713,701821,622205,635859,792334,949080,1253343,608238,646366,629172,785060,599391,762905,772231,456544,591981,778747,525571,700940,597192,735028,601379,823483,535320,519580,840840,807626,694036,714577,855546,628349,485040,381640,711215,683557,929914,933107,750225,611498
309,787535,758713,701821,622205,635859,792334,949080,1253343,608238,646366,629172,785060,599391,762905,772231,456544,591981,778747,525571,700940,597192,735028,601379,823483,535320,519580,840840,807626,694037,714577,855546,628349,485040,381640,711215,683557,929914,933107,750225,611498
310,787535,758713,701821,622205,635859,792334,949080,1253343,608238,646366,629172,785060,599391,762905,772231,456544,591981,778747,525571,700940,597192,735028,601379,823483,535320,519580,840840,807626,694037,714577,855546,628349,485040,381640,711215,683557,929914,933107,750225,611498
311,787535,758713,701821,622205,635860,792334,949080,1253343,608238,646366,629172,785060,599391,762905,772231,456544,591981,778747,525571,700940,597192,735028,601379,823483,535320,519580,840840,807626,694037,714577,855546,628349,485040,381640,711215,683557,929914,933107,750225,611498
312,787535,758713,701821,622205,635860,792334,949080,1253343,608238,646366,629172,785060,599391,762906,772232,456544,591981,778747,525571,700940,597192,735028,601379,823483,535320,519580,840840,807626,694037,714577,855546,628349,485040,381640,711215,683557,929914,933107,750225,611498
313,787535,758713,701822,622205,635860,792334,949080,1253343,608238,646366,629172,785061,599391,762906,772232,456544,591981,778747,525572,700940,597192,735028,601379,823483,535320,519580,840840,807626,694037,714577,855546,628349,485040,381640,711216,683557,929914,933107,750225,611498
