%iowait,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
295,99.0,100.0,99.0,98.02,99.0,99.0,99.0,100.0,100.0,99.0,98.0,98.0,98.99,98.99,100.0,97.98,97.03,96.08,98.02,97.0,99.0,98.99,98.0,95.15,98.0,100.0,98.0,98.0,97.98,97.0,100.0,100.0,98.99,98.99,98.99,98.0,97.03,98.0,97.98,98.0,98.99,98.0,99.0,98.0,98.0,98.0,97.03,97.03,98.99,97.0,100.0,98.0,98.99,98.02,98.0,99.0,99.0,98.99,98.02,100.0,99.0,99.0,99.0,100.0,99.0,99.0,100.0,100.0,98.02,99.0,98.99,100.0,99.0,99.0,98.04,100.0,98.98,98.0,98.0,97.0,97.0,97.03,98.0,98.99,98.99,100.0,98.99,100.0,98.0,97.98,98.99,97.98,98.0,100.0,96.08,97.98,98.98,97.98,97.98,96.04,98.0,98.99,98.99,98.99,98.02,97.98,98.99,98.99,97.0,98.99,98.99,98.99,97.03,98.0,100.0,98.0,98.99,98.99,98.0,98.0,98.0,100.0,98.0,98.0,98.99,98.99,97.03,98.0,98.0,98.0,98.0,98.99,98.99,97.03,100.0,98.98,97.98,97.0,98.0,97.98
296,100.0,99.01,98.99,97.06,98.99,99.0,99.0,100.0,99.0,100.0,97.98,98.99,98.0,98.0,99.0,97.06,98.99,98.99,98.0,98.0,99.0,97.03,97.03,94.23,97.03,97.0,98.99,98.0,98.0,99.0,98.99,100.0,94.29,98.99,98.99,99.0,98.0,97.06,98.99,98.0,98.0,98.0,99.01,98.02,98.98,98.99,98.99,98.98,98.99,98.99,98.0,99.0,99.0,100.0,100.0,99.0,99.0,100.0,100.0,99.0,100.0,99.0,99.0,99.0,100.0,98.02,99.0,98.02,99.0,99.0,99.0,98.02,98.02,100.0,99.0,100.0,97.03,100.0,98.0,98.99,98.99,98.99,98.0,97.03,98.99,98.99,100.0,98.0,97.03,98.0,98.0,98.99,98.99,98.0,98.99,99.0,97.03,98.0,98.0,98.0,98.0,98.0,98.99,98.0,98.99,99.0,98.99,99.0,98.0,98.0,98.0,97.03,98.99,98.99,97.03,97.03,98.0,96.12,98.99,100.0,97.03,97.03,98.99,98.0,98.0,98.02,98.99,97.03,98.02,97.03,98.0,98.99,98.0,98.99,97.03,98.99,98.0,98.0,98.99,97.03
297,99.0,99.0,98.04,98.02,99.01,100.0,100.0,99.0,100.0,99.0,98.0,98.0,98.0,97.03,98.0,98.0,97.03,98.99,98.0,98.99,99.01,98.0,98.99,98.99,98.99,98.0,99.0,97.98,98.02,98.99,98.99,100.0,78.79,75.0,97.03,98.0,98.99,98.99,98.02,98.99,97.03,97.03,100.0,98.99,98.0,98.0,100.0,98.99,98.0,98.99,98.0,98.99,98.0,98.02,98.0,100.0,99.0,99.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,97.06,100.0,99.0,99.0,99.0,99.0,100.0,100.0,99.0,99.0,98.02,98.0,97.03,98.99,97.03,98.0,98.99,98.99,98.99,98.0,98.99,98.0,99.0,98.99,98.0,98.99,98.99,98.99,98.0,98.0,98.99,99.0,98.99,97.03,98.0,98.0,98.99,98.0,98.99,98.0,98.0,99.0,98.99,99.0,99.0,99.0,98.99,98.0,97.03,100.0,97.03,98.99,97.03,97.06,97.03,98.99,98.99,99.0,98.02,98.0,98.0,98.0,99.0,98.99,96.08,98.99,98.99,98.99,98.99,98.98,97.03,98.98,98.99,98.98,98.99
298,100.0,100.0,100.0,96.12,98.99,99.0,99.0,99.0,99.0,99.0,97.98,97.06,98.0,100.0,98.99,98.0,45.71,98.0,98.02,98.99,100.0,98.99,98.0,98.0,98.0,98.99,98.99,97.03,98.0,98.0,93.42,100.0,98.0,80.81,98.99,98.0,98.99,97.03,98.0,98.99,99.0,98.0,99.0,98.0,98.0,98.99,98.99,99.0,100.0,97.0,100.0,98.99,100.0,99.0,98.02,98.02,99.0,99.0,99.01,100.0,98.02,99.0,98.02,100.0,99.0,99.0,100.0,100.0,99.0,99.0,100.0,99.0,100.0,99.0,100.0,100.0,98.99,98.0,98.99,100.0,98.99,98.99,98.0,98.99,98.99,100.0,98.99,98.99,98.0,98.99,98.99,98.02,99.0,98.99,99.0,98.99,98.99,98.0,98.0,100.0,98.0,98.99,97.03,98.0,98.0,98.0,98.99,98.0,98.0,100.0,98.99,100.0,98.02,98.0,98.0,98.99,100.0,96.08,98.0,98.0,98.99,98.0,98.0,98.99,98.99,100.0,98.99,98.0,98.0,100.0,98.02,98.0,98.0,98.99,97.03,98.0,98.99,98.0,98.0,98.99
299,98.02,75.25,99.0,97.06,77.0,70.71,69.31,69.7,100.0,69.7,80.81,98.99,98.0,98.99,98.0,97.03,84.51,97.03,63.0,97.98,98.04,98.0,98.0,62.75,99.0,98.99,63.0,68.69,97.03,98.0,34.43,99.0,100.0,98.99,98.99,79.0,97.06,98.0,97.98,64.65,97.03,64.65,75.76,65.31,64.36,63.37,97.06,63.64,98.0,99.0,69.7,99.0,78.0,75.76,98.0,76.77,99.0,98.02,76.0,78.0,99.0,100.0,69.31,98.04,98.0,100.0,78.0,79.0,82.0,99.0,98.99,99.0,99.0,100.0,83.67,100.0,100.0,99.0,72.28,98.0,98.0,98.99,72.73,74.0,78.22,81.0,82.83,83.67,87.88,98.0,98.0,98.0,98.0,91.0,98.99,96.12,97.03,99.0,98.0,98.0,98.99,98.99,100.0,79.0,80.61,98.99,97.03,98.0,98.0,98.99,80.81,98.0,98.99,76.0,100.0,76.77,98.0,76.77,98.0,98.0,77.55,78.0,98.0,98.0,98.99,82.83,98.99,98.99,89.0,96.08,98.0,98.0,98.99,98.99,87.0,98.98,98.99,84.0,98.99,98.0
300,72.73,88.89,75.0,75.76,86.14,98.0,98.0,99.0,67.68,96.12,93.0,83.17,84.69,84.85,85.86,82.83,97.03,65.31,98.98,65.0,74.0,65.35,64.0,97.0,62.63,63.0,97.03,98.04,70.41,79.0,98.99,87.0,97.03,98.99,92.5,100.0,80.61,78.22,68.0,98.0,65.31,98.0,98.0,98.99,98.99,98.99,64.29,99.0,64.65,69.0,99.0,79.8,93.07,98.99,77.78,98.0,76.0,78.79,99.0,99.0,78.79,84.0,95.0,70.71,70.71,77.0,93.88,92.0,89.9,81.19,81.0,87.13,88.89,84.16,94.0,82.18,70.0,74.26,97.0,72.73,71.29,73.0,94.06,91.09,86.87,85.0,85.0,85.15,80.61,89.8,90.91,90.91,95.96,84.69,92.0,87.13,85.71,81.82,80.2,80.81,84.85,80.81,80.61,92.86,88.0,83.84,84.0,81.19,79.0,78.22,89.9,80.0,80.61,98.0,75.0,98.99,77.78,98.0,77.55,79.0,98.99,96.08,79.8,80.0,83.67,93.07,82.0,88.0,89.0,88.12,90.82,86.0,87.88,85.0,87.88,85.86,84.85,89.9,85.0,81.82
301,98.99,100.0,88.78,88.12,99.0,99.0,99.0,100.0,99.0,98.99,97.0,92.93,93.94,93.0,92.93,95.0,98.0,97.0,98.02,95.05,98.99,96.97,98.98,97.03,98.0,98.02,97.03,97.98,99.0,99.0,96.08,99.0,98.0,99.0,81.82,99.0,99.0,98.99,98.02,100.0,98.0,98.0,100.0,97.03,98.98,97.98,98.02,98.99,98.99,100.0,98.0,99.0,98.0,99.01,94.0,99.0,98.02,96.0,100.0,99.0,98.99,99.0,99.0,94.9,96.0,90.91,100.0,100.0,99.01,89.0,91.0,89.0,87.13,91.0,100.0,93.94,97.98,98.99,97.03,96.08,96.97,94.95,98.99,98.0,99.0,98.99,100.0,100.0,98.0,80.0,76.0,83.0,79.8,99.0,82.18,86.0,98.0,90.0,91.92,92.93,98.99,90.1,91.09,98.0,98.99,86.87,87.88,88.89,92.86,92.93,98.0,94.95,95.96,98.99,98.99,96.08,97.03,98.0,97.03,94.06,98.0,99.0,96.08,96.0,94.0,98.0,94.95,90.0,98.0,87.13,87.13,89.0,88.89,89.9,98.99,87.13,89.9,97.03,88.89,92.0
302,100.0,98.0,99.0,98.02,98.02,99.0,100.0,99.0,98.0,99.0,98.99,98.0,98.0,98.0,98.99,99.0,97.0,98.99,98.0,98.0,100.0,98.99,97.03,98.99,98.0,97.98,100.0,98.99,98.99,98.99,98.99,100.0,76.77,98.0,99.0,98.0,98.99,99.0,98.99,99.0,98.0,97.03,100.0,99.0,98.02,98.0,98.99,98.0,99.0,98.0,98.99,98.99,98.0,100.0,99.0,100.0,98.99,98.04,99.0,100.0,99.01,97.06,99.0,98.02,99.0,100.0,99.0,99.01,98.99,100.0,99.0,98.99,99.0,100.0,100.0,100.0,98.99,98.99,97.03,100.0,98.0,98.0,98.0,97.03,97.98,97.98,98.0,97.03,97.03,98.0,100.0,98.99,98.0,100.0,98.99,99.0,98.99,97.03,98.99,98.0,98.0,100.0,98.0,98.99,99.0,98.99,98.0,98.99,98.0,98.0,98.0,98.0,99.0,100.0,98.99,98.99,97.0,100.0,98.02,98.99,98.0,98.0,98.99,98.99,98.0,98.99,98.99,97.03,99.0,97.03,97.03,100.0,98.99,98.0,97.98,98.99,97.03,98.98,98.0,98.0
303,99.0,99.01,99.0,100.0,99.0,99.0,99.0,100.0,99.01,99.0,98.0,98.99,98.99,97.03,98.02,98.99,98.0,98.0,98.99,98.0,100.0,98.02,99.0,97.0,98.99,98.99,97.06,98.99,98.99,97.06,98.99,100.0,98.0,76.0,98.0,98.99,99.0,99.0,97.03,97.03,96.08,97.0,98.02,98.0,98.99,98.0,98.99,98.99,98.99,98.0,98.02,98.99,99.0,98.04,98.0,99.0,100.0,99.0,98.02,100.0,98.02,99.0,99.0,100.0,99.0,98.02,99.0,100.0,100.0,99.0,100.0,100.0,100.0,99.0,100.0,100.0,97.03,97.0,96.08,97.98,98.0,96.08,100.0,100.0,97.06,98.0,97.98,98.0,98.99,97.03,98.0,97.03,98.0,98.0,98.99,98.0,99.0,98.0,98.99,98.99,98.0,98.0,98.99,99.0,98.99,98.99,99.0,98.0,98.0,98.0,98.0,97.03,98.99,98.0,98.99,98.0,99.0,98.0,98.0,98.02,99.0,100.0,98.0,98.0,100.0,97.03,97.03,100.0,98.99,99.0,100.0,98.0,98.0,98.99,98.0,97.03,98.0,98.0,98.98,100.0
304,100.0,98.02,99.0,98.99,99.0,100.0,99.0,99.0,98.99,99.0,98.99,100.0,98.99,99.0,98.0,97.06,97.0,97.03,98.02,97.0,99.01,98.99,100.0,98.02,98.0,98.0,98.99,96.08,97.03,98.99,98.0,99.0,98.0,98.0,98.99,98.99,98.0,98.99,97.03,97.03,98.99,99.0,100.0,98.02,98.0,96.08,97.03,98.0,98.99,98.0,100.0,98.99,97.98,100.0,98.99,100.0,100.0,99.0,100.0,100.0,99.0,100.0,100.0,98.99,100.0,99.0,100.0,99.01,100.0,99.0,100.0,99.0,99.01,99.0,100.0,98.02,98.02,98.02,98.0,98.02,98.99,98.0,98.0,98.98,98.0,98.0,98.0,98.0,98.0,98.99,98.0,100.0,100.0,97.03,98.02,99.0,98.99,98.99,99.0,98.0,98.99,98.0,99.0,98.99,98.0,99.0,98.99,100.0,98.99,98.99,97.03,98.99,98.99,100.0,98.99,98.0,98.99,98.0,97.03,98.98,98.99,98.0,98.0,98.99,97.06,98.99,100.0,98.99,97.03,97.03,98.0,97.98,97.98,98.99,98.0,98.0,97.98,98.0,98.0,97.03
305,99.0,99.0,100.0,100.0,99.0,99.0,100.0,100.0,99.01,99.0,98.0,98.0,98.0,98.99,98.99,100.0,61.22,98.0,98.0,99.0,100.0,97.06,97.03,98.0,98.02,98.0,100.0,98.98,98.02,98.99,76.53,98.02,98.99,98.0,99.0,99.0,100.0,97.03,100.0,98.99,100.0,97.03,99.0,99.0,98.0,99.0,98.02,98.99,98.99,98.0,97.06,98.0,98.0,100.0,98.0,98.02,98.02,100.0,99.0,99.0,99.0,99.0,97.06,100.0,100.0,99.0,100.0,98.99,99.01,100.0,98.99,100.0,98.99,99.0,99.0,100.0,98.98,98.99,97.03,98.99,97.03,98.99,97.0,98.99,98.0,98.99,98.0,97.03,98.99,96.08,98.98,98.0,98.0,100.0,98.99,98.0,98.99,99.0,100.0,98.0,98.99,100.0,98.0,98.99,98.99,98.99,98.0,97.03,98.0,98.99,98.99,98.99,97.03,98.99,98.99,98.0,98.99,98.0,98.99,98.0,97.98,98.99,98.99,98.0,98.99,98.02,98.0,97.03,98.99,98.0,98.0,98.99,97.03,97.0,100.0,98.99,98.99,97.98,98.0,98.99
306,100.0,72.73,98.02,98.0,69.0,61.39,62.0,61.39,98.99,63.37,72.0,99.0,98.0,98.0,98.0,98.0,96.08,97.06,61.62,98.99,99.0,98.99,98.99,60.61,99.0,98.0,61.39,65.35,98.99,98.0,97.03,99.0,100.0,98.02,76.77,77.0,99.0,98.99,98.0,62.75,97.03,63.64,71.0,63.64,62.63,63.64,98.99,63.0,98.0,98.0,67.35,98.99,79.8,71.0,98.02,73.47,100.0,99.0,76.0,76.24,100.0,100.0,67.65,99.0,98.02,100.0,64.0,66.33,65.0,99.0,98.04,99.0,99.01,99.0,75.0,99.0,98.0,98.0,66.0,98.0,98.99,98.0,67.33,67.0,67.0,67.0,70.3,70.71,73.27,98.0,98.0,100.0,98.99,75.25,98.0,98.99,98.02,97.98,98.0,98.99,98.0,98.99,98.99,71.43,69.61,98.99,98.99,98.99,98.0,98.0,76.24,96.08,98.99,75.51,98.0,72.0,98.99,73.74,98.0,97.03,74.0,77.0,98.0,98.02,98.99,77.0,98.99,99.0,79.0,98.02,98.0,97.03,97.03,100.0,73.74,98.99,98.99,72.0,98.99,98.02
307,69.7,97.06,68.32,68.0,100.0,99.0,98.02,100.0,64.0,98.02,98.99,77.78,78.0,77.78,77.0,79.38,98.0,61.0,97.03,62.0,68.0,60.4,62.0,97.98,61.62,62.0,98.98,98.0,67.35,77.78,98.0,87.0,98.0,98.99,98.99,98.0,77.78,78.0,63.0,96.08,63.64,97.03,99.0,97.03,98.0,98.0,63.0,97.03,63.64,66.0,98.99,79.0,98.0,99.0,78.0,99.0,74.75,76.0,98.99,100.0,77.0,83.0,100.0,67.33,68.32,70.0,99.0,99.0,99.0,66.67,69.39,69.31,75.76,75.51,98.99,76.0,67.35,70.0,98.0,66.67,67.68,67.0,97.98,97.0,98.0,97.98,98.99,98.0,97.98,74.0,72.73,74.75,74.75,98.99,74.51,77.0,82.65,70.3,69.7,69.0,81.19,70.0,69.31,98.0,98.99,69.7,74.23,73.0,78.0,77.0,97.98,71.72,74.49,97.03,74.26,97.03,72.0,98.0,73.74,74.0,98.99,98.02,77.0,78.35,76.0,98.99,78.79,79.0,98.0,79.59,79.8,72.73,73.47,72.73,97.03,70.0,70.71,97.98,71.72,73.47
308,98.02,99.0,98.02,98.02,99.01,98.02,99.0,99.0,98.02,99.0,98.0,98.0,100.0,98.0,100.0,98.0,97.03,97.03,96.08,97.98,98.99,98.98,98.99,97.06,98.99,97.98,98.0,98.99,98.0,100.0,98.0,99.0,98.99,98.0,98.02,99.0,98.0,98.0,98.0,98.99,98.0,100.0,100.0,98.98,97.03,98.0,97.98,98.99,97.03,98.98,98.0,98.0,100.0,99.0,98.0,99.0,99.0,97.06,98.04,99.0,98.99,98.0,99.0,100.0,98.99,98.02,99.0,100.0,100.0,98.02,98.02,99.0,98.02,98.02,100.0,100.0,97.03,97.98,96.12,97.03,97.0,98.98,98.99,100.0,98.99,98.99,97.98,98.0,98.99,98.98,98.0,98.0,97.03,98.99,98.99,98.0,98.0,98.99,98.99,98.99,97.03,97.0,98.99,98.99,98.0,97.03,98.0,98.0,97.98,97.03,98.02,98.0,98.99,98.0,98.99,98.99,95.15,98.99,97.98,98.0,98.99,98.99,100.0,98.0,98.99,97.03,98.99,98.99,98.99,96.12,97.03,98.0,96.08,98.99,98.0,98.97,97.03,98.99,97.03,97.0
309,98.02,98.02,100.0,99.0,98.0,99.0,99.0,99.0,99.0,98.99,97.98,100.0,98.0,97.03,98.0,98.0,100.0,98.99,98.0,98.99,100.0,98.0,97.03,98.99,97.03,98.0,98.0,96.04,98.0,98.99,98.99,100.0,70.27,98.0,100.0,98.0,98.99,98.99,100.0,100.0,98.0,99.0,99.01,100.0,100.0,98.0,99.0,98.99,100.0,98.99,98.99,98.99,100.0,99.0,97.03,98.02,98.02,100.0,99.0,100.0,99.01,100.0,99.0,99.0,100.0,98.99,98.02,98.02,99.01,98.99,99.0,99.0,99.0,99.0,100.0,99.0,98.99,98.99,98.0,98.99,97.06,98.0,98.99,98.0,100.0,98.02,99.0,98.0,97.06,97.03,98.0,98.99,98.98,98.02,98.99,99.0,100.0,98.0,99.0,98.0,100.0,99.0,98.0,98.0,98.02,100.0,98.0,100.0,99.0,98.0,100.0,97.98,97.03,98.99,98.02,100.0,98.0,98.99,99.0,98.98,98.99,99.0,98.0,98.0,98.0,100.0,98.99,98.99,98.0,98.0,98.0,98.99,98.0,97.0,98.98,97.03,98.0,98.98,98.98,99.0
310,100.0,98.02,100.0,99.0,99.0,100.0,99.0,99.0,98.99,100.0,98.99,98.0,98.99,98.02,98.99,98.99,98.0,98.0,99.0,96.08,100.0,97.06,98.99,98.99,98.02,98.99,99.0,97.98,98.99,98.0,97.03,100.0,81.0,57.14,98.0,98.99,99.0,98.99,97.03,99.0,97.03,98.99,98.99,99.0,99.0,98.99,97.03,98.0,98.0,98.0,100.0,98.0,98.0,98.99,100.0,99.0,100.0,99.0,100.0,99.0,99.0,98.99,100.0,99.0,99.0,100.0,99.0,98.0,99.0,99.01,100.0,100.0,99.0,99.0,100.0,99.0,100.0,99.0,98.99,98.0,98.99,98.99,98.99,98.99,97.03,98.99,95.15,98.0,98.02,99.0,98.0,99.0,99.0,98.0,98.02,98.99,98.0,98.99,98.0,99.0,98.0,98.0,99.0,98.0,98.0,98.99,99.0,98.0,98.99,100.0,97.03,98.0,98.0,98.99,98.99,98.0,97.03,98.0,98.98,96.08,98.0,98.0,99.0,99.0,98.99,98.02,98.0,98.99,98.99,96.08,98.0,98.0,98.0,97.03,99.0,98.99,96.04,96.08,98.99,97.98
311,100.0,98.02,99.0,99.0,100.0,98.02,99.0,98.99,99.01,98.02,97.98,98.99,98.0,98.0,98.0,100.0,62.0,100.0,97.03,98.0,100.0,98.0,97.06,97.98,98.0,97.06,98.0,97.03,98.0,99.0,98.98,98.02,98.99,61.9,98.99,98.02,98.99,98.99,98.0,99.0,98.99,98.0,99.01,98.0,98.99,97.98,100.0,98.0,97.03,97.0,98.0,98.99,100.0,99.01,97.0,98.02,98.02,99.0,99.0,100.0,99.0,99.01,98.02,99.0,99.0,98.99,99.0,100.0,98.99,99.0,99.01,98.02,99.0,99.0,100.0,100.0,98.99,97.98,97.98,96.08,97.03,98.0,97.0,98.0,98.99,98.98,98.0,98.99,98.99,98.0,98.0,98.0,97.03,98.0,98.0,98.0,100.0,98.99,98.98,97.0,98.99,98.0,96.08,98.99,100.0,98.0,98.0,97.03,98.99,98.0,98.02,98.0,98.99,98.0,98.99,100.0,99.0,100.0,98.99,98.99,98.0,98.99,98.0,98.0,98.99,98.99,98.99,98.02,99.0,98.0,97.06,98.99,98.98,100.0,98.0,98.0,98.0,98.0,98.99,99.0
312,100.0,99.0,100.0,100.0,100.0,94.95,97.0,98.0,98.0,97.98,99.0,98.99,99.0,99.0,100.0,98.0,70.1,98.0,93.94,98.0,99.0,98.0,98.98,94.0,98.0,96.08,95.83,95.05,99.0,97.03,79.0,99.0,99.0,98.0,98.0,98.99,98.99,98.0,97.03,96.94,98.99,95.0,98.02,96.97,94.95,95.05,98.0,96.94,100.0,97.03,97.0,98.0,99.0,98.0,99.0,99.0,99.0,100.0,100.0,100.0,99.0,99.0,98.0,100.0,100.0,99.01,99.0,98.99,99.01,99.0,99.0,99.0,98.02,99.01,99.01,100.0,98.99,98.0,97.03,97.03,97.98,97.03,98.0,98.0,98.0,98.99,98.0,98.0,98.0,98.99,98.99,98.99,98.99,98.02,98.0,98.0,97.98,97.03,98.0,98.99,98.99,98.99,98.99,98.99,98.99,98.0,100.0,98.99,98.99,98.0,98.99,98.02,98.0,98.99,98.0,97.06,98.0,98.0,99.0,98.0,98.0,98.99,98.99,98.99,98.02,98.99,98.99,100.0,100.0,99.0,98.0,98.99,98.99,98.99,98.0,98.0,98.0,98.99,98.0,98.98
313,98.0,66.0,99.0,99.0,68.0,72.0,69.0,71.29,97.0,67.33,76.53,100.0,98.99,97.03,97.03,98.99,100.0,95.0,67.0,96.91,98.02,94.95,95.92,66.0,95.96,92.93,68.0,69.7,96.0,100.0,98.99,98.02,99.0,100.0,73.33,79.0,98.99,98.0,92.08,66.34,93.0,66.0,75.51,66.67,68.0,67.35,94.0,67.0,94.0,96.97,70.41,98.99,74.0,75.51,98.99,74.0,100.0,100.0,77.0,77.0,99.0,98.0,67.0,98.0,98.0,98.02,69.7,70.0,72.73,98.0,99.0,98.02,99.0,100.0,77.0,99.0,95.96,96.08,72.45,95.1,96.08,98.98,72.73,70.71,72.73,72.0,74.0,74.49,75.76,99.0,99.0,98.02,98.99,77.55,98.0,99.0,98.0,98.99,97.03,98.0,98.0,98.0,97.06,73.27,76.77,99.0,98.0,98.0,98.99,100.0,74.75,98.0,99.0,75.25,98.0,75.0,98.0,76.77,97.03,98.99,76.77,78.0,98.99,98.0,98.0,78.0,98.99,98.0,79.0,96.12,99.0,98.0,100.0,98.0,74.0,98.0,99.0,75.51,98.0,98.0
314,71.0,98.02,62.0,64.0,98.02,98.99,99.0,98.99,88.0,98.99,98.0,80.0,79.8,79.0,80.0,79.8,98.99,67.0,97.03,64.36,73.74,66.0,66.34,98.98,65.35,66.02,98.99,99.0,70.41,77.45,99.0,87.0,98.0,98.99,48.65,100.0,79.8,78.79,71.0,98.99,68.69,97.03,99.0,98.99,96.04,97.03,68.0,98.99,68.37,69.31,98.0,80.0,99.0,99.01,80.0,99.0,76.77,75.25,100.0,98.02,76.77,84.16,99.0,67.0,66.0,69.7,100.0,99.01,100.0,76.53,72.45,75.25,77.23,77.23,98.02,77.78,72.73,74.75,99.0,72.0,72.0,72.73,98.0,98.0,98.99,97.0,97.0,96.08,98.99,71.0,72.45,74.26,75.0,97.03,77.78,77.78,85.86,75.51,75.51,74.0,85.0,73.74,75.51,97.98,98.0,76.53,75.76,76.24,77.0,74.75,98.99,73.27,73.53,98.98,75.76,98.0,76.24,98.99,76.77,75.0,98.0,98.0,78.0,79.0,78.79,98.0,79.8,78.22,98.0,79.8,79.0,75.76,75.76,75.76,97.98,73.53,74.0,97.03,77.55,77.55
315,100.0,98.02,99.0,98.0,100.0,100.0,99.0,98.02,99.0,100.0,97.98,98.0,98.0,97.03,98.0,97.98,98.0,98.0,98.99,97.03,100.0,97.03,97.0,98.0,100.0,97.03,98.99,96.08,99.0,98.99,98.99,99.0,76.53,98.0,98.0,98.0,99.0,99.0,98.99,97.03,98.0,98.98,100.0,98.0,98.99,97.98,98.99,99.0,99.0,99.0,98.02,98.02,98.99,98.99,98.0,99.0,100.0,98.02,100.0,98.04,99.0,99.0,100.0,100.0,99.0,99.0,99.0,98.0,98.02,99.0,98.02,99.0,98.02,99.0,100.0,99.01,97.98,98.0,98.98,98.0,97.98,97.03,100.0,97.98,98.0,98.99,98.99,97.0,98.0,98.0,98.0,97.03,98.99,99.0,98.99,98.0,96.04,96.08,97.98,98.0,98.0,98.0,97.03,98.0,98.99,98.99,98.99,97.03,99.0,98.0,98.0,98.0,97.98,98.99,97.03,98.99,98.99,98.98,97.98,98.0,98.0,98.99,100.0,98.98,97.98,100.0,97.03,100.0,98.99,97.03,98.99,98.99,97.03,97.96,98.0,97.98,97.98,97.98,97.0,97.0
316,100.0,98.02,100.0,98.02,99.0,98.99,98.02,99.0,100.0,99.0,98.0,98.0,98.99,100.0,98.99,100.0,98.0,98.0,97.03,98.0,99.0,98.99,100.0,98.98,98.99,97.06,98.0,97.98,100.0,98.02,98.0,100.0,98.0,78.79,98.99,100.0,98.99,100.0,97.06,98.99,99.0,98.0,99.0,98.0,97.03,97.0,98.0,98.99,98.99,97.0,98.99,98.99,98.0,99.01,99.0,99.0,99.0,98.02,100.0,99.0,99.0,99.0,100.0,99.01,99.0,99.0,100.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0,99.0,99.0,98.99,100.0,98.0,97.03,98.99,100.0,97.03,98.0,97.03,98.99,98.99,98.0,99.0,98.99,97.03,98.99,98.0,97.03,97.03,98.0,98.99,98.0,98.0,98.98,98.99,98.0,98.99,98.99,98.99,98.0,98.99,98.99,100.0,100.0,98.99,98.0,98.0,98.99,99.0,97.03,98.99,99.0,100.0,98.99,98.99,99.0,97.03,99.0,98.02,98.02,100.0,98.0,100.0,99.0,98.02,100.0,98.99,98.0,98.0,98.99,98.99,98.99,98.02,98.0
317,99.0,98.02,99.0,99.0,98.0,100.0,99.0,99.01,99.0,99.0,98.99,98.99,99.0,98.99,98.0,98.0,97.98,96.08,98.0,97.0,100.0,98.0,98.0,97.03,98.0,98.99,98.99,98.0,98.0,98.99,76.77,100.0,98.0,96.0,98.99,98.0,99.0,98.0,98.0,98.02,98.0,98.99,100.0,100.0,97.98,98.99,98.0,98.02,98.0,97.03,98.99,98.99,100.0,99.0,98.99,100.0,100.0,100.0,98.02,99.0,99.01,99.0,99.0,98.99,100.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,99.0,100.0,98.04,99.0,98.99,98.0,98.0,98.0,98.0,98.0,98.99,98.0,98.0,98.99,97.03,98.0,97.03,100.0,98.99,98.0,98.99,98.99,98.0,98.0,98.99,98.0,98.99,98.0,98.0,98.0,98.0,98.0,98.0,98.02,98.0,98.0,98.0,97.06,99.0,98.0,98.99,99.0,98.0,98.99,100.0,98.0,97.06,98.0,98.0,98.0,98.0,97.03,100.0,98.99,98.02,98.0,98.99,98.99,97.06,98.99,97.03,98.99,98.0,98.0,97.0,97.03,98.99,97.03
