subop_w_in_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
289,73356805953,97186202345,87342040944,78291160723,92072795621,75839594818,76820793384,104180808098,92982537626,84649462484,77194392698,80490579061,68202601807,88530945241,82421382945,85683847010,86264073560,84806912865,72556833394,76269447724,88723627896,86019308061,79482630367,93576626820,74970950455,87455405605,82087738084,94098685078,82171701707,87309051752,77124532208,96139544043,80759253825,77599470501,82196755290,77118950880,89419611092,103246193989,83593509425,76527404293
290,73356805953,97186202345,87342040944,78291160723,92072795621,75839594818,76820793384,104180808098,92982537626,84649462484,77194392698,80490579061,68202601807,88530945241,82421382945,85683847010,86264073560,84806912865,72556833394,76269447724,88723627896,86019308061,79482630367,93576626820,74970950455,87455405605,82087738084,94098685078,82171701707,87309051752,77124532208,96139544713,80759253825,77599470501,82196755290,77118950880,89419611092,103246193989,83593509425,76527404293
291,73356805953,97186202345,87342040944,78291160723,92072795621,75839594818,76820793384,104180808098,92982537626,84649462484,77194392698,80490579061,68202601807,88530945241,82421382945,85683847010,86264073560,84806912865,72556833394,76269448395,88723627896,86019308061,79482630367,93576626820,74970950455,87455405605,82087738084,94098685078,82171701707,87309051752,77124532208,96139544713,80759254495,77599470501,82196755290,77118950880,89419611092,103246193989,83593509425,76527404293
292,73356805953,97186202345,87342040944,78291160723,92072795621,75839594818,76820793384,104180808098,92982537626,84649462484,77194392698,80490579061,68202601807,88530945241,82421382945,85683847010,86264073560,84806912865,72556833394,76269448395,88723627896,86019308061,79482630367,93576626820,74970950455,87455405605,82087738084,94098685078,82171701707,87309051752,77124532878,96139544713,80759254495,77599470501,82196755290,77118950880,89419611092,103246193989,83593509425,76527404293
293,73356805953,97186202345,87342040944,78291160723,92072795621,75839594818,76820794055,104180808098,92982537626,84649462484,77194392698,80490579061,68202601807,88530945241,82421382945,85683847010,86264073560,84806912865,72556833394,76269448395,88723627896,86019308061,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171701707,87309051752,77124532878,96139544713,80759254495,77599470501,82196755290,77118951550,89419611092,103246194659,83593509425,76527404293
294,73356805953,97186202345,87342041615,78291160723,92072795621,75839594818,76820794055,104180808098,92982537626,84649462484,77194392698,80490579061,68202601807,88530945241,82421382945,85683847681,86264073560,84806912865,72556833394,76269448395,88723627896,86019308061,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171701707,87309051752,77124532878,96139544713,80759254495,77599470501,82196755290,77118951550,89419611092,103246194659,83593509425,76527404293
295,73356805953,97186202345,87342041615,78291160723,92072795621,75839594818,76820794055,104180808098,92982537626,84649462484,77194392698,80490579061,68202601807,88530945241,82421382945,85683847681,86264073560,84806912865,72556833394,76269448395,88723627896,86019308061,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171701707,87309051752,77124532878,96139544713,80759254495,77599470501,82196755290,77118951550,89419611092,103246194659,83593509425,76527404293
296,73356805953,97186202345,87342041615,78291160723,92072795621,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579061,68202601807,88530945241,82421382945,85683847681,86264073560,84806912865,72556833394,76269448395,88723627896,86019308731,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171701707,87309051752,77124532878,96139544713,80759254495,77599470501,82196755290,77118951550,89419611092,103246194659,83593509425,76527404293
297,73356805953,97186202345,87342041615,78291160723,92072795621,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579061,68202601807,88530945241,82421382945,85683847681,86264073560,84806912865,72556833394,76269448395,88723627896,86019308731,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171701707,87309051752,77124532878,96139544713,80759254495,77599470501,82196755290,77118951550,89419611092,103246194659,83593509425,76527404293
298,73356805953,97186202345,87342041615,78291160723,92072795621,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579061,68202601807,88530945241,82421382945,85683847681,86264073560,84806912865,72556833394,76269448395,88723627896,86019308731,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171701707,87309051752,77124532878,96139544713,80759254495,77599470501,82196755290,77118951550,89419611092,103246194659,83593509425,76527404293
299,73356805953,97186202345,87342041615,78291160723,92072795621,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579061,68202601807,88530945241,82421382945,85683847681,86264073560,84806912865,72556833394,76269448395,88723627896,86019308731,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171701707,87309051752,77124532878,96139544713,80759254495,77599470501,82196755290,77118951550,89419611092,103246194659,83593509425,76527404293
300,73356805953,97186202345,87342042286,78291160723,92072795621,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579061,68202601807,88530945241,82421382945,85683847681,86264073560,84806912865,72556833394,76269448395,88723627896,86019308731,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171701707,87309051752,77124532878,96139544713,80759254495,77599470501,82196755290,77118951550,89419611092,103246194659,83593509425,76527404293
301,73356805953,97186202345,87342042286,78291161394,92072795621,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579061,68202601807,88530945241,82421382945,85683847681,86264073560,84806912865,72556833394,76269448395,88723627896,86019308731,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171701707,87309051752,77124532878,96139544713,80759255166,77599470501,82196755290,77118951550,89419611092,103246194659,83593509425,76527404293
302,73356805953,97186202345,87342042286,78291162065,92072795621,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579061,68202601807,88530945241,82421382945,85683847681,86264073560,84806912865,72556833394,76269448395,88723627896,86019308731,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171701707,87309051752,77124533548,96139544713,80759255166,77599470501,82196755290,77118951550,89419611092,103246194659,83593509425,76527404293
303,73356805953,97186202345,87342042286,78291162065,92072795621,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579061,68202601807,88530945241,82421382945,85683847681,86264073560,84806912865,72556834065,76269448395,88723627896,86019309402,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171701707,87309051752,77124533548,96139544713,80759255166,77599471171,82196755290,77118951550,89419611092,103246194659,83593509425,76527404293
304,73356805953,97186202345,87342042286,78291162065,92072795621,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579061,68202601807,88530945241,82421382945,85683847681,86264073560,84806913536,72556834065,76269448395,88723627896,86019309402,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171701707,87309051752,77124533548,96139544713,80759255166,77599471171,82196755290,77118951550,89419611092,103246194659,83593509425,76527404293
305,73356805953,97186202345,87342042286,78291162065,92072795621,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579061,68202601807,88530946581,82421382945,85683847681,86264073560,84806913536,72556834065,76269448395,88723627896,86019309402,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171701707,87309051752,77124533548,96139544713,80759255166,77599471171,82196755290,77118952221,89419611092,103246194659,83593509425,76527404293
306,73356805953,97186202345,87342042286,78291162065,92072795621,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579061,68202601807,88530946581,82421382945,85683847681,86264073560,84806913536,72556834735,76269448395,88723627896,86019309402,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171701707,87309051752,77124534218,96139544713,80759255166,77599471171,82196755961,77118952221,89419611092,103246194659,83593509425,76527404293
307,73356805953,97186202345,87342042286,78291162065,92072795621,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579061,68202601807,88530946581,82421383615,85683847681,86264073560,84806913536,72556834735,76269448395,88723627896,86019309402,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171701707,87309051752,77124534218,96139544713,80759255166,77599471171,82196755961,77118952221,89419611092,103246194659,83593509425,76527404293
308,73356806624,97186202345,87342042286,78291162065,92072795621,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579061,68202601807,88530947252,82421383615,85683847681,86264073560,84806913536,72556834735,76269449066,88723628566,86019309402,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171701707,87309051752,77124534218,96139544713,80759255166,77599471171,82196756631,77118952221,89419611092,103246194659,83593509425,76527404293
309,73356806624,97186202345,87342042286,78291162065,92072795621,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579061,68202601807,88530947252,82421383615,85683847681,86264073560,84806913536,72556834735,76269449066,88723628566,86019309402,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171702378,87309051752,77124534218,96139544713,80759255166,77599471171,82196756631,77118952221,89419611092,103246194659,83593509425,76527404293
310,73356806624,97186202345,87342042286,78291162065,92072795621,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579061,68202601807,88530947252,82421383615,85683847681,86264073560,84806913536,72556834735,76269449066,88723628566,86019309402,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171702378,87309051752,77124534218,96139544713,80759255166,77599471171,82196756631,77118952221,89419611092,103246194659,83593509425,76527404293
311,73356806624,97186202345,87342042286,78291162065,92072796291,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579061,68202601807,88530947252,82421383615,85683847681,86264073560,84806913536,72556834735,76269449066,88723628566,86019309402,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171702378,87309051752,77124534218,96139544713,80759255166,77599471171,82196756631,77118952221,89419611092,103246194659,83593509425,76527404293
312,73356806624,97186202345,87342042286,78291162065,92072796291,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579061,68202601807,88530947920,82421384286,85683847681,86264073560,84806913536,72556834735,76269449066,88723628566,86019309402,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171702378,87309051752,77124534218,96139544713,80759255166,77599471171,82196756631,77118952221,89419611092,103246194659,83593509425,76527404293
313,73356806624,97186202345,87342042956,78291162065,92072796291,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579732,68202601807,88530947920,82421384286,85683847681,86264073560,84806913536,72556835406,76269449066,88723628566,86019309402,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171702378,87309051752,77124534218,96139544713,80759255166,77599471171,82196757302,77118952221,89419611092,103246194659,83593509425,76527404293
314,73356806624,97186202345,87342042956,78291162065,92072796291,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579732,68202601807,88530947920,82421384286,85683847681,86264073560,84806913536,72556835406,76269449066,88723628566,86019309402,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171702378,87309051752,77124534889,96139544713,80759255166,77599471171,82196757302,77118952221,89419611092,103246194659,83593509425,76527404293
315,73356806624,97186202345,87342042956,78291162065,92072796291,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579732,68202601807,88530947920,82421384286,85683847681,86264073560,84806914206,72556835406,76269449066,88723628566,86019309402,79482630367,93576626820,74970950455,87455405605,82087738084,94098685749,82171702378,87309051752,77124534889,96139544713,80759255166,77599471171,82196757302,77118952221,89419611092,103246194659,83593509425,76527404293
316,73356806624,97186202345,87342042956,78291162065,92072796291,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579732,68202601807,88530947920,82421384286,85683847681,86264073560,84806914206,72556835406,76269449066,88723628566,86019309402,79482630367,93576626820,74970951126,87455405605,82087738084,94098685749,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757302,77118952221,89419611092,103246194659,83593509425,76527404293
317,73356806624,97186202345,87342042956,78291162065,92072796291,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579732,68202601807,88530947920,82421384286,85683847681,86264073560,84806914206,72556835406,76269449066,88723628566,86019309402,79482630367,93576627490,74970951126,87455405605,82087738084,94098685749,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757302,77118952221,89419611092,103246194659,83593509425,76527404293
318,73356806624,97186202345,87342042956,78291162736,92072796291,75839594818,76820794055,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530947920,82421384286,85683847681,86264073560,84806914206,72556835406,76269449066,88723628566,86019309402,79482631037,93576627490,74970951126,87455405605,82087738084,94098685749,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757302,77118952221,89419611092,103246194659,83593509425,76527404293
319,73356806624,97186202345,87342042956,78291162736,92072796291,75839594818,76820794725,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530947920,82421384286,85683847681,86264073560,84806914206,72556835406,76269449066,88723628566,86019309402,79482631037,93576627490,74970951126,87455405605,82087738084,94098686419,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757302,77118952221,89419611092,103246194659,83593509425,76527404293
320,73356806624,97186202345,87342042956,78291162736,92072796291,75839594818,76820794725,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530947920,82421384286,85683847681,86264073560,84806914206,72556835406,76269449066,88723629237,86019309402,79482631037,93576627490,74970951126,87455405605,82087738084,94098686419,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757302,77118952221,89419611092,103246194659,83593509425,76527404963
321,73356806624,97186202345,87342042956,78291162736,92072796291,75839594818,76820794725,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530947920,82421384286,85683847681,86264073560,84806914206,72556835406,76269449066,88723629237,86019309402,79482631037,93576627490,74970951126,87455405605,82087738084,94098686419,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757302,77118952221,89419611092,103246194659,83593509425,76527404963
322,73356806624,97186202345,87342042956,78291162736,92072796961,75839594818,76820794725,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530947920,82421384286,85683847681,86264073560,84806914206,72556835406,76269449066,88723629237,86019309402,79482631037,93576627490,74970951126,87455405605,82087738084,94098686419,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757302,77118952221,89419611092,103246194659,83593509425,76527404963
323,73356806624,97186202345,87342042956,78291162736,92072797632,75839594818,76820794725,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530947920,82421384286,85683847681,86264073560,84806914206,72556835406,76269449066,88723629237,86019309402,79482631037,93576627490,74970951126,87455405605,82087738084,94098686419,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757302,77118952221,89419611092,103246194659,83593509425,76527404963
324,73356806624,97186202345,87342042956,78291162736,92072797632,75839595489,76820794725,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530947920,82421384286,85683847681,86264073560,84806914206,72556835406,76269449066,88723629237,86019309402,79482631037,93576627490,74970951126,87455405605,82087738084,94098686419,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757302,77118952221,89419611092,103246194659,83593509425,76527404963
325,73356806624,97186202345,87342042956,78291162736,92072797632,75839595489,76820794725,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530947920,82421384286,85683847681,86264073560,84806914206,72556835406,76269449066,88723629237,86019310072,79482631037,93576627490,74970951126,87455405605,82087738084,94098686419,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757973,77118952221,89419611092,103246194659,83593509425,76527404963
326,73356806624,97186202345,87342042956,78291162736,92072797632,75839595489,76820794725,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683847681,86264073560,84806914206,72556835406,76269449066,88723629237,86019310072,79482631037,93576627490,74970951126,87455405605,82087738084,94098686419,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757973,77118952221,89419611092,103246194659,83593509425,76527404963
327,73356806624,97186202345,87342042956,78291162736,92072797632,75839595489,76820794725,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683847681,86264073560,84806914206,72556835406,76269449066,88723629237,86019310072,79482631037,93576627490,74970951126,87455405605,82087738084,94098687089,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757973,77118952221,89419611092,103246194659,83593509425,76527404963
328,73356806624,97186202345,87342042956,78291162736,92072797632,75839595489,76820794725,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683847681,86264073560,84806914206,72556835406,76269449066,88723629237,86019310072,79482631037,93576627490,74970951126,87455405605,82087738084,94098687089,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757973,77118952221,89419611092,103246194659,83593509425,76527404963
329,73356806624,97186202345,87342043627,78291162736,92072797632,75839595489,76820794725,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683847681,86264073560,84806914206,72556835406,76269449066,88723629237,86019310072,79482631037,93576627490,74970951126,87455405605,82087738084,94098687089,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757973,77118952221,89419611092,103246194659,83593509425,76527404963
330,73356806624,97186202345,87342043627,78291162736,92072797632,75839595489,76820794725,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683847681,86264073560,84806914206,72556835406,76269449066,88723629237,86019310072,79482631037,93576627490,74970951126,87455405605,82087738084,94098687089,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757973,77118952221,89419611092,103246194659,83593509425,76527404963
331,73356806624,97186202345,87342043627,78291162736,92072797632,75839595489,76820794725,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683847681,86264073560,84806914206,72556836076,76269449066,88723629908,86019310072,79482631037,93576627490,74970951126,87455405605,82087738084,94098687089,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757973,77118952221,89419611092,103246194659,83593509425,76527404963
332,73356806624,97186202345,87342043627,78291162736,92072797632,75839595489,76820794725,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683847681,86264073560,84806914206,72556836076,76269449066,88723629908,86019310072,79482631037,93576627490,74970951126,87455405605,82087738084,94098687089,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757973,77118952221,89419611092,103246194659,83593509425,76527404963
333,73356806624,97186203016,87342043627,78291162736,92072797632,75839595489,76820794725,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683847681,86264073560,84806914206,72556836076,76269449066,88723629908,86019310072,79482631037,93576627490,74970951126,87455405605,82087738084,94098687089,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757973,77118952221,89419611092,103246194659,83593509425,76527404963
334,73356806624,97186203016,87342043627,78291162736,92072797632,75839595489,76820794725,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683847681,86264073560,84806914206,72556836076,76269449066,88723629908,86019310072,79482631037,93576627490,74970951126,87455405605,82087738084,94098687089,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757973,77118952221,89419611092,103246194659,83593509425,76527404963
335,73356806624,97186203016,87342043627,78291162736,92072797632,75839595489,76820794725,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683847681,86264074228,84806914206,72556836076,76269449066,88723629908,86019310072,79482631037,93576627490,74970951126,87455405605,82087738084,94098687089,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757973,77118952221,89419611092,103246194659,83593509425,76527404963
336,73356806624,97186203016,87342043627,78291162736,92072797632,75839595489,76820794725,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683848350,86264074228,84806914206,72556836076,76269449066,88723629908,86019310072,79482631037,93576627490,74970951126,87455405605,82087738084,94098687089,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757973,77118952221,89419611092,103246194659,83593509425,76527404963
337,73356806624,97186203016,87342043627,78291162736,92072797632,75839595489,76820794725,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683848350,86264074228,84806914206,72556836076,76269449066,88723629908,86019310072,79482631708,93576627490,74970951126,87455405605,82087738084,94098687089,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757973,77118952221,89419611092,103246194659,83593509425,76527404963
338,73356806624,97186203016,87342044298,78291162736,92072797632,75839595489,76820794725,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683848350,86264074899,84806914206,72556836076,76269449066,88723629908,86019310072,79482631708,93576627490,74970951126,87455405605,82087738084,94098687089,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757973,77118952221,89419611763,103246194659,83593509425,76527404963
339,73356806624,97186203016,87342044298,78291162736,92072797632,75839595489,76820794725,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683848350,86264074899,84806914206,72556836076,76269449066,88723629908,86019310072,79482631708,93576627490,74970951126,87455405605,82087738084,94098687089,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757973,77118952221,89419611763,103246194659,83593509425,76527404963
340,73356806624,97186203016,87342044298,78291163407,92072797632,75839595489,76820794725,104180808098,92982538295,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683848350,86264074899,84806914875,72556836076,76269449066,88723629908,86019310072,79482631708,93576627490,74970951126,87455405605,82087738084,94098687089,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757973,77118952221,89419611763,103246194659,83593509425,76527404963
341,73356806624,97186203016,87342044298,78291163407,92072797632,75839595489,76820794725,104180808098,92982538965,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683849021,86264074899,84806914875,72556836076,76269449066,88723629908,86019310072,79482631708,93576627490,74970951126,87455405605,82087738754,94098687089,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757973,77118952221,89419611763,103246194659,83593509425,76527404963
342,73356806624,97186203016,87342044298,78291163407,92072797632,75839595489,76820794725,104180808098,92982538965,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683849021,86264074899,84806914875,72556836076,76269449066,88723629908,86019310072,79482631708,93576627490,74970951126,87455405605,82087738754,94098687089,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757973,77118952221,89419611763,103246194659,83593509425,76527404963
343,73356806624,97186203016,87342044969,78291163407,92072797632,75839595489,76820794725,104180808098,92982538965,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683849021,86264074899,84806914875,72556836076,76269449066,88723629908,86019310072,79482631708,93576627490,74970951126,87455405605,82087739425,94098687089,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196757973,77118952221,89419611763,103246194659,83593509425,76527404963
344,73356806624,97186203016,87342044969,78291163407,92072797632,75839595489,76820794725,104180808098,92982538965,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683849021,86264074899,84806914875,72556836076,76269449066,88723629908,86019310743,79482631708,93576627490,74970951126,87455405605,82087739425,94098687089,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196758643,77118952221,89419611763,103246194659,83593509425,76527404963
345,73356806624,97186203016,87342044969,78291163407,92072797632,75839595489,76820794725,104180808098,92982538965,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683849021,86264074899,84806914875,72556836076,76269449066,88723630579,86019310743,79482631708,93576627490,74970951126,87455405605,82087739425,94098687089,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196758643,77118952221,89419611763,103246194659,83593509425,76527404963
346,73356806624,97186203016,87342044969,78291163407,92072797632,75839595489,76820794725,104180808098,92982538965,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683849021,86264074899,84806914875,72556836746,76269449066,88723630579,86019310743,79482631708,93576627490,74970951126,87455405605,82087739425,94098687089,82171702378,87309051752,77124535559,96139544713,80759255166,77599471171,82196758643,77118952221,89419611763,103246194659,83593509425,76527404963
347,73356806624,97186203016,87342044969,78291164078,92072797632,75839595489,76820794725,104180808098,92982538965,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683849021,86264074899,84806914875,72556836746,76269449066,88723630579,86019310743,79482631708,93576627490,74970951126,87455405605,82087739425,94098687089,82171702378,87309051752,77124536229,96139544713,80759255166,77599471171,82196758643,77118952221,89419611763,103246194659,83593509425,76527404963
348,73356806624,97186203016,87342044969,78291164078,92072797632,75839595489,76820794725,104180808098,92982538965,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683849021,86264074899,84806914875,72556836746,76269449066,88723630579,86019310743,79482631708,93576627490,74970951126,87455405605,82087740096,94098687089,82171702378,87309051752,77124536229,96139544713,80759255166,77599471171,82196758643,77118952221,89419611763,103246194659,83593509425,76527404963
349,73356806624,97186203016,87342044969,78291164078,92072797632,75839595489,76820794725,104180808098,92982538965,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683849021,86264074899,84806914875,72556836746,76269449066,88723630579,86019310743,79482631708,93576627490,74970951126,87455405605,82087740096,94098687089,82171702378,87309051752,77124536229,96139544713,80759255166,77599471171,82196758643,77118952221,89419611763,103246194659,83593509425,76527404963
350,73356806624,97186203016,87342044969,78291164078,92072797632,75839595489,76820794725,104180808098,92982538965,84649462484,77194392698,80490579732,68202602478,88530948591,82421384286,85683849021,86264074899,84806914875,72556836746,76269449066,88723630579,86019310743,79482632379,93576627490,74970951126,87455405605,82087740096,94098687089,82171702378,87309051752,77124536229,96139544713,80759255166,77599471171,82196758643,77118952221,89419611763,103246194659,83593509425,76527404963
351,73356806624,97186203016,87342044969,78291164078,92072797632,75839595489,76820794725,104180808098,92982538965,84649463155,77194392698,80490579732,68202602478,88530948591,82421384286,85683849021,86264074899,84806914875,72556836746,76269449066,88723630579,86019310743,79482632379,93576627490,74970951126,87455405605,82087740096,94098687089,82171702378,87309051752,77124536229,96139544713,80759255166,77599471171,82196758643,77118952221,89419611763,103246194659,83593509425,76527404963
352,73356806624,97186203016,87342044969,78291164078,92072797632,75839595489,76820794725,104180808098,92982538965,84649463155,77194392698,80490579732,68202602478,88530948591,82421384286,85683849021,86264074899,84806914875,72556836746,76269449066,88723630579,86019310743,79482632379,93576628160,74970951126,87455405605,82087740096,94098687089,82171702378,87309051752,77124536229,96139544713,80759255166,77599471171,82196758643,77118952221,89419611763,103246194659,83593509425,76527404963
353,73356806624,97186203016,87342045640,78291164078,92072797632,75839595489,76820795395,104180808098,92982538965,84649463155,77194392698,80490579732,68202602478,88530948591,82421384286,85683849021,86264074899,84806914875,72556836746,76269449066,88723630579,86019310743,79482632379,93576628160,74970951126,87455405605,82087740096,94098687089,82171702378,87309051752,77124536229,96139544713,80759255166,77599471171,82196758643,77118952221,89419611763,103246194659,83593509425,76527404963
